plot.id,block.id.harvest,site.id,block.id,site.name,region,landuse,block,treatment,harvest,wp,lat,long,setup.date,harvest.date,growth.period,rain.sum,target.sp.,pasture.disc.harvest,height.harvest,spo_pyr,mic_kun,sol_inc,the_tri,chr_ori,chl_pyc,het_con,spo_fes,dic_cin,dig_sp,dig_mac,bot_ins,ind_vol,ble_sp,cyp_sp,spo_ioc,pan_col,ind_sp,pen_mez,tri_ter,tra_bet,gut_cor,bra_sp,eup_ind,cyn_dac,sid_ova,jus_mat,ind_hoc,dac_aeg,era_rac,era_ten,oxy_sin,leu_sp,bid_sp,dys_rad,sph_sp,com_ben,spo_afr,bra_sem,dys_sp,chl_gay,kyl_sp,cro_spi,bra_bri,tra_ber,arc_sp,ari_ken,dic_rad,spo_sp,gut_pet,era_sp,pan_max,spo_fim,cyn_ple,aca_rob,lon_sp,kyl_ner,eup_hir,dic_mon,kyl_alb,rue_pat,old_sp,spo_sta,ipo_sp,mon_sp,het_ste,sen_aby,cyn_sp,hel_ste,son_sp,gut_sp,dac_gig,mar_sp,cra_pla,tep_pum,hyp_dis,bot_scr,oci_sua,eup_ina,ach_asp,her_sp,dig_vel ,cya_sp,com_tru,bid_sch,mar_amo,sed_ort,target.sp.cover.harvest,sum.sp.harvest,total.veg.cover.harvest
DRY_W_3_OP_H4,DRY_W_3_H4,DRY_W,DRY_W_3,Maswa,DRY,W,3,OP,H4,998,-3.295645,34.852435,7/21/2017,9/28/2017,69,6.9,Cyn.dac,0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6
DRY_W_4_EX_H4,DRY_W_4_H4,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX,H4,1000,-3.296013,34.854327,7/21/2017,9/28/2017,69,12.56,Cyn.dac,1.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,9
DRY_W_4_EX2_H4,DRY_W_4_H4,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX2,H4,1000,-3.296013,34.854327,7/21/2017,9/28/2017,69,12.56,Cyn.dac,2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,13
DRY_W_4_OP_H4,DRY_W_4_H4,DRY_W,DRY_W_4,Maswa,DRY,W,4,OP,H4,1000,-3.296013,34.854327,7/21/2017,9/28/2017,69,12.56,Cyn.dac,1.5,1.8,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,13
DRY_P_1_EX_H4,DRY_P_1_H4,DRY_P,DRY_P_1,Makao,DRY,P,1,EX,H4,1009,-3.303212,34.847736,7/22/2017,9/27/2017,67,6.53,Chl.pyc,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5
DRY_P_1_OP_H4,DRY_P_1_H4,DRY_P,DRY_P_1,Makao,DRY,P,1,OP,H4,1009,-3.303212,34.847736,7/22/2017,9/27/2017,67,6.53,Chl.pyc,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6
DRY_P_2_EX_H4,DRY_P_2_H4,DRY_P,DRY_P_2,Makao,DRY,P,2,EX,H4,1006,-3.408426,34.850244,7/22/2017,9/27/2017,67,6.53,Chl.pyc,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4
DRY_P_2_OP_H4,DRY_P_2_H4,DRY_P,DRY_P_2,Makao,DRY,P,2,OP,H4,1006,-3.408426,34.850244,7/22/2017,9/27/2017,67,6.53,Chl.pyc,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4
DRY_P_3_EX_H4,DRY_P_3_H4,DRY_P,DRY_P_3,Makao,DRY,P,3,EX,H4,1001,-3.406316,34.850407,7/22/2017,9/27/2017,67,6.53,Chl.pyc,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3
DRY_P_3_OP_H4,DRY_P_3_H4,DRY_P,DRY_P_3,Makao,DRY,P,3,OP,H4,1001,-3.406316,34.850407,7/22/2017,9/27/2017,67,6.53,Chl.pyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
DRY_P_4_EX_H4,DRY_P_4_H4,DRY_P,DRY_P_4,Makao,DRY,P,4,EX,H4,1003,-3.406853,34.8516,7/22/2017,9/27/2017,67,6.53,Chl.pyc,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8
DRY_P_4_OP_H4,DRY_P_4_H4,DRY_P,DRY_P_4,Makao,DRY,P,4,OP,H4,1003,-3.406853,34.8516,7/22/2017,9/27/2017,67,6.53,Chl.pyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
SE_1_EX_H4,SE_1_H4,SE,SE_1,Seronera,SE,W,1,EX,H4,1023,-2.437747,34.855162,7/26/2017,9/25/2017,61,167.09,Dig.mac,5,10.2,,,,,,,,,,,,,,,,,18.00,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,43,50
SE_1_EX2_H4,SE_1_H4,SE,SE_1,Seronera,SE,W,1,EX2,H4,1023,-2.437747,34.855162,7/26/2017,9/25/2017,61,167.09,Dig.mac,7,15,,,,13.00,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,53,70
SE_1_OP_H4,SE_1_H4,SE,SE_1,Seronera,SE,W,1,OP,H4,1023,-2.437747,34.855162,7/26/2017,9/25/2017,61,167.09,Dig.mac,2.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,31,40
SE_2_EX_H4,SE_2_H4,SE,SE_2,Seronera,SE,W,2,EX,H4,1025,-2.437766,34.855394,7/26/2017,9/25/2017,61,167.09,Dig.mac,5,10.8,,,,5.00,,,,,,,,30.00,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,54,70
SE_2_EX2_H4,SE_2_H4,SE,SE_2,Seronera,SE,W,2,EX2,H4,1025,-2.437766,34.855394,7/26/2017,9/25/2017,61,167.09,Dig.mac,2.75,7.6,,,,,,,,,,,,,,,,,17.00,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,31,35
SE_2_OP_H4,SE_2_H4,SE,SE_2,Seronera,SE,W,2,OP,H4,1025,-2.437766,34.855394,7/26/2017,9/25/2017,61,167.09,Dig.mac,3.5,6.2,,,,5.00,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,27,40
SE_3_EX_H4,SE_3_H4,SE,SE_3,Seronera,SE,W,3,EX,H4,1027,-2.437991,34.855418,7/26/2017,9/25/2017,61,167.09,Dig.mac,5.5,13.4,,,,5.00,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,50,60
SE_3_EX2_H4,SE_3_H4,SE,SE_3,Seronera,SE,W,3,EX2,H4,1027,-2.437991,34.855418,7/26/2017,9/25/2017,61,167.09,Dig.mac,2.25,7.2,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,33,35
SE_3_OP_H4,SE_3_H4,SE,SE_3,Seronera,SE,W,3,OP,H4,1027,-2.437991,34.855418,7/26/2017,9/25/2017,61,167.09,Dig.mac,3.5,3.2,,,,,,,,,,,,,,,,,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,21,27
SE_4_EX_H4,SE_4_H4,SE,SE_4,Seronera,SE,W,4,EX,H4,1026,-2.438079,34.854989,7/26/2017,9/25/2017,61,167.09,Dig.mac,4,8.6,,,,5.00,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,32,40
SE_4_EX2_H4,SE_4_H4,SE,SE_4,Seronera,SE,W,4,EX2,H4,1026,-2.438079,34.854989,7/26/2017,9/25/2017,61,167.09,Dig.mac,5.75,7.8,,,,10.00,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,35,40
SE_4_OP_H4,SE_4_H4,SE,SE_4,Seronera,SE,W,4,OP,H4,1026,-2.438079,34.854989,7/26/2017,9/25/2017,61,167.09,Dig.mac,2.5,5.4,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,27,35
WET_W_1_EX_H5,WET_W_1_H5,WET_W,WET_W_1,Handajega,WET,W,1,EX,H5,954,-2.272484,34.023326,10.01.2017,12/14/2017,74,428.22,The.tri,5,63.2,,20.00,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,58,60
WET_W_1_OP_H5,WET_W_1_H5,WET_W,WET_W_1,Handajega,WET,W,1,OP,H5,954,-2.272484,34.023326,10.01.2017,12/14/2017,74,428.22,The.tri,4,55.2,,5.00,,,,,,,,,10.00,22.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,62,65
WET_W_2_EX_H5,WET_W_2_H5,WET_W,WET_W_2,Handajega,WET,W,2,EX,H5,953,-2.2783,34.024459,10.01.2017,12/14/2017,74,428.22,The.tri,3.5,30.2,,15.00,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,50,55
WET_W_2_OP_H5,WET_W_2_H5,WET_W,WET_W_2,Handajega,WET,W,2,OP,H5,953,-2.2783,34.024459,10.01.2017,12/14/2017,74,428.22,The.tri,5.3,43,,10.00,,,,,,,,,5.00,,,,,7.00,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,87,95
WET_W_3_EX_H5,WET_W_3_H5,WET_W,WET_W_3,Handajega,WET,W,3,EX,H5,951,-2.277999,34.027678,10.01.2017,12/14/2017,74,428.22,The.tri,10,55.2,,10.00,,,,,35.00,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,80,85
WET_W_3_OP_H5,WET_W_3_H5,WET_W,WET_W_3,Handajega,WET,W,3,OP,H5,951,-2.277999,34.027678,10.01.2017,12/14/2017,74,428.22,The.tri,4,23,,10.00,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,60,65
WET_W_4_EX_H5,WET_W_4_H5,WET_W,WET_W_4,Handajega,WET,W,4,EX,H5,950,-2.278837,34.031884,10.01.2017,12/14/2017,74,428.22,The.tri,9.5,51.6,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,85,92
WET_W_4_OP_H5,WET_W_4_H5,WET_W,WET_W_4,Handajega,WET,W,4,OP,H5,950,-2.278837,34.031884,10.01.2017,12/14/2017,74,428.22,The.tri,5,49,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,55,55
WET_P_1_EX_H5,WET_P_1_H5,WET_P,WET_P_1,Mwantimba,WET,P,1,EX,H5,957,-2.350052,34.049976,9/30/2017,12/13/2017,74,512.07,Chr.ori,3,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,92,95
WET_P_1_OP_H5,WET_P_1_H5,WET_P,WET_P_1,Mwantimba,WET,P,1,OP,H5,957,-2.350052,34.049976,9/30/2017,12/13/2017,74,512.07,Chr.ori,1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,90,95
WET_P_2_EX_H5,WET_P_2_H5,WET_P,WET_P_2,Mwantimba,WET,P,2,EX,H5,959,-2.348488,34.05011,9/30/2017,12/13/2017,74,512.07,Chr.ori,4.5,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,65,85,92
WET_P_2_OP_H5,WET_P_2_H5,WET_P,WET_P_2,Mwantimba,WET,P,2,OP,H5,959,-2.348488,34.05011,9/30/2017,12/13/2017,74,512.07,Chr.ori,2.4,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,,60,72,72
WET_P_3_EX_H5,WET_P_3_H5,WET_P,WET_P_3,Mwantimba,WET,P,3,EX,H5,1022,-2.367293,34.062509,9/30/2017,12/13/2017,74,512.07,Chr.ori,2,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,95,97
WET_P_3_OP_H5,WET_P_3_H5,WET_P,WET_P_3,Mwantimba,WET,P,3,OP,H5,1022,-2.367293,34.062509,9/30/2017,12/13/2017,74,512.07,Chr.ori,2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,68,75
WET_P_4_EX_H5,WET_P_4_H5,WET_P,WET_P_4,Mwantimba,WET,P,4,EX,H5,1020,-2.36857,34.062586,9/30/2017,12/13/2017,74,512.07,Chr.ori,3.5,27.1,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,77,85
WET_P_4_OP_H5,WET_P_4_H5,WET_P,WET_P_4,Mwantimba,WET,P,4,OP,H5,1020,-2.36857,34.062586,9/30/2017,12/13/2017,74,512.07,Chr.ori,1.5,4.3,,,,,,,,,,,,,5.00,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,65,65
DRY_W_1_EX_H5,DRY_W_1_H5,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX,H5,995,-3.299332,34.848458,9/28/2017,12.11.2017,74,151.07,Cyn.dac,2.5,4.2,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,20
DRY_W_1_EX2_H5,DRY_W_1_H5,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX2,H5,995,-3.299332,34.848458,9/28/2017,12.11.2017,74,151.07,Cyn.dac,3,10.3,,,,,,,,,,,,,5.00,,,,,,,7.00,,,,,,,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,52,60
DRY_W_1_OP_H5,DRY_W_1_H5,DRY_W,DRY_W_1,Maswa,DRY,W,1,OP,H5,995,-3.299332,34.848458,9/28/2017,12.11.2017,74,151.07,Cyn.dac,3.5,0.8,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,10
DRY_W_2_EX_H5,DRY_W_2_H5,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX,H5,980,-3.303268,34.847796,9/28/2017,12.11.2017,74,151.07,Cyn.dac,2,4.2,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,25,28
DRY_W_2_EX2_H5,DRY_W_2_H5,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX2,H5,980,-3.303268,34.847796,9/28/2017,12.11.2017,74,151.07,Cyn.dac,1.5,3.9,,,,,,,,,,,,,,,,,,,,25.00,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,42,45
DRY_W_2_OP_H5,DRY_W_2_H5,DRY_W,DRY_W_2,Maswa,DRY,W,2,OP,H5,980,-3.303268,34.847796,9/28/2017,12.11.2017,74,151.07,Cyn.dac,1,1.8,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,20,26
DRY_W_3_EX_H5,DRY_W_3_H5,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX,H5,998,-3.295645,34.852435,9/28/2017,12.11.2017,74,151.07,Cyn.dac,1,0.9,,,,,,,,,,,,,,,,,,,,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,33,35
DRY_W_3_EX2_H5,DRY_W_3_H5,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX2,H5,998,-3.295645,34.852435,9/28/2017,12.11.2017,74,151.07,Cyn.dac,2,2.5,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,27,35
DRY_W_3_OP_H5,DRY_W_3_H5,DRY_W,DRY_W_3,Maswa,DRY,W,3,OP,H5,998,-3.295645,34.852435,9/28/2017,12.11.2017,74,151.07,Cyn.dac,2.5,1.9,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,10
DRY_W_4_EX_H5,DRY_W_4_H5,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX,H5,1000,-3.296013,34.854327,9/28/2017,12.11.2017,74,214.85,Cyn.dac,1,5.1,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,20
DRY_W_4_EX2_H5,DRY_W_4_H5,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX2,H5,1000,-3.296013,34.854327,9/28/2017,12.11.2017,74,214.85,Cyn.dac,1,5.2,,,,,,,,,,,,,,,,,,,,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,45,45
DRY_W_4_OP_H5,DRY_W_4_H5,DRY_W,DRY_W_4,Maswa,DRY,W,4,OP,H5,1000,-3.296013,34.854327,9/28/2017,12.11.2017,74,214.85,Cyn.dac,1.5,2.6,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,40,40
DRY_P_1_EX_H5,DRY_P_1_H5,DRY_P,DRY_P_1,Makao,DRY,P,1,EX,H5,1009,-3.303212,34.847736,9/27/2017,12.10.2017,74,128.55,Chl.pyc,0.8,1.6,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,25
DRY_P_1_OP_H5,DRY_P_1_H5,DRY_P,DRY_P_1,Makao,DRY,P,1,OP,H5,1009,-3.303212,34.847736,9/27/2017,12.10.2017,74,128.55,Chl.pyc,0,0.8,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,35
DRY_P_2_EX_H5,DRY_P_2_H5,DRY_P,DRY_P_2,Makao,DRY,P,2,EX,H5,1006,-3.408426,34.850244,9/27/2017,12.10.2017,74,128.55,Chl.pyc,2.9,3.3,,,5.00,,,,,,,,,,5.00,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,5,29,35
DRY_P_2_OP_H5,DRY_P_2_H5,DRY_P,DRY_P_2,Makao,DRY,P,2,OP,H5,1006,-3.408426,34.850244,9/27/2017,12.10.2017,74,128.55,Chl.pyc,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,10
DRY_P_3_EX_H5,DRY_P_3_H5,DRY_P,DRY_P_3,Makao,DRY,P,3,EX,H5,1001,-3.406316,34.850407,9/27/2017,12.10.2017,74,128.55,Chl.pyc,0.5,2.5,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,18
DRY_P_3_OP_H5,DRY_P_3_H5,DRY_P,DRY_P_3,Makao,DRY,P,3,OP,H5,1001,-3.406316,34.850407,9/27/2017,12.10.2017,74,128.55,Chl.pyc,0,1.74,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,19,20
DRY_P_4_EX_H5,DRY_P_4_H5,DRY_P,DRY_P_4,Makao,DRY,P,4,EX,H5,1003,-3.406853,34.8516,9/27/2017,12.10.2017,74,128.55,Chl.pyc,0.5,3.2,,5.00,,,,,,,,,,,,,,,,,,,,,,,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,33,35
DRY_P_4_OP_H5,DRY_P_4_H5,DRY_P,DRY_P_4,Makao,DRY,P,4,OP,H5,1003,-3.406853,34.8516,9/27/2017,12.10.2017,74,128.55,Chl.pyc,0.5,1.1,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,26,32
SE_1_EX_H5,SE_1_H5,SE,SE_1,Seronera,SE,W,1,EX,H5,1023,-2.437747,34.855162,9/25/2017,12/15/2017,81,265.08,Dig.mac,5,15,,,,10.00,,,,,,,,,,,,,5.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,50
SE_1_EX2_H5,SE_1_H5,SE,SE_1,Seronera,SE,W,1,EX2,H5,1023,-2.437747,34.855162,9/25/2017,12/15/2017,81,265.08,Dig.mac,5,21.9,,,,5.00,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,35,35
SE_1_OP_H5,SE_1_H5,SE,SE_1,Seronera,SE,W,1,OP,H5,1023,-2.437747,34.855162,9/25/2017,12/15/2017,81,265.08,Dig.mac,3.5,0.5,,,5.00,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,20,45,40
SE_2_EX_H5,SE_2_H5,SE,SE_2,Seronera,SE,W,2,EX,H5,1025,-2.437766,34.855394,9/25/2017,12/15/2017,81,265.08,Dig.mac,4,17.6,,,,10.00,,,,,,,,,,,,,7.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,47,47
SE_2_EX2_H5,SE_2_H5,SE,SE_2,Seronera,SE,W,2,EX2,H5,1025,-2.437766,34.855394,9/25/2017,12/15/2017,81,265.08,Dig.mac,6,31.2,,5.00,,20.00,,,,,,,,,,,,20.00,,5.00,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,62,62
SE_2_OP_H5,SE_2_H5,SE,SE_2,Seronera,SE,W,2,OP,H5,1025,-2.437766,34.855394,9/25/2017,12/15/2017,81,265.08,Dig.mac,3,3.7,,,,10.00,,,,,,,,,,,,,5.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,30
SE_3_EX_H5,SE_3_H5,SE,SE_3,Seronera,SE,W,3,EX,H5,1027,-2.437991,34.855418,9/25/2017,12/15/2017,81,265.08,Dig.mac,3,15.8,,,,,,,,,,,,,,,,15.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,15,45,45
