plot.id;block.id.harvest;site.id;block.id;site.name;region;landuse;block;treatment;harvest;wp;lat;long;setup.date;harvest.date;growth.period;rain.sum;target.sp.;pasture.disc.setup;height. setup;target.sp.cover.setup;total.veg.cover.setup;Comments (setup);Observer(s) setup;pasture.disc.harvest;height.harvest;target.sp.cover.harvest;total.veg.cover.harvest;Comments (harvest);Observer(s) harvest;PREVIOUS (HX-1)biomass.target.sp.g;PREVIOUS (HX-1)biomass.total.g;biomass.target.sp.;Sub.SUA;Sub.NTNU;biomass.other.sp.;Sub.SUA;Sub.NTNU;N.target.SUA;N.target.SUA17;N.target.NMBU;N.target.NTNU;P.target.SUA;P.target.SUA17;P.target.NMBU;P.target.USDM;N.other.SUA;N.other.SUA17;N.other.NMBU;N.other.NTNU;P.otherSUA;P.other.SUA17;P.other.NTNU;P.other.USDM;;;;;biomass.total.g;productivity.target.g.m2.day;consumption.target.g.m2.day;productivity.total.g.m2.day;consumption.total.g.m2.day
WET_P_2_OP_H3;WET_P_2_H3;WET_P;WET_P_2;Mwantimba;WET;P;2;OP;H3;959;-2.348488;34.050110;14.05.2017;23.07.2017;70;71.70;Chr.ori;1.3;5.4;45;55;;;1.9;1.8;15;22;;JB, AS;11.62;29.12;27.70;11.87;;3.12;1.65;;1.40;;;;0.20;;;;;;;;;;;;;;;;30.82;0.64;;0.07;
WET_P_3_EX_H3;WET_P_3_H3;WET_P;WET_P_3;Mwantimba;WET;P;3;EX;H3;1022;-2.367293;34.062509;14.05.2017;23.07.2017;70;71.70;Chr.ori;3.0;17.0;30;95;;;2.8;24;45;70;;JB, AS;4.8;104.22;40.77;5.87;;20.14;6.83;;1.05;;;;0.26;;;;1.05;;;;0.21;;;;;;;;60.91;1.57;0.94;-1.13;1.45
WET_P_3_OP_H3;WET_P_3_H3;WET_P;WET_P_3;Mwantimba;WET;P;3;OP;H3;1022;-2.367293;34.062509;14.05.2017;23.07.2017;70;71.70;Chr.ori;;25.0;40;95;;;2;4;40;55;;JB, AS;1.11;89.48;17.13;16.12;;7.14;3.33;;0.84;;;;0.22;;;;;;;;;;;;;;;;24.27;0.64;;-2.59;
WET_P_4_EX_H3;WET_P_4_H3;WET_P;WET_P_4;Mwantimba;WET;P;4;EX;H3;1020;-2.368570;34.062586;14.05.2017;23.07.2017;70;71.70;Chr.ori;4.8;16.8;25;75;;;4.5;13.8;15;50;;JB, AS;9.22;77.4;16.68;8.22;;38.95;16.03;;0.81;;;;0.22;;;;0.98;;;;0.24;;;;;;;;55.63;-0.04;0.22;-0.49;0.76
WET_P_4_OP_H3;WET_P_4_H3;WET_P;WET_P_4;Mwantimba;WET;P;4;OP;H3;1020;-2.368570;34.062586;14.05.2017;23.07.2017;70;71.70;Chr.ori;2.0;9.6;25;70;;;1.7;10.2;18;45;;JB, AS;17.76;67.98;11.17;4.22;;25.21;11.70;;0.88;;;;0.21;;;;;;;;;;;;;;;;36.38;-0.26;;-1.25;
DRY_W_1_EX_H3;DRY_W_1_H3;DRY_W;DRY_W_1;Maswa;DRY;W;1;EX;H3;995;-3.299332;34.848458;11.05.2017;21.07.2017;71;9.60;Cyn.dac;2.0;6.0;15;45;;;1.5;5;10;30;;JB, AS;;;6.43;1.38;;2.68;1.35;;;;;;;;;;1.05;;;;0.27;;;;;;;;9.11;0.25;0.00;0.36;-0.04
DRY_W_1_EX2_H3;DRY_W_1_H3;DRY_W;DRY_W_1;Maswa;DRY;W;1;EX2;H3;995;-3.299332;34.848458;11.05.2017;21.07.2017;71;9.60;Cyn.dac;2.3;4.0;20;45;;;2;2.4;13;35;;JB, AS;;;1.38;0.60;;16.36;5.86;;;;;;;;;;0.88;;;;0.20;;;;;;;;17.74;0.05;-0.20;0.69;0.29
DRY_W_1_OP_H3;DRY_W_1_H3;DRY_W;DRY_W_1;Maswa;DRY;W;1;OP;H3;995;-3.299332;34.848458;11.05.2017;21.07.2017;71;9.60;Cyn.dac;1.5;4.2;18;30;;;2;1.4;5;13;;JB, AS;0;0;6.48;3.93;;3.76;2.11;;;;;;;;;;;;;;;;;;;;;;10.24;0.25;;0.40;
DRY_W_2_EX_H3;DRY_W_2_H3;DRY_W;DRY_W_2;Maswa;DRY;W;2;EX;H3;980;-3.303268;34.847796;11.05.2017;21.07.2017;71;9.60;Cyn.dac;3.5;2.6;10;35;;;2.5;4.4;5;20;;JB, AS;14.46;25.81;3.80;2.20;;7.75;2.08;;;;;;;;;;0.88;;;;0.09;;;;;;;;11.55;-0.05;-0.16;-0.17;-0.08
DRY_W_2_EX2_H3;DRY_W_2_H3;DRY_W;DRY_W_2;Maswa;DRY;W;2;EX2;H3;980;-3.303268;34.847796;11.05.2017;21.07.2017;71;9.60;Cyn.dac;1.5;2.4;10;40;;;2;5.6;7;25;;JB, AS;;;5.73;2.42;;12.85;4.36;;;;;;;;;;1.23;;;;0.15;;;;;;;;18.58;0.03;-0.09;0.11;0.20
DRY_W_2_OP_H3;DRY_W_2_H3;DRY_W;DRY_W_2;Maswa;DRY;W;2;OP;H3;980;-3.303268;34.847796;11.05.2017;21.07.2017;71;9.60;Cyn.dac;1.5;3.6;15;25;;;;1.4;3;10;;JB, AS;5.07;15.8;8.00;2.68;;5.57;2.88;;;;;;;;;;;;;;;;;;;;;;13.57;0.11;;-0.09;
DRY_W_3_EX_H3;DRY_W_3_H3;DRY_W;DRY_W_3;Maswa;DRY;W;3;EX;H3;998;-3.295645;34.852435;11.05.2017;21.07.2017;71;9.60;Cyn.dac;2.4;2.6;20;25;;;2.5;1;10;17;;JB, AS;;;5.85;2.62;;9.00;4.32;;1.19;;;;0.14;;;;;;;;;;;;;;;;14.85;0.00;0.04;-0.38;0.14
DRY_W_3_EX2_H3;DRY_W_3_H3;DRY_W;DRY_W_3;Maswa;DRY;W;3;EX2;H3;998;-3.295645;34.852435;11.05.2017;21.07.2017;71;9.60;Cyn.dac;1.5;3.2;5;25;;;2;2.7;3;15;;JB, AS;8.04;46.41;6.88;2.66;;21.95;8.26;;;;;;;;;;1.16;;;;0.18;;;;;;;;28.83;0.04;0.08;0.17;0.69
DRY_W_3_OP_H3;DRY_W_3_H3;DRY_W;DRY_W_3;Maswa;DRY;W;3;OP;H3;998;-3.295645;34.852435;11.05.2017;21.07.2017;71;9.60;Cyn.dac;1.3;3.3;10;30;;;1.5;3.6;11;15;;JB, AS;5.92;24.56;4.74;2.41;;6.51;3.75;;;;;;;;;;;;;;;;;;;;;;11.25;-0.05;;-0.52;
DRY_W_4_EX_H3;DRY_W_4_H3;DRY_W;DRY_W_4;Maswa;DRY;W;4;EX;H3;1000;-3.296013;34.854327;11.05.2017;21.07.2017;71;16.58;Cyn.dac;1.5;2.8;7;15;;;;1;5;7;;JB, AS;4.07;43.6;4.67;2.77;;8.81;1.97;;;;;;;;;;0.81;;;;0.12;;;;;;;;13.48;-0.03;0.05;-0.11;0.19
DRY_W_4_EX2_H3;DRY_W_4_H3;DRY_W;DRY_W_4;Maswa;DRY;W;4;EX2;H3;1000;-3.296013;34.854327;11.05.2017;21.07.2017;71;16.58;Cyn.dac;;4.7;20;45;;;1.5;3.8;15;30;;JB, AS;24.86;46.29;3.60;2.35;;14.01;4.88;;0.98;;;;0.16;;;;1.16;;;;0.17;;;;;;;;17.61;-0.07;0.01;0.05;0.35
DRY_W_4_OP_H3;DRY_W_4_H3;DRY_W;DRY_W_4;Maswa;DRY;W;4;OP;H3;1000;-3.296013;34.854327;11.05.2017;21.07.2017;71;16.58;Cyn.dac;1.5;5.4;20;30;;;1.7;3.2;15;25;;JB, AS;5.41;16.24;3.46;2.28;;5.14;2.12;;1.23;;;;0.17;;;;0.95;;;;0.20;;;;;;;;8.60;-0.08;;-0.30;
DRY_P_1_EX_H3;DRY_P_1_H3;DRY_P;DRY_P_1;Makao;DRY;P;1;EX;H3;1009;-3.303212;34.847736;09.05.2017;22.07.2017;74;6.67;Chl.pyc;3.0;14.6;55;75;;;2;7.2;35;55;;JB, AS;24.77;72.93;16.78;4.80;;13.52;3.50;;;;;;;;;;1.05;;;;0.17;;;;;;;;30.30;-0.25;0.34;-0.05;0.67
DRY_P_1_OP_H3;DRY_P_1_H3;DRY_P;DRY_P_1;Makao;DRY;P;1;OP;H3;1009;-3.303212;34.847736;09.05.2017;22.07.2017;74;6.67;Chl.pyc;3.0;19.2;70;90;;;;1;12;20;;JB, AS;23.31;31.69;7.75;1.61;;4.75;2.70;;1.05;;;;0.16;;;;;;;;;;;;;;;;12.50;-0.58;;-0.72;
DRY_P_2_EX_H3;DRY_P_2_H3;DRY_P;DRY_P_2;Makao;DRY;P;2;EX;H3;1006;-3.408426;34.850244;09.05.2017;22.07.2017;74;6.67;Chl.pyc;1.2;7.4;10;35;;;1.5;4.8;8;15;;JB, AS;14.68;29.67;4.42;2.27;;16.88;4.44;;;;;;;;;;1.16;;;;0.19;;;;;;;;21.30;0.12;0.15;0.18;0.50
DRY_P_2_OP_H3;DRY_P_2_H3;DRY_P;DRY_P_2;Makao;DRY;P;2;OP;H3;1006;-3.408426;34.850244;09.05.2017;22.07.2017;74;6.67;Chl.pyc;1.0;4.8;15;50;;;1.5;0.9;2;15;;JB, AS;1.18;16.53;0.44;0.40;;7.58;1.80;;;;;;;;;;0.91;;;;0.16;;;;;;;;8.02;-0.03;;-0.32;
DRY_P_3_EX_H3;DRY_P_3_H3;DRY_P;DRY_P_3;Makao;DRY;P;3;EX;H3;1001;-3.406316;34.850407;09.05.2017;22.07.2017;74;6.67;Chl.pyc;11.0;18.8;35;60;;;1;1.8;10;25;;JB, AS;13.47;27.67;1.43;0.91;;14.18;3.95;;;;;;;;;;0.95;;;;0.11;;;;;;;;15.61;-0.22;0.04;-0.91;0.27
DRY_P_3_OP_H3;DRY_P_3_H3;DRY_P;DRY_P_3;Makao;DRY;P;3;OP;H3;1001;-3.406316;34.850407;09.05.2017;22.07.2017;74;6.67;Chl.pyc;2.0;12.1;30;55;;;1;0.6;7;12;;JB, AS;7.41;39.78;0.43;0.32;;7.97;2.05;;;;;;;;;;1.02;;;;0.13;;;;;;;;8.40;-0.26;;-1.18;
DRY_P_4_EX_H3;DRY_P_4_H3;DRY_P;DRY_P_4;Makao;DRY;P;4;EX;H3;1003;-3.406853;34.851600;09.05.2017;22.07.2017;74;6.67;Chl.pyc;2.5;14.4;20;70;;;1;1.8;7;25;;JB, AS;5.69;26.72;2.60;1.40;;18.26;5.16;;;;;;;;;;0.88;;;;0.10;;;;;;;;20.86;-0.51;0.06;-1.00;0.57
DRY_P_4_OP_H3;DRY_P_4_H3;DRY_P;DRY_P_4;Makao;DRY;P;4;OP;H3;1003;-3.406853;34.851600;09.05.2017;22.07.2017;74;6.67;Chl.pyc;2.4;15.6;25;60;;;0.4;0.9;4;7;;JB, AS;16.16;47.55;0.98;0.69;;4.74;1.76;;;;;;;;;;;;;;;;;;;;;;5.72;-0.57;;-1.57;
SE_1_EX_H3;SE_1_H3;SE;SE_1;Seronera;SE;W;1;EX;H3;1023;-2.437747;34.855162;17.05.2017;26.07.2017;70;65.34;Dig.mac;8.2;28.4;25;80;;;6;10.6;30;65;;JB, AS;20.74;65.63;18.05;5.54;;33.30;15.64;;0.98;;;;0.24;;;;0.91;;;;0.23;;;;;;;;51.35;0.41;0.33;-0.60;0.85
SE_1_EX2_H3;SE_1_H3;SE;SE_1;Seronera;SE;W;1;EX2;H3;1023;-2.437747;34.855162;17.05.2017;26.07.2017;70;65.34;Dig.mac;2.0;13.4;30;50;;;2.5;6.2;20;30;;JB, AS;9.19;48.94;13.90;4.36;;10.68;2.32;;1.05;;;;0.21;;;;1.23;;;;0.27;;;;;;;;24.58;0.25;0.17;-1.67;-0.21
SE_1_OP_H3;SE_1_H3;SE;SE_1;Seronera;SE;W;1;OP;H3;1023;-2.437747;34.855162;17.05.2017;26.07.2017;70;65.34;Dig.mac;5.0;18.4;15;60;;;3.5;4.4;20;30;;JB, AS;7.67;66.54;9.69;4.84;;20.23;5.65;;;;;;;;;;1.02;;;;0.18;;;;;;;;29.92;0.08;;-1.45;
SE_2_EX_H3;SE_2_H3;SE;SE_2;Seronera;SE;W;2;EX;H3;1025;-2.437766;34.855394;17.05.2017;26.07.2017;70;65.34;Dig.mac;4.0;10.0;25;50;;;2.5;3.8;12;20;;JB, AS;32.45;85.99;7.72;4.22;;15.37;4.51;;;;;;;;;;1.26;;;;0.22;;;;;;;;23.09;;-0.37;0.51;-0.42
SE_2_EX2_H3;SE_2_H3;SE;SE_2;Seronera;SE;W;2;EX2;H3;1025;-2.437766;34.855394;17.05.2017;26.07.2017;70;65.34;Dig.mac;2.5;18.2;15;65;;;2.1;9.6;10;40;;JB, AS;5.81;61.88;29.30;2.38;;31.02;11.73;;;;;;;;;;1.05;;;;0.28;;;;;;;;60.32;;0.48;1.99;1.05
SE_2_OP_H3;SE_2_H3;SE;SE_2;Seronera;SE;W;2;OP;H3;1025;-2.437766;34.855394;17.05.2017;26.07.2017;70;65.34;Dig.mac;3.5;10.4;30;50;;;2.2;5.4;18;25;;JB, AS;;10.14;17.15;3.25;;16.59;6.10;;0.81;;;;0.24;;;;;;;;;;;;;;;;33.74;;;0.94;
SE_3_EX_H3;SE_3_H3;SE;SE_3;Seronera;SE;W;3;EX;H3;1027;-2.437991;34.855418;17.05.2017;26.07.2017;70;65.34;Dig.mac;4.0;7.4;;45;;;2.2;9.2;12;23;;JB, AS;7.99;51.37;12.50;4.99;;5.92;2.48;;;;;;;;;;;;;;;;;;;;;;18.42;-0.36;0.23;-1.43;-0.42
SE_3_EX2_H3;SE_3_H3;SE;SE_3;Seronera;SE;W;3;EX2;H3;1027;-2.437991;34.855418;17.05.2017;26.07.2017;70;65.34;Dig.mac;2.5;15.4;15;45;;;2.2;6.6;10;35;;JB, AS;5.26;63.84;10.12;3.70;;19.71;4.77;;;;;;;;;;1.09;;;;0.26;;;;;;;;29.83;-0.45;0.13;-0.98;0.03
SE_3_OP_H3;SE_3_H3;SE;SE_3;Seronera;SE;W;3;OP;H3;1027;-2.437991;34.855418;17.05.2017;26.07.2017;70;65.34;Dig.mac;5.5;24.8;18;55;;;2.5;5.4;8;25;;JB, AS;21.55;54.57;6.81;3.70;;22.31;4.26;;;;;;;;;;1.89;;;;0.22;;;;;;;;29.12;-0.58;;-1.01;
SE_4_EX_H3;SE_4_H3;SE;SE_4;Seronera;SE;W;4;EX;H3;1026;-2.438079;34.854989;17.05.2017;26.07.2017;70;65.34;Dig.mac;6.5;18.2;35;70;;;3.5;7.4;25;35;;JB, AS;8.14;61.99;16.55;4.63;;24.26;10.15;;0.88;;;;0.44;;;;0.98;;;;0.23;;;;;;;;40.81;0.46;0.39;-0.34;1.08
SE_4_EX2_H3;SE_4_H3;SE;SE_4;Seronera;SE;W;4;EX2;H3;1026;-2.438079;34.854989;17.05.2017;26.07.2017;70;65.34;Dig.mac;2.5;19.2;20;60;;;1;6;12;27;;JB, AS;21.61;88.52;5.67;2.18;;19.72;8.63;;;;;;;;;;;;;;;;;;;;;;25.39;0.03;-0.04;-0.96;0.47
SE_4_OP_H3;SE_4_H3;SE;SE_4;Seronera;SE;W;4;OP;H3;1026;-2.438079;34.854989;17.05.2017;26.07.2017;70;65.34;Dig.mac;4.5;8.8;20;45;;;2.5;2.2;10;17;;JB, AS;4.87;49.49;6.80;4.05;;6.77;3.34;;;;;;;;;;;;;;;;;;;;;;13.57;0.08;;-1.43;
WET_W_1_EX_H4;WET_W_1_H4;WET_W;WET_W_1;Handajega;WET;W;1;EX;H4;954;-2.272484;34.023326;24.07.2017;01.10.2017;69;162.63;The.tri;4.0;29.4;10;35;;;5.5;19.6;17;50;In shade of tree, almost under canopy! ;JB, MKA;8.41;22.49;10.26;5.07;5.28;46.51;5.35;4.85;2.87;;;;0.09;;;;2.91;;;;0.08;;;;;;;;56.77;0.28;0.06;1.51;0.45
WET_W_1_OP_H4;WET_W_1_H4;WET_W;WET_W_1;Handajega;WET;W;1;OP;H4;954;-2.272484;34.023326;24.07.2017;01.10.2017;69;162.63;The.tri;3.2;11.4;12;30;;;4;7.4;10;36;Others <5;JB, MKA;3.2;19.33;8.78;4.92;3.13;36.91;5.26;5.02;2.73;;;;0.08;;;;3.99;;;;0.10;;;;;;;;45.69;0.22;;1.06;
WET_W_2_EX_H4;WET_W_2_H4;WET_W;WET_W_2;Handajega;WET;W;2;EX;H4;953;-2.278300;34.024459;24.07.2017;01.10.2017;69;162.63;The.tri;1.2;12.4;25;40;;;3.5;6.2;5;45;Barbed wire stolen from exclosure;JB, MKA;7.67;30.95;7.72;;3.70;20.03;5.08;4.96;;;;;;;;;2.56;;;;0.18;;;;;;;;27.75;0.14;-0.01;0.45;-0.09
WET_W_2_OP_H4;WET_W_2_H4;WET_W;WET_W_2;Handajega;WET;W;2;OP;H4;953;-2.278300;34.024459;24.07.2017;01.10.2017;69;162.63;The.tri;2.3;10.8;15;38;;;3.3;4.5;17;35;;JB, MKA;4.27;16.45;8.07;5.08;3.18;21.81;5.14;4.97;2.10;;;;0.10;;;;3.01;;;;0.17;;;;;;;;29.88;0.15;;0.54;
WET_W_3_EX_H4;WET_W_3_H4;WET_W;WET_W_3;Handajega;WET;W;3;EX;H4;951;-2.277999;34.027678;24.07.2017;01.10.2017;69;162.63;The.tri;2.0;7.4;6;30;;;2;8.6;8;30;;JB, MKA;21.13;41.21;10.83;5.07;4.61;28.21;5.11;4.93;0.88;;;;0.05;;;;2.28;;;;0.12;;;;;;;;39.04;0.10;-0.12;0.81;-2.39
WET_W_3_OP_H4;WET_W_3_H4;WET_W;WET_W_3;Handajega;WET;W;3;OP;H4;951;-2.277999;34.027678;24.07.2017;01.10.2017;69;162.63;The.tri;9.5;15.8;16;60;;;9.7;12.9;10;50;Others <5 ;JB, MKA;8.35;18.93;13.75;5.11;4.98;84.64;5.38;5.05;1.75;;;;0.13;;;;2.24;;;;0.97;;;;;;;;98.39;0.22;;3.20;
WET_W_4_EX_H4;WET_W_4_H4;WET_W;WET_W_4;Handajega;WET;W;4;EX;H4;950;-2.278837;34.031884;24.07.2017;01.10.2017;69;162.63;The.tri;4.2;16.0;35;55;;;6.1;16.2;44;50;;JB, MKA;26.72;31.64;51.26;5.04;4.98;7.37;4.76;2.62;2.24;;;;0.04;;;;3.08;;;;0.12;;;;;;;;58.63;1.60;1.72;0.69;0.95
WET_W_4_OP_H4;WET_W_4_H4;WET_W;WET_W_4;Handajega;WET;W;4;OP;H4;950;-2.278837;34.031884;24.07.2017;01.10.2017;69;162.63;The.tri;2.5;18.4;20;40;;;2.1;3.8;5;30;;JB, MKA;11.58;41.48;8.57;4.93;3.71;26.38;5.05;4.81;1.30;;;;0.09;;;;2.63;;;;0.06;;;;;;;;34.95;-0.12;;-0.26;
WET_P_1_EX_H4;WET_P_1_H4;WET_P;WET_P_1;Mwantimba;WET;P;1;EX;H4;957;-2.350052;34.049976;23.07.2017;30.09.2017;69;136.27;Chr.ori;1.6;2.0;35;45;Others not easily identified. ;;0.25;1.7;34;37;Others <5;JB, MKA;38.76;49.95;22.77;5.68;5.02;1.19;;1.19;4.03;;;;0.15;;;;;;;;;;;;;;;;23.96;-0.56;-0.47;-0.56;-0.46
WET_P_1_OP_H4;WET_P_1_H4;WET_P;WET_P_1;Mwantimba;WET;P;1;OP;H4;957;-2.350052;34.049976;23.07.2017;30.09.2017;69;136.27;Chr.ori;1.3;1.2;35;40;;;0;1.7;28;30;Others <5;JB, MKA;36.69;37.92;34.50;5.46;5.06;0.94;;0.94;4.06;;;;0.08;;;;;;;;;;;;;;;;35.44;-0.09;;-0.10;
WET_P_2_EX_H4;WET_P_2_H4;WET_P;WET_P_2;Mwantimba;WET;P;2;EX;H4;959;-2.348488;34.050110;23.07.2017;30.09.2017;69;136.27;Chr.ori;1.7;3.0;30;40;;;2;2.3;43;55;;JB, MKA;30.58;40.87;20.96;5.19;4.95;5.82;;5.82;;;;;;;;;;;;;;;;;;;;;26.78;-0.27;0.12;-0.16;0.31
WET_P_2_OP_H4;WET_P_2_H4;WET_P;WET_P_2;Mwantimba;WET;P;2;OP;H4;959;-2.348488;34.050110;23.07.2017;30.09.2017;69;136.27;Chr.ori;1.5;1.2;38;45;;;0;1.4;21;25;;JB, MKA;27.7;30.82;17.90;5.30;4.83;1.11;;1.11;3.75;;;;0.14;;;;;;;;;;;;;;;;19.01;-0.39;;-0.48;
WET_P_3_EX_H4;WET_P_3_H4;WET_P;WET_P_3;Mwantimba;WET;P;3;EX;H4;1022;-2.367293;34.062509;23.07.2017;30.09.2017;69;136.27;Chr.ori;1.8;4.4;25;60;;;1.5;2.6;27;48;Others <5;JB, MKA;40.77;60.91;13.18;5.06;3.07;5.38;;5.38;2.49;;;;0.18;;;;;;;;;;;;;;;;18.56;-0.16;0.02;-0.23;0.15
WET_P_3_OP_H4;WET_P_3_H4;WET_P;WET_P_3;Mwantimba;WET;P;3;OP;H4;1022;-2.367293;34.062509;23.07.2017;30.09.2017;69;136.27;Chr.ori;2.0;14.8;30;45;;;1.25;1.9;22;25;Others <5;JB, MKA;17.13;24.27;12.64;4.95;4.01;2.10;;2.10;3.19;;;;0.06;;;;;;;;;;;;;;;;14.74;-0.18;;-0.38;
WET_P_4_EX_H4;WET_P_4_H4;WET_P;WET_P_4;Mwantimba;WET;P;4;EX;H4;1020;-2.368570;34.062586;23.07.2017;30.09.2017;69;136.27;Chr.ori;2.0;3.6;20;40;;;1.4;2.8;20;35;Others <5;JB, MKA;16.68;55.63;13.92;4.98;4.43;7.26;4.08;2.40;2.84;;;;0.33;;;;2.24;;;;0.09;;;;;;;;21.18;0.11;-0.15;-0.61;-0.36
WET_P_4_OP_H4;WET_P_4_H4;WET_P;WET_P_4;Mwantimba;WET;P;4;OP;H4;1020;-2.368570;34.062586;23.07.2017;30.09.2017;69;136.27;Chr.ori;1.8;11.6;45;60;;;1.5;1.4;30;40;;JB, MKA;11.17;36.38;17.63;5.11;5.04;12.43;7.96;4.21;2.49;;;;0.06;;;;2.03;;;;0.10;;;;;;;;30.06;0.26;;-0.25;
DRY_W_1_EX_H4;DRY_W_1_H4;DRY_W;DRY_W_1;Maswa;DRY;W;1;EX;H4;995;-3.299332;34.848458;21.07.2017;28.09.2017;69;6.90;Cyn.dac;0.5;4.4;4;10;;;2;5.4;4;22;Others <5;JB, MKA;6.43;9.11;2.28;;2.28;7.37;4.28;2.35;;;;;;;;;2.66;;;;0.09;;;;;;;;9.65;-0.17;-0.08;-0.02;0.00
DRY_W_1_EX2_H4;DRY_W_1_H4;DRY_W;DRY_W_1;Maswa;DRY;W;1;EX2;H4;995;-3.299332;34.848458;21.07.2017;28.09.2017;69;6.90;Cyn.dac;1.5;2.0;15;40;;;2;5;8;40;Others <5;JB, MKA;1.38;17.74;5.32;;5.32;13.62;5.05;4.51;;;;;;;;;2.28;;;;0.19;;;;;;;;18.94;-0.05;0.04;0.35;0.38
DRY_W_1_OP_H4;DRY_W_1_H4;DRY_W;DRY_W_1;Maswa;DRY;W;1;OP;H4;995;-3.299332;34.848458;21.07.2017;28.09.2017;69;6.90;Cyn.dac;1.5;1.4;8;20;;;1;4;5;30;Others <5;JB, MKA;6.48;10.24;4.33;;4.33;5.21;;5.21;;;;;;;;;;;;;;;;;;;;;9.54;-0.09;;-0.03;
DRY_W_2_EX_H4;DRY_W_2_H4;DRY_W;DRY_W_2;Maswa;DRY;W;2;EX;H4;980;-3.303268;34.847796;21.07.2017;28.09.2017;69;6.90;Cyn.dac;2.5;6.2;25;40;;;2.25;5;10;28;;JB, MKA;3.8;11.55;12.35;5.13;3.57;3.41;;3.41;2.52;;;;0.13;;;;;;;;;;;;;;;;15.76;0.18;0.40;0.09;0.45
DRY_W_2_EX2_H4;DRY_W_2_H4;DRY_W;DRY_W_2;Maswa;DRY;W;2;EX2;H4;980;-3.303268;34.847796;21.07.2017;28.09.2017;69;6.90;Cyn.dac;2.2;1.8;12;17;;;1.5;2.2;7;14;Others <5;JB, MKA;5.73;18.58;3.87;;3.87;4.05;;4.05;;;;;;;;;;;;;;;;;;;;;7.92;-0.17;0.05;-0.23;0.13
DRY_W_2_OP_H4;DRY_W_2_H4;DRY_W;DRY_W_2;Maswa;DRY;W;2;OP;H4;980;-3.303268;34.847796;21.07.2017;28.09.2017;69;6.90;Cyn.dac;2.0;7.0;5;20;;;1;1.6;4;8;Others <5;JB, MKA;8;13.57;2.52;;2.52;2.05;;2.05;;;;;;;;;;;;;;;;;;;;;4.57;-0.22;;-0.36;
DRY_W_3_EX_H4;DRY_W_3_H4;DRY_W;DRY_W_3;Maswa;DRY;W;3;EX;H4;998;-3.295645;34.852435;21.07.2017;28.09.2017;69;6.90;Cyn.dac;2.5;7.6;13;30;;;2.5;2;8;15;Others <5;JB, MKA;5.85;14.85;5.11;;5.11;5.46;;5.46;;;;;;;;;;;;;;;;;;;;;10.57;0.01;0.06;-0.03;0.15
DRY_W_3_EX2_H4;DRY_W_3_H4;DRY_W;DRY_W_3;Maswa;DRY;W;3;EX2;H4;998;-3.295645;34.852435;21.07.2017;28.09.2017;69;6.90;Cyn.dac;;2.0;6;10;;;1;1;3;5;;JB, MKA;6.88;28.83;1.77;;1.77;3.15;;3.15;;;;;;;;;;;;;;;;;;;;;4.92;-0.12;-0.07;-0.25;-0.08
DRY_W_3_OP_H4;DRY_W_3_H4;DRY_W;DRY_W_3;Maswa;DRY;W;3;OP;H4;998;-3.295645;34.852435;21.07.2017;28.09.2017;69;6.90;Cyn.dac;2.8;1.0;10;13;;;0;1.6;5;6;Others <5;JB, MKA;4.74;11.25;3.60;;3.60;3.29;;3.29;;;;;;;;;;;;;;;;;;;;;6.89;-0.05;;-0.18;
DRY_W_4_EX_H4;DRY_W_4_H4;DRY_W;DRY_W_4;Maswa;DRY;W;4;EX;H4;1000;-3.296013;34.854327;21.07.2017;28.09.2017;69;12.56;Cyn.dac;3.5;1.6;5;10;;;1.5;1.2;5;9;Others <5;JB, MKA;4.67;13.48;3.80;;3.80;3.87;;3.87;;;;;;;;;;;;;;;;;;;;;7.67;0.01;0.08;-0.04;0.05
DRY_W_4_EX2_H4;DRY_W_4_H4;DRY_W;DRY_W_4;Maswa;DRY;W;4;EX2;H4;1000;-3.296013;34.854327;21.07.2017;28.09.2017;69;12.56;Cyn.dac;2.5;1.8;14;19;;;2;1.8;11;13;Others 2 %;JB, MKA;3.6;17.61;3.92;;3.92;6.29;;4.05;;;;;;;;;;;;;;;;;;;;;10.21;0.02;0.09;0.06;0.16
DRY_W_4_OP_H4;DRY_W_4_H4;DRY_W;DRY_W_4;Maswa;DRY;W;4;OP;H4;1000;-3.296013;34.854327;21.07.2017;28.09.2017;69;12.56;Cyn.dac;1.5;4.6;8;22;;;1.5;1.8;6;13;Others <5;JB, MKA;3.46;8.6;1.72;;1.72;4.61;;4.61;;;;;;;;;;;;;;;;;;;;;6.33;-0.07;;-0.09;
DRY_P_1_EX_H4;DRY_P_1_H4;DRY_P;DRY_P_1;Makao;DRY;P;1;EX;H4;1009;-3.303212;34.847736;22.07.2017;27.09.2017;67;6.53;Chl.pyc;0.5;1.0;5;15;;;0;0;1;5;Picture 8.39.24 (Marit, drive), showing vegetation cover in dry season!;JB, MKA;16.78;30.3;0.18;;0.18;2.19;;2.19;;;;;;;;;;;;;;;;;;;;;2.37;-0.31;0.01;-0.42;0.10
DRY_P_1_OP_H4;DRY_P_1_H4;DRY_P;DRY_P_1;Makao;DRY;P;1;OP;H4;1009;-3.303212;34.847736;22.07.2017;27.09.2017;67;6.53;Chl.pyc;1.5;1.0;10;25;;;0;0;1;6;Corner pegs gone. Measures done at approx. Same place. All veg. gone (grazed/dried) ;JB, MKA;7.75;12.5;0.00;;;0.00;;;;;;;;;;;;;;;;;;;;;;;0.00;-0.32;;-0.52;
