plot.id;block.id.harvest;site.id;block.id;site.name;region;landuse;block;treatment;harvest;wp;lat;long;setup.date;harvest.date;growth.period;rain.sum;target.sp.;pasture.disc.setup;height. setup;spo_pyr;mic_kun;sol_inc;the_tri;chr_ori;chl_pyc;het_con;orm_tri;spo_fes;dic_cin;dig_sp;dig_mac;bot_ins;ind_vol;ble_sp;cen_cil;cyp_sp;spo_ioc;pan_col;ind_sp;com_sp;pen_mez;tri_ter;gut_cor;bra_sp;eup_ind;ipo_mom;cyn_dac;906;918;921;963;964;965-967;sid_ova;jus_mat;her_sch;ind_hoc;dac_aeg;jus_bet;ari_sp;era_rac;era_ten;20;21;spo_mar;oxy_sin;leu_sp;leu_def;oxy_sp;bid_sp;dys_rad;sph_sp;com_ben;spo_afr;ath_sp;bra_sem;dys_sp;chl_gay;kyl_sp;cro_spi;bra_bri;tra_ber;arc_sp;ari_ken;dic_rad;ind_ere;spo_sp;gut_pet;mon_deb;era_sp;pan_max;spo_fim;cyn_ple;aca_rob;lon_sp;kyl_ner;eup_hir;dic_mon;kyl_alb;rue_pat;old_sp;spo_sta;aca_sey;aca_tor;com_afr;eus_pas;ipo_sp;mon_sp;het_ste;sen_aby;cyn_sp;hel_ste;son_sp;gut_sp;dac_gig;mar_sp;cra_pla;por_gra;het_sp;hyp_sp;ort_par;por_sp;tep_pum;hyp_dis;bot_scr;oci_sua;eup_ina;ach_asp;her_sp;dig_vel ;cya_sp;com_tru;bid_sch;mar_amo;sed_ort;target.sp.cover.setup;sum.sp.setup;total.veg.cover.setup
SE_4_EX2_H2;SE_4_H2;SE;SE_4;Seronera;SE;W;4;EX2;H2;1026;-2.438079;34.854989;3/18/2017;5/17/2017;60;136.42;Dig.mac;5.3;7;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;45;65
SE_4_OP_H2;SE_4_H2;SE;SE_4;Seronera;SE;W;4;OP;H2;1026;-2.438079;34.854989;3/18/2017;5/17/2017;60;136.42;Dig.mac;3;6;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;29;45
WET_W_1_EX_H3;WET_W_1_H3;WET_W;WET_W_1;Handajega;WET;W;1;EX;H3;954;-2.272484;34.023326;5/13/2017;7/24/2017;72;95.97;The.tri;1.5;7.4;;;;;;;;;10;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;20;25
WET_W_1_OP_H3;WET_W_1_H3;WET_W;WET_W_1;Handajega;WET;W;1;OP;H3;954;-2.272484;34.023326;5/13/2017;7/24/2017;72;95.97;The.tri;4;12.2;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;27;35
WET_W_2_EX_H3;WET_W_2_H3;WET_W;WET_W_2;Handajega;WET;W;2;EX;H3;953;-2.2783;34.024459;5/13/2017;7/24/2017;72;95.97;The.tri;3;25.4;;;;;;;;;5;10;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;65;70
WET_W_2_OP_H3;WET_W_2_H3;WET_W;WET_W_2;Handajega;WET;W;2;OP;H3;953;-2.2783;34.024459;5/13/2017;7/24/2017;72;95.97;The.tri;2.5;13.2;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;50;55
WET_W_3_EX_H3;WET_W_3_H3;WET_W;WET_W_3;Handajega;WET;W;3;EX;H3;951;-2.277999;34.027678;5/13/2017;7/24/2017;72;95.97;The.tri;2.2;21;;5;;;;;;;15;;;10;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;60;60
WET_W_3_OP_H3;WET_W_3_H3;WET_W;WET_W_3;Handajega;WET;W;3;OP;H3;951;-2.277999;34.027678;5/13/2017;7/24/2017;72;95.97;The.tri;3.4;14.8;;5;;;;;;;5;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;45;50
WET_W_4_EX_H3;WET_W_4_H3;WET_W;WET_W_4;Handajega;WET;W;4;EX;H3;950;-2.278837;34.031884;5/13/2017;7/24/2017;72;95.97;The.tri;4;10.8;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;33;35
WET_W_4_OP_H3;WET_W_4_H3;WET_W;WET_W_4;Handajega;WET;W;4;OP;H3;950;-2.278837;34.031884;5/13/2017;7/24/2017;72;95.97;The.tri;3.2;22.2;;5;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;40;55
WET_P_1_EX_H3;WET_P_1_H3;WET_P;WET_P_1;Mwantimba;WET;P;1;EX;H3;957;-2.350052;34.049976;5/14/2017;7/23/2017;70;71.7;Chr.ori;3;2.2;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;48;55
WET_P_1_OP_H3;WET_P_1_H3;WET_P;WET_P_1;Mwantimba;WET;P;1;OP;H3;957;-2.350052;34.049976;5/14/2017;7/23/2017;70;71.7;Chr.ori;1;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;70;85
WET_P_2_EX_H3;WET_P_2_H3;WET_P;WET_P_2;Mwantimba;WET;P;2;EX;H3;959;-2.348488;34.05011;5/14/2017;7/23/2017;70;71.7;Chr.ori;2;4.4;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;56;60
WET_P_2_OP_H3;WET_P_2_H3;WET_P;WET_P_2;Mwantimba;WET;P;2;OP;H3;959;-2.348488;34.05011;5/14/2017;7/23/2017;70;71.7;Chr.ori;1.3;5.4;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;55;55
WET_P_3_EX_H3;WET_P_3_H3;WET_P;WET_P_3;Mwantimba;WET;P;3;EX;H3;1022;-2.367293;34.062509;5/14/2017;7/23/2017;70;71.7;Chr.ori;3;17;;;;;;30;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;90;95
WET_P_3_OP_H3;WET_P_3_H3;WET_P;WET_P_3;Mwantimba;WET;P;3;OP;H3;1022;-2.367293;34.062509;5/14/2017;7/23/2017;70;71.7;Chr.ori;;25;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;90;95
WET_P_4_EX_H3;WET_P_4_H3;WET_P;WET_P_4;Mwantimba;WET;P;4;EX;H3;1020;-2.36857;34.062586;5/14/2017;7/23/2017;70;71.7;Chr.ori;4.8;16.8;;;;;;5;;;;;;;;;;;;20;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;70;75
WET_P_4_OP_H3;WET_P_4_H3;WET_P;WET_P_4;Mwantimba;WET;P;4;OP;H3;1020;-2.36857;34.062586;5/14/2017;7/23/2017;70;71.7;Chr.ori;2;9.6;;;;;;25;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;60;70
DRY_W_1_EX_H3;DRY_W_1_H3;DRY_W;DRY_W_1;Maswa;DRY;W;1;EX;H3;995;-3.299332;34.848458;05.11.2017;7/21/2017;71;9.6;Cyn.dac;2;6;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;34;45
DRY_W_1_EX2_H3;DRY_W_1_H3;DRY_W;DRY_W_1;Maswa;DRY;W;1;EX2;H3;995;-3.299332;34.848458;05.11.2017;7/21/2017;71;9.6;Cyn.dac;2.3;4;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;40;45
DRY_W_1_OP_H3;DRY_W_1_H3;DRY_W;DRY_W_1;Maswa;DRY;W;1;OP;H3;995;-3.299332;34.848458;05.11.2017;7/21/2017;71;9.6;Cyn.dac;1.5;4.2;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;26;30
DRY_W_2_EX_H3;DRY_W_2_H3;DRY_W;DRY_W_2;Maswa;DRY;W;2;EX;H3;980;-3.303268;34.847796;05.11.2017;7/21/2017;71;9.6;Cyn.dac;3.5;2.6;;;;;;12;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;34;35
DRY_W_2_EX2_H3;DRY_W_2_H3;DRY_W;DRY_W_2;Maswa;DRY;W;2;EX2;H3;980;-3.303268;34.847796;05.11.2017;7/21/2017;71;9.6;Cyn.dac;1.5;2.4;;;;;;8;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;37;40
DRY_W_2_OP_H3;DRY_W_2_H3;DRY_W;DRY_W_2;Maswa;DRY;W;2;OP;H3;980;-3.303268;34.847796;05.11.2017;7/21/2017;71;9.6;Cyn.dac;1.5;3.6;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;23;25
DRY_W_3_EX_H3;DRY_W_3_H3;DRY_W;DRY_W_3;Maswa;DRY;W;3;EX;H3;998;-3.295645;34.852435;05.11.2017;7/21/2017;71;9.6;Cyn.dac;2.4;2.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;20;25
DRY_W_3_EX2_H3;DRY_W_3_H3;DRY_W;DRY_W_3;Maswa;DRY;W;3;EX2;H3;998;-3.295645;34.852435;05.11.2017;7/21/2017;71;9.6;Cyn.dac;1.5;3.2;;;;;;5;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;20;25
DRY_W_3_OP_H3;DRY_W_3_H3;DRY_W;DRY_W_3;Maswa;DRY;W;3;OP;H3;998;-3.295645;34.852435;05.11.2017;7/21/2017;71;9.6;Cyn.dac;1.3;3.3;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;22;30
DRY_W_4_EX_H3;DRY_W_4_H3;DRY_W;DRY_W_4;Maswa;DRY;W;4;EX;H3;1000;-3.296013;34.854327;05.11.2017;7/21/2017;71;16.58;Cyn.dac;1.5;2.8;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;13;15
DRY_W_4_EX2_H3;DRY_W_4_H3;DRY_W;DRY_W_4;Maswa;DRY;W;4;EX2;H3;1000;-3.296013;34.854327;05.11.2017;7/21/2017;71;16.58;Cyn.dac;;4.7;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;41;45
DRY_W_4_OP_H3;DRY_W_4_H3;DRY_W;DRY_W_4;Maswa;DRY;W;4;OP;H3;1000;-3.296013;34.854327;05.11.2017;7/21/2017;71;16.58;Cyn.dac;1.5;5.4;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;27;30
DRY_P_1_EX_H3;DRY_P_1_H3;DRY_P;DRY_P_1;Makao;DRY;P;1;EX;H3;1009;-3.303212;34.847736;05.09.2017;7/22/2017;74;6.67;Chl.pyc;3;14.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;70;75
DRY_P_1_OP_H3;DRY_P_1_H3;DRY_P;DRY_P_1;Makao;DRY;P;1;OP;H3;1009;-3.303212;34.847736;05.09.2017;7/22/2017;74;6.67;Chl.pyc;3;19.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;77;90
DRY_P_2_EX_H3;DRY_P_2_H3;DRY_P;DRY_P_2;Makao;DRY;P;2;EX;H3;1006;-3.408426;34.850244;05.09.2017;7/22/2017;74;6.67;Chl.pyc;1.2;7.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;27;35
DRY_P_2_OP_H3;DRY_P_2_H3;DRY_P;DRY_P_2;Makao;DRY;P;2;OP;H3;1006;-3.408426;34.850244;05.09.2017;7/22/2017;74;6.67;Chl.pyc;1;4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;41;50
DRY_P_3_EX_H3;DRY_P_3_H3;DRY_P;DRY_P_3;Makao;DRY;P;3;EX;H3;1001;-3.406316;34.850407;05.09.2017;7/22/2017;74;6.67;Chl.pyc;11;18.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;45;60
DRY_P_3_OP_H3;DRY_P_3_H3;DRY_P;DRY_P_3;Makao;DRY;P;3;OP;H3;1001;-3.406316;34.850407;05.09.2017;7/22/2017;74;6.67;Chl.pyc;2;12.1;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;57;55
DRY_P_4_EX_H3;DRY_P_4_H3;DRY_P;DRY_P_4;Makao;DRY;P;4;EX;H3;1003;-3.406853;34.8516;05.09.2017;7/22/2017;74;6.67;Chl.pyc;2.5;14.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;80;70
DRY_P_4_OP_H3;DRY_P_4_H3;DRY_P;DRY_P_4;Makao;DRY;P;4;OP;H3;1003;-3.406853;34.8516;05.09.2017;7/22/2017;74;6.67;Chl.pyc;2.4;15.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;61;60
SE_1_EX_H3;SE_1_H3;SE;SE_1;Seronera;SE;W;1;EX;H3;1023;-2.437747;34.855162;5/17/2017;7/26/2017;70;65.34;Dig.mac;8.2;28.4;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;75;80
SE_1_EX2_H3;SE_1_H3;SE;SE_1;Seronera;SE;W;1;EX2;H3;1023;-2.437747;34.855162;5/17/2017;7/26/2017;70;65.34;Dig.mac;2;13.4;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;45;50
SE_1_OP_H3;SE_1_H3;SE;SE_1;Seronera;SE;W;1;OP;H3;1023;-2.437747;34.855162;5/17/2017;7/26/2017;70;65.34;Dig.mac;5;18.4;;;;15;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;55;60
SE_2_EX_H3;SE_2_H3;SE;SE_2;Seronera;SE;W;2;EX;H3;1025;-2.437766;34.855394;5/17/2017;7/26/2017;70;65.34;Dig.mac;4;10;;;;;;;;;;;;;;;;;5;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;40;50
SE_2_EX2_H3;SE_2_H3;SE;SE_2;Seronera;SE;W;2;EX2;H3;1025;-2.437766;34.855394;5/17/2017;7/26/2017;70;65.34;Dig.mac;2.5;18.2;;;;;;;;;;;;;;;;;15;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;50;65
SE_2_OP_H3;SE_2_H3;SE;SE_2;Seronera;SE;W;2;OP;H3;1025;-2.437766;34.855394;5/17/2017;7/26/2017;70;65.34;Dig.mac;3.5;10.4;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;45;50
SE_3_EX_H3;SE_3_H3;SE;SE_3;Seronera;SE;W;3;EX;H3;1027;-2.437991;34.855418;5/17/2017;7/26/2017;70;65.34;Dig.mac;4;7.4;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;45
SE_3_EX2_H3;SE_3_H3;SE;SE_3;Seronera;SE;W;3;EX2;H3;1027;-2.437991;34.855418;5/17/2017;7/26/2017;70;65.34;Dig.mac;2.5;15.4;;;;;;;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;40;45
SE_3_OP_H3;SE_3_H3;SE;SE_3;Seronera;SE;W;3;OP;H3;1027;-2.437991;34.855418;5/17/2017;7/26/2017;70;65.34;Dig.mac;5.5;24.8;;;;;;;;;;;;;;;;;15;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;58;55
SE_4_EX_H3;SE_4_H3;SE;SE_4;Seronera;SE;W;4;EX;H3;1026;-2.438079;34.854989;5/17/2017;7/26/2017;70;65.34;Dig.mac;6.5;18.2;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;62;70
SE_4_EX2_H3;SE_4_H3;SE;SE_4;Seronera;SE;W;4;EX2;H3;1026;-2.438079;34.854989;5/17/2017;7/26/2017;70;65.34;Dig.mac;2.5;19.2;;;;;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;55;60
SE_4_OP_H3;SE_4_H3;SE;SE_4;Seronera;SE;W;4;OP;H3;1026;-2.438079;34.854989;5/17/2017;7/26/2017;70;65.34;Dig.mac;4.5;8.8;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;35;45
WET_W_1_EX_H4;WET_W_1_H4;WET_W;WET_W_1;Handajega;WET;W;1;EX;H4;954;-2.272484;34.023326;7/24/2017;10.01.2017;69;162.63;The.tri;4;29.4;;;;;;;12;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;29;35
WET_W_1_OP_H4;WET_W_1_H4;WET_W;WET_W_1;Handajega;WET;W;1;OP;H4;954;-2.272484;34.023326;7/24/2017;10.01.2017;69;162.63;The.tri;3.2;11.4;;;;;;;;;;;5;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;24;30
WET_W_2_EX_H4;WET_W_2_H4;WET_W;WET_W_2;Handajega;WET;W;2;EX;H4;953;-2.2783;34.024459;7/24/2017;10.01.2017;69;162.63;The.tri;1.2;12.4;;;;;;;5;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;35;40
WET_W_2_OP_H4;WET_W_2_H4;WET_W;WET_W_2;Handajega;WET;W;2;OP;H4;953;-2.2783;34.024459;7/24/2017;10.01.2017;69;162.63;The.tri;2.3;10.8;;;;;;;10;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;35;38
WET_W_3_EX_H4;WET_W_3_H4;WET_W;WET_W_3;Handajega;WET;W;3;EX;H4;951;-2.277999;34.027678;7/24/2017;10.01.2017;69;162.63;The.tri;2;7.4;;;;;;;10;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;24;30
WET_W_3_OP_H4;WET_W_3_H4;WET_W;WET_W_3;Handajega;WET;W;3;OP;H4;951;-2.277999;34.027678;7/24/2017;10.01.2017;69;162.63;The.tri;9.5;15.8;;;;;;;25;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;51;60
WET_W_4_EX_H4;WET_W_4_H4;WET_W;WET_W_4;Handajega;WET;W;4;EX;H4;950;-2.278837;34.031884;7/24/2017;10.01.2017;69;162.63;The.tri;4.2;16;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;45;55
WET_W_4_OP_H4;WET_W_4_H4;WET_W;WET_W_4;Handajega;WET;W;4;OP;H4;950;-2.278837;34.031884;7/24/2017;10.01.2017;69;162.63;The.tri;2.5;18.4;;;;;;;;;10;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;35;40
