"","plot.id","block.id.harvest","site.id","block.id","stu.block.id","site.name","region","landuse","block","stu.block","treatment","harvest","wp","lat","long","setup.date","harvest.date","growth.period","rain.sum","rain.acc.sum","map15_17","sand.per","N.per","SOC.per","target.sp.","pasture.disc.setup","height..setup","target.sp.cover.setup","total.veg.cover.setup","pasture.disc.harvest","height.harvest","target.sp.cover.harvest..","total.veg.cover.harvest..","PREVIOUS..HX.1.biomass.target.sp.g","PREVIOUS..HX.1.biomass.other.sp.g","PREVIOUS..HX.1.biomass.total.g","biomass.total.g","productivity.total.g.m2.day","consumption.total.g.m2.day","productivity.total.g.m2.dayWEIGHTED","consumption.total.g.m2.dayWEIGHTED","pool","biomass.sp","prodsp","conssp","prodsp.per","conssp.per"
"340","DRY_P_2_OP_H7","DRY_P_2_H7","DRY_P","DRY_P_2","DRY_P_3","Makao","DRY","P",2,3,"OP","H7",1006,-3.408426,34.850244,"3/8/2018","5/24/2018",77,281.93,2284.213007,672.04,66.85,0.129,NA,"Chl.pyc",2,7.3,10,38,1.5,10.6,40,55,2.11,13.81,15.92,40.65,0.892135642,NA,NA,NA,"target",27.06,0.90007215,NA,NA,NA
"341","DRY_P_3_EX_H7","DRY_P_3_H7","DRY_P","DRY_P_3","DRY_P_1","Makao","DRY","P",3,1,"EX","H7",1001,-3.406316,34.850407,"3/8/2018","5/24/2018",77,281.93,2042.299901,672.04,58.83,0.146,1.55,"Chl.pyc",2,3.5,20,55,5.5,58.4,60,90,6.8,32.01,38.81,90.04,2.485930736,0.395382395,2.520156211,0.127619048,"target",23.33,0.677849928,0.051587302,1.038760622,0.149458874
"342","DRY_P_3_OP_H7","DRY_P_3_H7","DRY_P","DRY_P_3","DRY_P_1","Makao","DRY","P",3,1,"OP","H7",1001,-3.406316,34.850407,"3/8/2018","5/24/2018",77,281.93,2324.231798,672.04,58.83,0.146,1.55,"Chl.pyc",1,3.6,15,45,9.5,55.6,45,98,4.54,16.59,21.13,79.08,2.090548341,NA,NA,NA,"target",21.9,0.626262626,NA,NA,NA
"343","DRY_P_4_EX_H7","DRY_P_4_H7","DRY_P","DRY_P_4","","Makao","DRY","P",4,NA,"EX","H7",1003,-3.406853,34.8516,"3/8/2018","5/24/2018",77,281.93,2042.299901,672.04,57.61,0.145,NA,"Chl.pyc",2.5,3.8,15,70,7,57.6,70,98,1.29,56.42,57.71,94.99,2.067460317,1.273088023,0.47601869,1.527604618,"target",65.92,2.271645022,1.741341991,3.16074578,1.378120491
"344","DRY_P_4_OP_H7","DRY_P_4_H7","DRY_P","DRY_P_4","","Makao","DRY","P",4,NA,"OP","H7",1003,-3.406853,34.8516,"3/8/2018","5/24/2018",77,281.93,2324.231798,672.04,57.61,0.145,NA,"Chl.pyc",3.5,6,10,70,3.5,29.8,45,85,2.95,34.73,37.68,59.7,0.794372294,NA,NA,NA,"target",17.65,0.53030303,NA,NA,NA
"345","SE_1_EX_H7","SE_1_H7","SE","SE_1","","Seronera","SE","W",1,NA,"EX","H7",1023,-2.437747,34.855162,"3/12/2018","5/19/2018",68,383,3523.218077,855.62,53.59,0.113,NA,"Dig.mac",5.5,11.7,20,40,11,49,0,68,54.88,55.86,110.74,98.82,2.665849673,-2.786356209,3.19458862,-3.259346405,"target",0,-0.497957516,-1.376633987,NA,-0.206495098
"346","SE_1_EX2_H7","SE_1_H7","SE","SE_1","","Seronera","SE","W",1,NA,"EX2","H7",1023,-2.437747,34.855162,"3/12/2018","5/19/2018",68,383,3906.222592,855.62,53.59,0.113,NA,"Dig.mac",3.5,8.5,15,35,8,33.4,25,50,25.19,71.45,96.64,72.89,1.606617647,-3.845588235,3.213235294,-4.515580065,"target",36.2,0.980800654,0.102124183,2.595315904,0.163194444
"347","SE_1_OP_H7","SE_1_H7","SE","SE_1","","Seronera","SE","W",1,NA,"OP","H7",1023,-2.437747,34.855162,"3/12/2018","5/19/2018",68,383,4289.227106,855.62,53.59,0.113,NA,"Dig.mac",6,19.3,25,50,13,63.8,15,88,12.19,21.37,33.56,167.03,5.452205882,NA,NA,NA,"target",33.7,0.878676471,NA,NA,NA
"348","SE_2_EX_H7","SE_2_H7","SE","SE_2","","Seronera","SE","W",2,NA,"EX","H7",1025,-2.437766,34.855394,"3/12/2018","5/19/2018",68,383,3523.218077,855.62,63.33,0.13,1.31,"Dig.mac",3,12.8,15,45,6.5,55,5,78,45.16,73.91,119.07,94.74,-0.738562092,-2.006535948,-3.417717903,-2.564125817,"target",6.44,-1.16748366,0.14624183,-23.3496732,0.007312092
"349","SE_2_EX2_H7","SE_2_H7","SE","SE_2","","Seronera","SE","W",2,NA,"EX2","H7",1025,-2.437766,34.855394,"3/12/2018","5/19/2018",68,383,3906.222592,855.62,63.33,0.13,1.31,"Dig.mac",3.5,11.5,10,63,9,55.6,0,85,48.19,79.73,127.92,0,-4.608660131,-5.876633987,-8.379382056,-5.582802288,"target",0,-1.430555556,-0.116830065,NA,-0.005841503
"350","SE_2_OP_H7","SE_2_H7","SE","SE_2","","Seronera","SE","W",2,NA,"OP","H7",1025,-2.437766,34.855394,"3/12/2018","5/19/2018",68,383,4289.227106,855.62,63.33,0.13,1.31,"Dig.mac",4,29.8,10,70,6.5,66.6,5,95,35.02,77.8,112.82,143.86,1.267973856,NA,NA,NA,"target",2.86,-1.31372549,NA,NA,NA
"351","SE_3_EX_H7","SE_3_H7","SE","SE_3","","Seronera","SE","W",3,NA,"EX","H7",1027,-2.437991,34.855418,"3/12/2018","5/19/2018",68,383,3523.218077,855.62,64.45,0.129,NA,"Dig.mac",3.5,9.1,20,63,5,30.8,15,72,20.01,104.25,124.26,73.96,0.865196078,1.047794118,-0.595043573,1.149101307,"target",18.74,-0.47998366,-0.000816993,-1.124046841,-0.038439542
"352","SE_3_EX2_H7","SE_3_H7","SE","SE_3","","Seronera","SE","W",3,NA,"EX2","H7",1027,-2.437991,34.855418,"3/12/2018","5/19/2018",68,383,3906.222592,855.62,64.45,0.129,NA,"Dig.mac",5,8.8,15,45,9,53.4,20,70,25.4,77.97,103.37,82.89,1.22998366,1.412581699,0.045972093,1.344027778,"target",18.89,-0.473856209,0.005310458,-2.369281046,0.001062092
"353","SE_3_OP_H7","SE_3_H7","SE","SE_3","","Seronera","SE","W",3,NA,"OP","H7",1027,-2.437991,34.855418,"3/12/2018","5/19/2018",68,383,4289.227106,855.62,64.45,0.129,NA,"Dig.mac",3,6.3,15,55,4.5,20,20,52,30.49,22.29,52.78,48.31,-0.182598039,NA,NA,NA,"target",18.76,-0.479166667,NA,NA,NA
"354","SE_4_EX_H7","SE_4_H7","SE","SE_4","","Seronera","SE","W",4,NA,"EX","H7",1026,-2.438079,34.854989,"3/12/2018","5/19/2018",68,383,3523.218077,855.62,65.67,0.143,1.5,"Dig.mac",5,17.3,20,53,8.5,41.4,30,70,27.19,38.36,65.55,98.44,-0.937908497,0.196078431,-0.454306723,0.711029412,"target",43.82,0.52246732,1.79003268,NA,0.537009804
"355","SE_4_EX2_H7","SE_4_H7","SE","SE_4","","Seronera","SE","W",4,NA,"EX2","H7",1026,-2.438079,34.854989,"3/12/2018","5/19/2018",68,383,3906.222592,855.62,65.67,0.143,1.5,"Dig.mac",8,46,25,75,8.5,34,30,70,9.36,146.6,155.96,119.92,-0.060457516,1.073529412,0.799194678,1.325245098,"target",45.08,0.573937908,1.841503268,NA,0.55245098
"356","SE_4_OP_H7","SE_4_H7","SE","SE_4","","Seronera","SE","W",4,NA,"OP","H7",1026,-2.438079,34.854989,"3/12/2018","5/19/2018",68,383,4289.227106,855.62,65.67,0.143,1.5,"Dig.mac",3.5,11.8,25,50,10,49.2,0,55,31.03,90.37,121.4,93.64,-1.133986928,NA,NA,NA,"target",0,-1.267565359,NA,NA,NA
"357","WET_W_1_H0","WET_W_1_H1","WET_W","WET_W_1","WET_W_3","Handajega","WET","W",1,3,"H0","H0",954,-2.272484,34.023326,"2/16/2017","",0,0,0,1279.26,64.67,0.102,1.39,"The.tri",3,2.6,15,50,NA,NA,NA,NA,NA,NA,NA,15.8,NA,NA,NA,NA,"other",13.97,NA,NA,NA,NA
"358","WET_W_2_H0","WET_W_2_H1","WET_W","WET_W_2","WET_W_4","Handajega","WET","W",2,4,"H0","H0",953,-2.2783,34.024459,"2/16/2017","",0,0,0,1279.26,62.05,0.113,NA,"The.tri",NA,NA,10,40,NA,NA,NA,NA,NA,NA,NA,12.36,NA,NA,NA,NA,"other",10.14,NA,NA,NA,NA
"359","WET_W_3_H0","WET_W_3_H1","WET_W","WET_W_3","WET_W_1","Handajega","WET","W",3,1,"H0","H0",951,-2.277999,34.027678,"2/16/2017","",0,0,0,1279.26,59.67,0.108,1.45,"The.tri",3.4,3.8,25,60,NA,NA,NA,NA,NA,NA,NA,22.77,NA,NA,NA,NA,"other",14.16,NA,NA,NA,NA
"360","WET_W_4_H0","WET_W_4_H1","WET_W","WET_W_4","WET_W_2","Handajega","WET","W",4,2,"H0","H0",950,-2.278837,34.031884,"2/16/2017","",0,0,0,1279.26,55.57,0.131,NA,"The.tri",1.5,2.6,25,70,NA,NA,NA,NA,NA,NA,NA,29.26,NA,NA,NA,NA,"other",29.26,NA,NA,NA,NA
"361","WET_P_1_H0","WET_P_1_H1","WET_P","WET_P_1","WET_P_1","Mwantimba","WET","P",1,1,"H0","H0",957,-2.350052,34.049976,"2/17/2017","",0,0,0,1295.06,45,0.135,1.17,"Chr.ori",0.5,NA,1,5,NA,NA,NA,NA,NA,NA,NA,3.28,NA,NA,NA,NA,"other",0.86,NA,NA,NA,NA
"362","WET_P_2_H0","WET_P_2_H1","WET_P","WET_P_2","WET_P_2","Mwantimba","WET","P",2,2,"H0","H0",959,-2.348488,34.05011,"2/17/2017","",0,0,0,1295.06,45.98,0.119,NA,"Chr.ori",0.5,0.8,1,15,NA,NA,NA,NA,NA,NA,NA,3.21,NA,NA,NA,NA,"other",2.52,NA,NA,NA,NA
"363","WET_P_3_H0","WET_P_3_H1","WET_P","WET_P_3","WET_P_4","Mwantimba","WET","P",3,4,"H0","H0",1022,-2.367293,34.062509,"2/17/2017","",0,0,0,1295.06,42.5,0.17,1.6,"Chr.ori",1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96,NA,NA,NA,NA,"other",4.96,NA,NA,NA,NA
"364","WET_P_4_H0","WET_P_4_H1","WET_P","WET_P_4","WET_P_3","Mwantimba","WET","P",4,3,"H0","H0",1020,-2.36857,34.062586,"2/23/2017","",0,0,0,1295.06,57.26,0.154,NA,"Chr.ori",NA,0.7,12,20,NA,NA,NA,NA,NA,NA,NA,4.41,NA,NA,NA,NA,"other",2.76,NA,NA,NA,NA
"365","DRY_W_1_H0","DRY_W_1_H1","DRY_W","DRY_W_1","DRY_W_3","Maswa","DRY","W",1,3,"H0","H0",995,-3.299332,34.848458,"2/19/2017","",0,0,0,754.84,12,0.294,2.34,"Cyn.dac",NA,0.3,22,30,NA,NA,NA,NA,NA,NA,NA,14.22,NA,NA,NA,NA,"other",1.98,NA,NA,NA,NA
"366","DRY_W_2_H0","DRY_W_2_H1","DRY_W","DRY_W_2","DRY_W_4","Maswa","DRY","W",2,4,"H0","H0",980,-3.303268,34.847796,"2/19/2017","",0,0,0,754.84,17.39,0.264,NA,"Cyn.dac",NA,0.4,12,40,NA,NA,NA,NA,NA,NA,NA,11.25,NA,NA,NA,NA,"other",7.26,NA,NA,NA,NA
"367","DRY_W_3_H0","DRY_W_3_H1","DRY_W","DRY_W_3","DRY_W_1","Maswa","DRY","W",3,1,"H0","H0",998,-3.295645,34.852435,"2/20/2017","",0,0,0,717.36,16.5,0.226,1.97,"Cyn.dac",NA,0.4,8,30,NA,NA,NA,NA,NA,NA,NA,13.47,NA,NA,NA,NA,"other",11.05,NA,NA,NA,NA
"368","DRY_W_4_H0","DRY_W_4_H1","DRY_W","DRY_W_4","DRY_W_2","Maswa","DRY","W",4,2,"H0","H0",1000,-3.296013,34.854327,"2/20/2017","",0,0,0,717.36,36.4,0.218,NA,"Cyn.dac",NA,0.4,10,40,NA,NA,NA,NA,NA,NA,NA,14.83,NA,NA,NA,NA,"other",13.36,NA,NA,NA,NA
"369","DRY_P_1_H0","DRY_P_1_H1","DRY_P","DRY_P_1","DRY_P_2","Makao","DRY","P",1,2,"H0","H0",1009,-3.303212,34.847736,"2/21/2017","",0,0,0,672.04,61.83,0.129,1.27,"Chl.pyc",1.4,3.1,10,50,NA,NA,NA,NA,NA,NA,NA,13.76,NA,NA,NA,NA,"other",11.73,NA,NA,NA,NA
"370","DRY_P_2_H0","DRY_P_2_H1","DRY_P","DRY_P_2","DRY_P_3","Makao","DRY","P",2,3,"H0","H0",1006,-3.408426,34.850244,"2/21/2017","",0,0,0,672.04,66.85,0.129,NA,"Chl.pyc",0.5,1.3,27,45,NA,NA,NA,NA,NA,NA,NA,10.12,NA,NA,NA,NA,"other",4.22,NA,NA,NA,NA
"371","DRY_P_3_H0","DRY_P_3_H1","DRY_P","DRY_P_3","DRY_P_1","Makao","DRY","P",3,1,"H0","H0",1001,-3.406316,34.850407,"2/20/2017","",0,0,0,672.04,58.83,0.146,1.55,"Chl.pyc",1,3,8,30,NA,NA,NA,NA,NA,NA,NA,11.79,NA,NA,NA,NA,"other",11,NA,NA,NA,NA
"372","DRY_P_4_H0","DRY_P_4_H1","DRY_P","DRY_P_4","","Makao","DRY","P",4,NA,"H0","H0",1003,-3.406853,34.8516,"2/20/2017","",0,0,0,672.04,57.61,0.145,NA,"Chl.pyc",1.3,1.9,7,40,NA,NA,NA,NA,NA,NA,NA,12.82,NA,NA,NA,NA,"other",11.66,NA,NA,NA,NA
"373","SE_1_H0","SE_1_H1","SE_1_","SE_1","","Seronera","SE","W",1,NA,"H0","H0",1023,-2.437747,34.855162,"2/26/2017","",0,0,0,855.62,53.59,0.113,NA,"Dig.mac",NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,12.35,NA,NA,NA,NA,"other",12.35,NA,NA,NA,NA
"374","SE_2_H0","SE_2_H1","SE_2_","SE_2","","Seronera","SE","W",2,NA,"H0","H0",1025,-2.437766,34.855394,"2/26/2017","",0,0,0,855.62,63.33,0.13,1.31,"Dig.mac",NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,8.48,NA,NA,NA,NA,"other",8.48,NA,NA,NA,NA
"375","SE_3_H0","SE_3_H1","SE_3_","SE_3","","Seronera","SE","W",3,NA,"H0","H0",1027,-2.437991,34.855418,"2/26/2017","",0,0,0,855.62,64.45,0.129,NA,"Dig.mac",NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,9.81,NA,NA,NA,NA,"other",9.81,NA,NA,NA,NA
"376","SE_4_H0","SE_4_H1","SE_4_","SE_4","","Seronera","SE","W",4,NA,"H0","H0",1026,-2.438079,34.854989,"2/26/2017","",0,0,0,855.62,65.67,0.143,1.5,"Dig.mac",NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,"other",10.1,NA,NA,NA,NA
"377","WET_W_1_EX_H1","WET_W_1_H1","WET_W","WET_W_1","WET_W_3","Handajega","WET","W",1,3,"EX","H1",954,-2.272484,34.023326,"2/16/2017","3/20/2017",32,145.67,145.67,1279.26,64.67,0.102,1.39,"The.tri",3,1.9,10,65,4,1.2,4,45,NA,NA,NA,17.38,0.14,0.316840278,0.609567901,0.321354167,"other",16.1,0.18,0.36,-0.056075784,0.344027778
"378","WET_W_1_OP_H1","WET_W_1_H1","WET_W","WET_W_1","WET_W_3","Handajega","WET","W",1,3,"OP","H1",954,-2.272484,34.023326,"2/16/2017","3/20/2017",32,145.67,291.3436151,1279.26,64.67,0.102,1.39,"The.tri",2.5,2.3,10,40,1.5,1.4,8,30,1.83,13.97,15.8,13.73,-0.1796875,NA,NA,NA,"other",11.99,-0.17,NA,NA,NA
"379","WET_W_2_EX_H1","WET_W_2_H1","WET_W","WET_W_2","WET_W_4","Handajega","WET","W",2,4,"EX","H1",953,-2.2783,34.024459,"2/16/2017","3/20/2017",32,145.67,145.6718075,1279.26,62.05,0.113,NA,"The.tri",2.3,2.1,20,40,2.3,2.6,5,20,NA,NA,NA,7.75,-0.400173611,0.039930556,0.681423611,-0.017326389,"other",5.28,-0.42,-0.01,0.121527778,-0.011527778
"380","WET_W_2_OP_H1","WET_W_2_H1","WET_W","WET_W_2","WET_W_4","Handajega","WET","W",2,4,"OP","H1",953,-2.2783,34.024459,"2/16/2017","3/20/2017",32,145.67,291.3436151,1279.26,62.05,0.113,NA,"The.tri",2.5,0.6,12,40,1.5,0.6,7,24,2.22,10.14,12.36,7.29,-0.440104167,NA,NA,NA,"other",5.44,-0.41,NA,NA,NA
"381","WET_W_3_EX_H1","WET_W_3_H1","WET_W","WET_W_3","WET_W_1","Handajega","WET","W",3,1,"EX","H1",951,-2.277999,34.027678,"2/16/2017","3/21/2017",33,152.53,152.5287964,1279.26,59.67,0.108,1.45,"The.tri",3.5,2.4,25,55,2.5,4.1,20,50,NA,NA,NA,14.7,-0.679292929,-0.761784512,-0.71969697,-0.180976431,"other",6.52,-0.64,-0.53,-1.576078243,-0.105345118
"382","WET_W_3_OP_H1","WET_W_3_H1","WET_W","WET_W_3","WET_W_1","Handajega","WET","W",3,1,"OP","H1",951,-2.277999,34.027678,"2/16/2017","3/21/2017",33,152.53,305.0575929,1279.26,59.67,0.108,1.45,"The.tri",2.5,2.6,20,45,0.7,4.5,15,40,8.61,14.16,22.77,23.75,0.082491582,NA,NA,NA,"other",12.83,-0.11,NA,NA,NA
"383","WET_W_4_EX_H1","WET_W_4_H1","WET_W","WET_W_4","WET_W_2","Handajega","WET","W",4,2,"EX","H1",950,-2.278837,34.031884,"2/16/2017","3/21/2017",33,152.53,152.5287964,1279.26,55.57,0.131,NA,"The.tri",1.5,0.9,15,70,1.8,2.7,5,35,NA,NA,NA,13.17,-1.354377104,0.266835017,-0.351130351,0.135479798,"other",10.26,-1.6,0.49,-2.59446315,0.214141414
"384","WET_W_4_OP_H1","WET_W_4_H1","WET_W","WET_W_4","WET_W_2","Handajega","WET","W",4,2,"OP","H1",950,-2.278837,34.031884,"2/16/2017","3/21/2017",33,152.53,305.0575929,1279.26,55.57,0.131,NA,"The.tri",2.5,1.8,25,65,1.8,2.2,18,30,NA,29.26,29.26,10,-1.621212121,NA,NA,NA,"other",4.45,NA,NA,NA,NA
"385","WET_P_1_EX_H1","WET_P_1_H1","WET_P","WET_P_1","WET_P_1","Mwantimba","WET","P",1,1,"EX","H1",957,-2.350052,34.049976,"2/17/2017","3/22/2017",33,161.6,161.5982631,1295.06,45,0.135,1.17,"Chr.ori",0.5,0.4,1,7,1.8,0.9,6,25,NA,NA,NA,15.16,1,0.292087542,-0.417508418,0.141902357,"other",13.25,1.04,0.86,4.261425168,0.191708754
"386","WET_P_1_OP_H1","WET_P_1_H1","WET_P","WET_P_1","WET_P_1","Mwantimba","WET","P",1,1,"OP","H1",957,-2.350052,34.049976,"2/17/2017","3/22/2017",33,161.6,323.1965263,1295.06,45,0.135,1.17,"Chr.ori",1,1,10,15,1.5,0.8,10,18,2.42,0.86,3.28,11.69,0.707912458,NA,NA,NA,"other",3,0.18,NA,NA,NA
"387","WET_P_2_EX_H1","WET_P_2_H1","WET_P","WET_P_2","WET_P_2","Mwantimba","WET","P",2,2,"EX","H1",959,-2.348488,34.05011,"2/17/2017","3/22/2017",33,161.6,161.5982631,1295.06,45.98,0.119,NA,"Chr.ori",0.5,0.6,NA,15,1.6,3,0,40,NA,NA,NA,13.46,0.862794613,0.677609428,1.031144781,0.362121212,"other",13.46,0.92,0.69,1.369586671,0.377929293
"388","WET_P_2_OP_H1","WET_P_2_H1","WET_P","WET_P_2","WET_P_2","Mwantimba","WET","P",2,2,"OP","H1",959,-2.348488,34.05011,"2/17/2017","3/22/2017",33,161.6,323.1965263,1295.06,45.98,0.119,NA,"Chr.ori",1,0.2,NA,7,1,2.6,3,20,0.69,2.52,3.21,5.41,0.185185185,NA,NA,NA,"other",5.26,0.23,NA,NA,NA
"389","WET_P_3_EX_H1","WET_P_3_H1","WET_P","WET_P_3","WET_P_4","Mwantimba","WET","P",3,4,"EX","H1",1022,-2.367293,34.062509,"2/17/2017","3/22/2017",33,161.6,161.5982631,1295.06,42.5,0.17,1.6,"Chr.ori",1,1.5,NA,NA,3.2,2.6,5,70,NA,NA,NA,36.71,2.672558923,1.256734007,NA,1.154713805,"other",31.55,2.24,0.9,NA,0.797828283
"390","WET_P_3_OP_H1","WET_P_3_H1","WET_P","WET_P_3","WET_P_4","Mwantimba","WET","P",3,4,"OP","H1",1022,-2.367293,34.062509,"2/17/2017","3/22/2017",33,161.6,323.1965263,1295.06,42.5,0.17,1.6,"Chr.ori",1,0.9,NA,NA,1.6,0.8,2,55,NA,4.96,4.96,21.78,1.415824916,NA,NA,NA,"other",20.81,NA,NA,NA,NA
"391","WET_P_4_EX_H1","WET_P_4_H1","WET_P","WET_P_4","WET_P_3","Mwantimba","WET","P",4,3,"EX","H1",1020,-2.36857,34.062586,"2/23/2017","3/22/2017",27,119.69,119.6903966,1295.06,57.26,0.154,NA,"Chr.ori",NA,0.7,9,20,1.5,0.7,0,60,NA,NA,NA,26.71,2.294238683,0.91255144,2.31138546,0.914609053,"other",26.71,2.46,0.91,1.030521262,0.914609053
"392","WET_P_4_OP_H1","WET_P_4_H1","WET_P","WET_P_4","WET_P_3","Mwantimba","WET","P",4,3,"OP","H1",1020,-2.36857,34.062586,"2/23/2017","3/22/2017",27,119.69,239.3807932,1295.06,57.26,0.154,NA,"Chr.ori",NA,0.4,8,15,0.5,1.5,0,40,1.65,2.76,4.41,17.84,1.381687243,NA,NA,NA,"other",17.84,1.55,NA,NA,NA
"393","DRY_W_1_EX_H1","DRY_W_1_H1","DRY_W","DRY_W_1","DRY_W_3","Maswa","DRY","W",1,3,"EX","H1",995,-3.299332,34.848458,"2/19/2017","3/24/2017",33,165.31,165.312109,754.84,12,0.294,2.34,"Cyn.dac",NA,1.8,10,20,3.5,6.8,12,55,NA,NA,NA,56.45,3.554713805,2.375420875,4.649525559,1.948072391,"other",41.78,3.35,1.77,6.095352752,1.162575758
"394","DRY_W_1_EX2_H1","DRY_W_1_H1","DRY_W","DRY_W_1","DRY_W_3","Maswa","DRY","W",1,3,"EX2","H1",995,-3.299332,34.848458,"2/19/2017","3/25/2017",34,167.02,497.6428413,754.84,12,0.294,2.34,"Cyn.dac",NA,1.2,10,30,2.8,13.4,28,78,NA,NA,NA,81.08,5.462418301,4.317810458,4.619993296,4.521078431,"other",56.73,4.47,2.94,7.24754902,1.978022876
"395","DRY_W_1_OP_H1","DRY_W_1_H1","DRY_W","DRY_W_1","DRY_W_3","Maswa","DRY","W",1,3,"OP","H1",995,-3.299332,34.848458,"2/19/2017","3/24/2017",33,165.31,330.624218,754.84,12,0.294,2.34,"Cyn.dac",NA,0.4,18,35,2,1.7,8,28,12.24,1.98,14.22,28.23,1.179292929,NA,NA,NA,"other",20.77,1.58,NA,NA,NA
"396","DRY_W_2_EX_H1","DRY_W_2_H1","DRY_W","DRY_W_2","DRY_W_4","Maswa","DRY","W",2,4,"EX","H1",980,-3.303268,34.847796,"2/19/2017","3/24/2017",33,165.31,165.312109,754.84,17.39,0.264,NA,"Cyn.dac",NA,0.4,15,45,0.5,1.7,4,40,NA,NA,NA,37.05,2.171717172,-0.282828283,5.429292929,-0.283207071,"other",34.02,2.25,-0.36,5.772005772,-0.227070707
"397","DRY_W_2_EX2_H1","DRY_W_2_H1","DRY_W","DRY_W_2","DRY_W_4","Maswa","DRY","W",2,4,"EX2","H1",980,-3.303268,34.847796,"2/19/2017","3/25/2017",34,167.02,497.6428413,754.84,17.39,0.264,NA,"Cyn.dac",NA,0.7,15,50,3,24.6,10,80,NA,NA,NA,90.29,6.45751634,4.075163399,6.922998366,4.415645425,"other",80.87,6.01,3.48,7.320261438,3.403937908
"398","DRY_W_2_OP_H1","DRY_W_2_H1","DRY_W","DRY_W_2","DRY_W_4","Maswa","DRY","W",2,4,"OP","H1",980,-3.303268,34.847796,"2/19/2017","3/24/2017",33,165.31,330.624218,754.84,17.39,0.264,NA,"Cyn.dac",NA,1.1,7,60,1.5,2.8,6,45,3.99,7.26,11.25,40.41,2.454545455,NA,NA,NA,"other",38.32,2.61,NA,NA,NA
"399","DRY_W_3_EX_H1","DRY_W_3_H1","DRY_W","DRY_W_3","DRY_W_1","Maswa","DRY","W",3,1,"EX","H1",998,-3.295645,34.852435,"2/20/2017","3/24/2017",32,164.63,164.6329572,717.36,16.5,0.226,1.97,"Cyn.dac",NA,0.6,10,25,1.5,4.8,20,53,NA,NA,NA,38.38,2.162326389,1.146701389,2.38846305,0.454809028,"other",30.12,1.66,1.06,3.562973485,0.2409375
"400","DRY_W_3_EX2_H1","DRY_W_3_H1","DRY_W","DRY_W_3","DRY_W_1","Maswa","DRY","W",3,1,"EX2","H1",998,-3.295645,34.852435,"2/20/2017","3/25/2017",33,166.34,495.605386,717.36,16.5,0.226,1.97,"Cyn.dac",NA,0.2,10,40,2,12,25,70,NA,NA,NA,74.03,5.097643098,4.112794613,5.122655123,3.090824916,"other",56.39,3.82,3.24,6.320188416,1.532954545
"401","DRY_W_3_OP_H1","DRY_W_3_H1","DRY_W","DRY_W_3","DRY_W_1","Maswa","DRY","W",3,1,"OP","H1",998,-3.295645,34.852435,"2/20/2017","3/24/2017",32,164.63,329.2659145,717.36,16.5,0.226,1.97,"Cyn.dac",NA,0.3,20,45,1.3,3.3,20,60,2.42,11.05,13.47,25.17,1.015625,NA,NA,NA,"other",17.91,0.6,NA,NA,NA
"402","DRY_W_4_EX_H1","DRY_W_4_H1","DRY_W","DRY_W_4","DRY_W_2","Maswa","DRY","W",4,2,"EX","H1",1000,-3.296013,34.854327,"2/20/2017","3/25/2017",33,170.33,170.3338514,717.36,36.4,0.218,NA,"Cyn.dac",NA,0.2,8,30,1.6,3.9,10,50,NA,NA,NA,53.28,3.236531987,2.278619529,5.848905724,0.918686869,"other",49.69,3.06,2.68,6.70805275,0.908063973
"403","DRY_W_4_EX2_H1","DRY_W_4_H1","DRY_W","DRY_W_4","DRY_W_2","Maswa","DRY","W",4,2,"EX2","H1",1000,-3.296013,34.854327,"2/20/2017","3/25/2017",33,170.33,340.6677029,717.36,36.4,0.218,NA,"Cyn.dac",NA,0.3,12,25,3.5,3.3,15,50,NA,NA,NA,96.49,6.873737374,5.915824916,13.1233165,2.737289562,"other",46.73,2.81,2.43,7.489979157,0.611725589
"404","DRY_W_4_OP_H1","DRY_W_4_H1","DRY_W","DRY_W_4","DRY_W_2","Maswa","DRY","W",4,2,"OP","H1",1000,-3.296013,34.854327,"2/20/2017","3/25/2017",33,170.33,511.0015543,717.36,36.4,0.218,NA,"Cyn.dac",NA,0.5,8,45,4,14,9,60,1.47,13.36,14.83,26.21,0.957912458,NA,NA,NA,"other",17.82,0.38,NA,NA,NA
"405","DRY_P_1_EX_H1","DRY_P_1_H1","DRY_P","DRY_P_1","DRY_P_2","Makao","DRY","P",1,2,"EX","H1",1009,-3.303212,34.847736,"2/21/2017","3/26/2017",33,156.81,156.8064416,672.04,61.83,0.129,1.27,"Chl.pyc",1.3,1.4,5,55,7.5,18.6,3,95,NA,NA,NA,109.68,8.074074074,4.592592593,7.401736665,5.522895623,"other",106.62,7.99,5.01,7.286725955,5.79973064
"406","DRY_P_1_OP_H1","DRY_P_1_H1","DRY_P","DRY_P_1","DRY_P_2","Makao","DRY","P",1,2,"OP","H1",1009,-3.303212,34.847736,"2/21/2017","3/26/2017",33,156.81,313.6128831,672.04,61.83,0.129,1.27,"Chl.pyc",1.4,1.3,8,50,2,4,8,70,2.03,11.73,13.76,55.12,3.481481481,NA,NA,NA,"other",47.08,2.98,NA,NA,NA
