plot.id,block.id.harvest,site.id,block.id,stu.block.id,site.name,region,landuse,block,stu.block,treatment,harvest,wp,lat,long,setup.date,harvest.date,growth.period,rain.sum,rain.acc.sum,target.sp.,target_other,pasture.disc.setup,height. setup,sp.cover.setup,total.veg.cover.setup,pasture.disc.harvest,height.harvest,sp.cover.harvest,total.veg.cover.harvest,biomass.sp.,biomass.total.g,productivity.g.m2.day,consumption.g.m2.day,productivity.total.g.m2.day,consumption.total.g.m2.day
WET_P_3_OP_H4,WET_P_3_H4,WET_P,WET_P_3,WET_P_4,Mwantimba,WET,P,3,4,OP,H4,1022,-2.367293,34.062509,7/23/2017,9/30/2017,69,136.27,1184.981633,Chr.ori,target,2,14.8,30,45,1.25,1.9,22,25,12.64,14.74,-0.180756844,,-0.383655395,
WET_P_4_EX_H4,WET_P_4_H4,WET_P,WET_P_4,WET_P_3,Mwantimba,WET,P,4,3,EX,H4,1020,-2.36857,34.062586,7/23/2017,9/30/2017,69,136.27,964.8937573,Chr.ori,target,2,3.6,20,40,1.4,2.8,20,35,13.92,21.18,0.110708535,-0.149355878,-0.611916264,-0.357487923
WET_P_4_OP_H4,WET_P_4_H4,WET_P,WET_P_4,WET_P_3,Mwantimba,WET,P,4,3,OP,H4,1020,-2.36857,34.062586,7/23/2017,9/30/2017,69,136.27,1101.1659,Chr.ori,target,1.8,11.6,45,60,1.5,1.4,30,40,17.63,30.06,0.260064412,,-0.254428341,
DRY_W_1_EX_H4,DRY_W_1_H4,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,W,1,3,EX,H4,995,-3.299332,34.848458,7/21/2017,9/28/2017,69,6.9,879.3456003,Cyn.dac,target,0.5,4.4,4,10,2,5.4,4,22,2.28,9.65,-0.169082126,-0.08252818,-0.023752013,0.004428341
DRY_W_1_EX2_H4,DRY_W_1_H4,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,W,1,3,EX2,H4,995,-3.299332,34.848458,7/21/2017,9/28/2017,69,6.9,886.2456004,Cyn.dac,target,1.5,2,15,40,2,5,8,40,5.32,18.94,-0.046698873,0.039855072,0.350241546,0.3784219
DRY_W_1_OP_H4,DRY_W_1_H4,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,W,1,3,OP,H4,995,-3.299332,34.848458,7/21/2017,9/28/2017,69,6.9,893.1456005,Cyn.dac,target,1.5,1.4,8,20,1,4,5,30,4.33,9.54,-0.086553945,,-0.028180354,
DRY_W_2_EX_H4,DRY_W_2_H4,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,W,2,4,EX,H4,980,-3.303268,34.847796,7/21/2017,9/28/2017,69,6.9,879.3456003,Cyn.dac,target,2.5,6.2,25,40,2.25,5,10,28,12.35,15.76,0.175120773,0.395732689,0.088164251,0.450483092
DRY_W_2_EX2_H4,DRY_W_2_H4,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,W,2,4,EX2,H4,980,-3.303268,34.847796,7/21/2017,9/28/2017,69,6.9,886.2456004,Cyn.dac,target,2.2,1.8,12,17,1.5,2.2,7,14,3.87,7.92,-0.16626409,0.054347826,-0.227455717,0.134863124
DRY_W_2_OP_H4,DRY_W_2_H4,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,W,2,4,OP,H4,980,-3.303268,34.847796,7/21/2017,9/28/2017,69,6.9,893.1456005,Cyn.dac,target,2,7,5,20,1,1.6,4,8,2.52,4.57,-0.220611916,,-0.362318841,
DRY_W_3_EX_H4,DRY_W_3_H4,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,EX,H4,998,-3.295645,34.852435,7/21/2017,9/28/2017,69,6.9,877.3081449,Cyn.dac,target,2.5,7.6,13,30,2.5,2,8,15,5.11,10.57,0.01489533,0.06078905,-0.027375201,0.148148148
DRY_W_3_EX2_H4,DRY_W_3_H4,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,EX2,H4,998,-3.295645,34.852435,7/21/2017,9/28/2017,69,6.9,884.2081451,Cyn.dac,target,,2,6,10,1,1,3,5,1.77,4.92,-0.119565217,-0.073671498,-0.254830918,-0.079307568
DRY_W_3_OP_H4,DRY_W_3_H4,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,OP,H4,998,-3.295645,34.852435,7/21/2017,9/28/2017,69,6.9,891.1081452,Cyn.dac,target,2.8,1,10,13,0,1.6,5,6,3.6,6.89,-0.04589372,,-0.175523349,
DRY_W_4_EX_H4,DRY_W_4_H4,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,EX,H4,1000,-3.296013,34.854327,7/21/2017,9/28/2017,69,12.56,971.4224453,Cyn.dac,target,3.5,1.6,5,10,1.5,1.2,5,9,3.8,7.67,0.013687601,0.08373591,-0.037439614,0.05394525
DRY_W_4_EX2_H4,DRY_W_4_H4,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,EX2,H4,1000,-3.296013,34.854327,7/21/2017,9/28/2017,69,12.56,983.9854622,Cyn.dac,target,2.5,1.8,14,19,2,1.8,11,13,3.92,10.21,0.018518519,0.088566828,0.064814815,0.156199678
DRY_W_4_OP_H4,DRY_W_4_H4,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,OP,H4,1000,-3.296013,34.854327,7/21/2017,9/28/2017,69,12.56,996.548479,Cyn.dac,target,1.5,4.6,8,22,1.5,1.8,6,13,1.72,6.33,-0.070048309,,-0.091384863,
DRY_P_1_EX_H4,DRY_P_1_H4,DRY_P,DRY_P_1,DRY_P_2,Makao,DRY,P,1,2,EX,H4,1009,-3.303212,34.847736,7/22/2017,9/27/2017,67,6.53,515.1213216,Chl.pyc,target,0.5,1,5,15,0,0,1,5,0.18,2.37,-0.31384743,0.007462687,-0.419983416,0.098258706
DRY_P_1_OP_H4,DRY_P_1_H4,DRY_P,DRY_P_1,DRY_P_2,Makao,DRY,P,1,2,OP,H4,1009,-3.303212,34.847736,7/22/2017,9/27/2017,67,6.53,521.6463216,Chl.pyc,target,1.5,1,10,25,0,0,1,6,0,0,-0.321310116,,-0.518242123,
DRY_P_2_EX_H4,DRY_P_2_H4,DRY_P,DRY_P_2,DRY_P_3,Makao,DRY,P,2,3,EX,H4,1006,-3.408426,34.850244,7/22/2017,9/27/2017,67,6.53,515.1213216,Chl.pyc,target,0.5,0.4,5,10,0,0,1,4,0,0,-0.018242123,0,-0.332504146,0
DRY_P_2_OP_H4,DRY_P_2_H4,DRY_P,DRY_P_2,DRY_P_3,Makao,DRY,P,2,3,OP,H4,1006,-3.408426,34.850244,7/22/2017,9/27/2017,67,6.53,521.6463216,Chl.pyc,target,2,4.6,5,20,0,0,1,4,0,0,-0.018242123,,-0.332504146,
DRY_P_3_EX_H4,DRY_P_3_H4,DRY_P,DRY_P_3,DRY_P_1,Makao,DRY,P,3,1,EX,H4,1001,-3.406316,34.850407,7/22/2017,9/27/2017,67,6.53,555.1401128,Chl.pyc,target,0.5,0.9,4,8,0,0,1,3,0,0,-0.017827529,,-0.348258706,
DRY_P_3_OP_H4,DRY_P_3_H4,DRY_P,DRY_P_3,DRY_P_1,Makao,DRY,P,3,1,OP,H4,1001,-3.406316,34.850407,7/22/2017,9/27/2017,67,6.53,561.6651128,Chl.pyc,target,0.5,1,2,8,,,,,,,,,,
DRY_P_4_EX_H4,DRY_P_4_H4,DRY_P,DRY_P_4,,Makao,DRY,P,4,,EX,H4,1003,-3.406853,34.8516,7/22/2017,9/27/2017,67,6.53,555.1401128,Chl.pyc,target,0.7,1.4,7,15,0,0,1,8,0,0,-0.040630182,,-0.237147595,
DRY_P_4_OP_H4,DRY_P_4_H4,DRY_P,DRY_P_4,,Makao,DRY,P,4,,OP,H4,1003,-3.406853,34.8516,7/22/2017,9/27/2017,67,6.53,561.6651128,Chl.pyc,target,1,0.9,2,10,,,,,,,,,,
SE_1_EX_H4,SE_1_H4,SE,SE_1,,Seronera,SE,W,1,,EX,H4,1023,-2.437747,34.855162,7/26/2017,9/25/2017,61,167.09,1029.513083,Dig.mac,target,4,7.6,25,35,5,10.2,20,50,30.41,61.24,0.943533698,0.323770492,1.426229508,0.643442623
SE_1_EX2_H4,SE_1_H4,SE,SE_1,,Seronera,SE,W,1,,EX2,H4,1023,-2.437747,34.855162,7/26/2017,9/25/2017,61,167.09,1196.601708,Dig.mac,target,2.5,10.8,20,50,7,15,30,70,23.55,78.72,0.631147541,0.011384335,2.222222222,1.439435337
SE_1_OP_H4,SE_1_H4,SE,SE_1,,Seronera,SE,W,1,,OP,H4,1023,-2.437747,34.855162,7/26/2017,9/25/2017,61,167.09,1363.690333,Dig.mac,target,2.2,6.8,20,30,2.5,7,25,40,23.3,47.11,0.619763206,,0.782786885,
SE_2_EX_H4,SE_2_H4,SE,SE_2,,Seronera,SE,W,2,,EX,H4,1025,-2.437766,34.855394,7/26/2017,9/25/2017,61,167.09,1029.513083,Dig.mac,target,4.2,17.8,10,45,5,10.8,12,70,10.67,82.75,-0.295081967,-0.066939891,2.231785064,1.805100182
SE_2_EX2_H4,SE_2_H4,SE,SE_2,,Seronera,SE,W,2,,EX2,H4,1025,-2.437766,34.855394,7/26/2017,9/25/2017,61,167.09,1196.601708,Dig.mac,target,2.2,9,5,30,2.75,7.6,8,35,8.58,48.68,-0.390255009,-0.162112933,0.680327869,0.253642987
SE_2_OP_H4,SE_2_H4,SE,SE_2,,Seronera,SE,W,2,,OP,H4,1025,-2.437766,34.855394,7/26/2017,9/25/2017,61,167.09,1363.690333,Dig.mac,target,3.5,4.8,12,40,3.5,6.2,17,40,12.14,43.11,-0.228142077,,0.426684882,
SE_3_EX_H4,SE_3_H4,SE,SE_3,,Seronera,SE,W,3,,EX,H4,1027,-2.437991,34.855418,7/26/2017,9/25/2017,61,167.09,1029.513083,Dig.mac,target,4.4,12.2,20,65,5.5,13.4,25,60,34.89,88.07,1.278688525,1.230874317,2.68442623,2.939435337
SE_3_EX2_H4,SE_3_H4,SE,SE_3,,Seronera,SE,W,3,,EX2,H4,1027,-2.437991,34.855418,7/26/2017,9/25/2017,61,167.09,1196.601708,Dig.mac,target,2.5,9.2,22,35,2.25,7.2,18,35,18.62,37.78,0.537795993,0.489981785,0.39435337,0.649362477
SE_3_OP_H4,SE_3_H4,SE,SE_3,,Seronera,SE,W,3,,OP,H4,1027,-2.437991,34.855418,7/26/2017,9/25/2017,61,167.09,1363.690333,Dig.mac,target,3.5,1.4,7,25,3.5,3.2,10,27,7.86,23.52,0.047814208,,-0.255009107,
SE_4_EX_H4,SE_4_H4,SE,SE_4,,Seronera,SE,W,4,,EX,H4,1026,-2.438079,34.854989,7/26/2017,9/25/2017,61,167.09,1029.513083,Dig.mac,target,3.2,9.2,15,30,4,8.6,20,40,18.33,37.26,0.525045537,0.12431694,1.078779599,0.33287796
SE_4_EX2_H4,SE_4_H4,SE,SE_4,,Seronera,SE,W,4,,EX2,H4,1026,-2.438079,34.854989,7/26/2017,9/25/2017,61,167.09,1196.601708,Dig.mac,target,2.5,8.4,15,25,5.75,7.8,20,40,27.72,51.27,0.952641166,0.551912568,1.716757741,0.970856102
SE_4_OP_H4,SE_4_H4,SE,SE_4,,Seronera,SE,W,4,,OP,H4,1026,-2.438079,34.854989,7/26/2017,9/25/2017,61,167.09,1363.690333,Dig.mac,target,2.5,8.8,15,30,2.5,5.4,12,35,15.6,29.95,0.400728597,,0.745901639,
WET_W_1_EX_H5,WET_W_1_H5,WET_W,WET_W_1,WET_W_3,Handajega,WET,W,1,3,EX,H5,954,-2.272484,34.023326,10/01/2017,12/14/2017,74,428.22,1672.379809,The.tri,target,4.4,14.4,15,40,5,63.2,18,60,14,55.45,0.195945946,0.3003003,0.366366366,0.992867868
WET_W_1_OP_H5,WET_W_1_H5,WET_W,WET_W_1,WET_W_3,Handajega,WET,W,1,3,OP,H5,954,-2.272484,34.023326,10/01/2017,12/14/2017,74,428.22,2100.595301,The.tri,target,3.5,8.6,10,30,4,55.2,20,65,6,29,-0.104354354,,-0.626501502,
WET_W_2_EX_H5,WET_W_2_H5,WET_W,WET_W_2,WET_W_4,Handajega,WET,W,2,4,EX,H5,953,-2.2783,34.024459,10/01/2017,12/14/2017,74,428.22,1672.379809,The.tri,target,2.7,3.6,15,30,3.5,30.2,15,55,12,21,0.147522523,0.037537538,-0.333333333,-0.788288288
WET_W_2_OP_H5,WET_W_2_H5,WET_W,WET_W_2,WET_W_4,Handajega,WET,W,2,4,OP,H5,953,-2.2783,34.024459,10/01/2017,12/14/2017,74,428.22,2100.595301,The.tri,target,3.5,11.8,30,60,5.3,43,30,95,11,42,0.109984985,,0.454954955,
WET_W_3_EX_H5,WET_W_3_H5,WET_W,WET_W_3,WET_W_1,Handajega,WET,W,3,1,EX,H5,951,-2.277999,34.027678,10/01/2017,12/14/2017,74,428.22,1678.07138,The.tri,target,7.7,21.4,10,55,10,55.2,20,85,19,46,0.197072072,0.45045045,-1.966591592,1.276276276
WET_W_3_OP_H5,WET_W_3_H5,WET_W,WET_W_3,WET_W_1,Handajega,WET,W,3,1,OP,H5,951,-2.277999,34.027678,10/01/2017,12/14/2017,74,428.22,2106.286872,The.tri,target,3,4.6,12,40,4,23,40,65,7,12,-0.253378378,,-3.242867868,
WET_W_4_EX_H5,WET_W_4_H5,WET_W,WET_W_4,WET_W_2,Handajega,WET,W,4,2,EX,H5,950,-2.278837,34.031884,10/01/2017,12/14/2017,74,428.22,1678.07138,The.tri,target,3.6,11,34,45,9.5,51.6,55,92,21,62.29,0.466591592,0.337837838,1.026276276,1.287162162
WET_W_4_OP_H5,WET_W_4_H5,WET_W,WET_W_4,WET_W_2,Handajega,WET,W,4,2,OP,H5,950,-2.278837,34.031884,10/01/2017,12/14/2017,74,428.22,2106.286872,The.tri,target,3.8,8.4,22,27,5,49,50,55,12,28,0.128753754,,-0.260885886,
WET_P_1_EX_H5,WET_P_1_H5,WET_P,WET_P_1,WET_P_1,Mwantimba,WET,P,1,1,EX,H5,957,-2.350052,34.049976,9/30/2017,12/13/2017,74,512.07,1697.05528,Chr.ori,target,0,0.9,16,20,3,9.6,80,95,12,16,-0.844594595,0.187687688,-0.72972973,0.3003003
WET_P_1_OP_H5,WET_P_1_H5,WET_P,WET_P_1,WET_P_1,Mwantimba,WET,P,1,1,OP,H5,957,-2.350052,34.049976,9/30/2017,12/13/2017,74,512.07,2209.128927,Chr.ori,target,0,1.4,21,26,1,1.8,85,95,7,8,-1.032282282,,-1.03003003,
WET_P_2_EX_H5,WET_P_2_H5,WET_P,WET_P_2,WET_P_2,Mwantimba,WET,P,2,2,EX,H5,959,-2.348488,34.05011,9/30/2017,12/13/2017,74,512.07,1697.05528,Chr.ori,target,0,1.2,8,12,4.5,20.2,65,92,9,20,-0.334084084,0.112612613,0.037162162,0.45045045
WET_P_2_OP_H5,WET_P_2_H5,WET_P,WET_P_2,WET_P_2,Mwantimba,WET,P,2,2,OP,H5,959,-2.348488,34.05011,9/30/2017,12/13/2017,74,512.07,2209.128927,Chr.ori,target,0,1,14,18,2.4,4.2,60,72,6,8,-0.446696697,,-0.413288288,
WET_P_3_EX_H5,WET_P_3_H5,WET_P,WET_P_3,WET_P_4,Mwantimba,WET,P,3,4,EX,H5,1022,-2.367293,34.062509,9/30/2017,12/13/2017,74,512.07,1697.05528,Chr.ori,target,1,1.3,44,55,2,4.8,85,97,14,21,0.051051051,-0.033408408,0.234984985,0.154279279
WET_P_3_OP_H5,WET_P_3_H5,WET_P,WET_P_3,WET_P_4,Mwantimba,WET,P,3,4,OP,H5,1022,-2.367293,34.062509,9/30/2017,12/13/2017,74,512.07,2209.128927,Chr.ori,target,1.5,1.8,25,45,2,2.4,68,75,14.89,16.89,0.084459459,,0.080705706,
WET_P_4_EX_H5,WET_P_4_H5,WET_P,WET_P_4,WET_P_3,Mwantimba,WET,P,4,3,EX,H5,1020,-2.36857,34.062586,9/30/2017,12/13/2017,74,512.07,1613.239547,Chr.ori,target,1,1.2,18,26,3.5,27.1,55,85,21.78,56.25,0.155780781,0.592342342,0.983108108,1.548423423
WET_P_4_OP_H5,WET_P_4_H5,WET_P,WET_P_4,WET_P_3,Mwantimba,WET,P,4,3,OP,H5,1020,-2.36857,34.062586,9/30/2017,12/13/2017,74,512.07,2125.313194,Chr.ori,target,1,2.4,37,30,1.5,4.3,55,65,6,15,-0.436561562,,-0.565315315,
DRY_W_1_EX_H5,DRY_W_1_H5,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,W,1,3,EX,H5,995,-3.299332,34.848458,9/28/2017,12/11/2017,74,151.07,1044.219247,Cyn.dac,target,3.5,9.8,5,32,2.5,4.2,15,20,7.7,29.7,0.126501502,0.213963964,0.756756757,0.964714715
DRY_W_1_EX2_H5,DRY_W_1_H5,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,W,1,3,EX2,H5,995,-3.299332,34.848458,9/28/2017,12/11/2017,74,151.07,1195.292893,Cyn.dac,target,2.5,2.2,9,12,3,10.3,15,60,11.96,13.96,0.286411411,0.373873874,0.165915916,0.373873874
DRY_W_1_OP_H5,DRY_W_1_H5,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,W,1,3,OP,H5,995,-3.299332,34.848458,9/28/2017,12/11/2017,74,151.07,1346.366539,Cyn.dac,target,3,1.2,7,10,3.5,0.8,5,10,2,4,-0.087462462,,-0.207957958,
DRY_W_2_EX_H5,DRY_W_2_H5,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,W,2,4,EX,H5,980,-3.303268,34.847796,9/28/2017,12/11/2017,74,151.07,1044.219247,Cyn.dac,target,1.6,4.4,10,23,2,4.2,20,28,4,20.87,0.055555556,0.075075075,0.611861862,0.595720721
DRY_W_2_EX2_H5,DRY_W_2_H5,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,W,2,4,EX2,H5,980,-3.303268,34.847796,9/28/2017,12/11/2017,74,151.07,1195.292893,Cyn.dac,target,1,2.4,10,13,1.5,3.9,12,45,5,8,0.093093093,0.112612613,0.128753754,0.112612613
DRY_W_2_OP_H5,DRY_W_2_H5,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,W,2,4,OP,H5,980,-3.303268,34.847796,9/28/2017,12/11/2017,74,151.07,1346.366539,Cyn.dac,target,1.5,2.4,5,15,1,1.8,8,26,2,5,-0.01951952,,0.016141141,
DRY_W_3_EX_H5,DRY_W_3_H5,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,EX,H5,998,-3.295645,34.852435,9/28/2017,12/11/2017,74,151.07,1042.181791,Cyn.dac,target,2,2,10,17,1,0.9,8,35,10.48,14.29,0.258258258,0.280780781,0.277777778,0.348723724
DRY_W_3_EX2_H5,DRY_W_3_H5,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,EX2,H5,998,-3.295645,34.852435,9/28/2017,12/11/2017,74,151.07,1193.255438,Cyn.dac,target,1,1.6,1,7,2,2.5,10,35,2,8,-0.06006006,-0.037537538,0.041666667,0.112612613
DRY_W_3_OP_H5,DRY_W_3_H5,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,W,3,1,OP,H5,998,-3.295645,34.852435,9/28/2017,12/11/2017,74,151.07,1344.329084,Cyn.dac,target,1.8,1.4,10,10,2.5,1.9,5,10,3,5,-0.022522523,,-0.070945946,
DRY_W_4_EX_H5,DRY_W_4_H5,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,EX,H5,1000,-3.296013,34.854327,9/28/2017,12/11/2017,74,214.85,1211.395419,Cyn.dac,target,1.3,2.4,10,10,1,5.1,15,20,3,11,0.048048048,-0.15015015,0.1753003,0.075075075
DRY_W_4_EX2_H5,DRY_W_4_H5,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,EX2,H5,1000,-3.296013,34.854327,9/28/2017,12/11/2017,74,214.85,1426.24236,Cyn.dac,target,1.8,3.4,8,12,1,5.2,20,45,4,5.31,0.085585586,-0.112612613,-0.038288288,-0.138513514
DRY_W_4_OP_H5,DRY_W_4_H5,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,W,4,2,OP,H5,1000,-3.296013,34.854327,9/28/2017,12/11/2017,74,214.85,1641.0893,Cyn.dac,target,1.5,7.6,10,14,1.5,2.6,25,40,7,9,0.198198198,,0.100225225,
DRY_P_1_EX_H5,DRY_P_1_H5,DRY_P,DRY_P_1,DRY_P_2,Makao,DRY,P,1,2,EX,H5,1009,-3.303212,34.847736,9/27/2017,12/10/2017,74,128.55,650.1934884,Chl.pyc,target,0,0,1,4,0.8,1.6,10,25,1,2,0.037537538,0.005630631,0.075075075,-0.336336336
DRY_P_1_OP_H5,DRY_P_1_H5,DRY_P,DRY_P_1,DRY_P_2,Makao,DRY,P,1,2,OP,H5,1009,-3.303212,34.847736,9/27/2017,12/10/2017,74,128.55,778.7406552,Chl.pyc,target,0,0,1,6,0,0.8,15,35,0.85,10.96,0.031906907,,0.411411411,
DRY_P_2_EX_H5,DRY_P_2_H5,DRY_P,DRY_P_2,DRY_P_3,Makao,DRY,P,2,3,EX,H5,1006,-3.408426,34.850244,9/27/2017,12/10/2017,74,128.55,650.1934884,Chl.pyc,target,0,0,1,6,2.9,3.3,5,35,1,5,0.037537538,0,0.187687688,0.112612613
DRY_P_2_OP_H5,DRY_P_2_H5,DRY_P,DRY_P_2,DRY_P_3,Makao,DRY,P,2,3,OP,H5,1006,-3.408426,34.850244,9/27/2017,12/10/2017,74,128.55,778.7406552,Chl.pyc,target,0,0,1,3,0,0.7,4,10,1,2,0.037537538,,0.075075075,
DRY_P_3_EX_H5,DRY_P_3_H5,DRY_P,DRY_P_3,DRY_P_1,Makao,DRY,P,3,1,EX,H5,1001,-3.406316,34.850407,9/27/2017,12/10/2017,74,128.55,690.2122796,Chl.pyc,target,0,0,1,4,0.5,2.5,5,18,1,4.17,0.037537538,0,0.156531532,0.073573574
DRY_P_3_OP_H5,DRY_P_3_H5,DRY_P,DRY_P_3,DRY_P_1,Makao,DRY,P,3,1,OP,H5,1001,-3.406316,34.850407,9/27/2017,12/10/2017,74,128.55,818.7594464,Chl.pyc,target,0,0,1,3,0,1.74,7,20,1,2.21,0.037537538,,0.082957958,
DRY_P_4_EX_H5,DRY_P_4_H5,DRY_P,DRY_P_4,,Makao,DRY,P,4,,EX,H5,1003,-3.406853,34.8516,9/27/2017,12/10/2017,74,128.55,690.2122796,Chl.pyc,target,0,0,1,7,0.5,3.2,5,35,1,2,0.037537538,0,0.075075075,0
DRY_P_4_OP_H5,DRY_P_4_H5,DRY_P,DRY_P_4,,Makao,DRY,P,4,,OP,H5,1003,-3.406853,34.8516,9/27/2017,12/10/2017,74,128.55,818.7594464,Chl.pyc,target,0,0,1,5,0.5,1.1,18,32,1,2,0.037537538,,0.075075075,
SE_1_EX_H5,SE_1_H5,SE,SE_1,,Seronera,SE,W,1,,EX,H5,1023,-2.437747,34.855162,9/25/2017,12/15/2017,81,265.08,1628.772592,Dig.mac,target,4.5,7.4,30,40,5,15,20,50,19,35,-0.147462277,-0.24005487,-0.415294925,0.171467764
SE_1_EX2_H5,SE_1_H5,SE,SE_1,,Seronera,SE,W,1,,EX2,H5,1023,-2.437747,34.855162,9/25/2017,12/15/2017,81,265.08,1893.854851,Dig.mac,target,5.3,11.4,35,45,5,21.9,25,35,11,41,-0.4218107,-0.514403292,-0.209533608,0.377229081
SE_1_OP_H5,SE_1_H5,SE,SE_1,,Seronera,SE,W,1,,OP,H5,1023,-2.437747,34.855162,9/25/2017,12/15/2017,81,265.08,2158.93711,Dig.mac,target,6,9,30,55,3.5,0.5,20,40,26,30,0.092592593,,-0.586762689,
SE_2_EX_H5,SE_2_H5,SE,SE_2,,Seronera,SE,W,2,,EX,H5,1025,-2.437766,34.855394,9/25/2017,12/15/2017,81,265.08,1628.772592,Dig.mac,target,3,3.6,20,30,4,17.6,20,47,10,31,-0.073388203,0.171467764,-0.415294925,0.411522634
SE_2_EX2_H5,SE_2_H5,SE,SE_2,,Seronera,SE,W,2,,EX2,H5,1025,-2.437766,34.855394,9/25/2017,12/15/2017,81,265.08,1893.854851,Dig.mac,target,3.5,8.2,12,40,6,31.2,7,62,3,37,-0.313443073,-0.068587106,-0.209533608,0.617283951
SE_2_OP_H5,SE_2_H5,SE,SE_2,,Seronera,SE,W,2,,OP,H5,1025,-2.437766,34.855394,9/25/2017,12/15/2017,81,265.08,2158.93711,Dig.mac,target,1.8,6,17,30,3,3.7,10,30,5,19,-0.244855967,,-0.826817558,
SE_3_EX_H5,SE_3_H5,SE,SE_3,,Seronera,SE,W,3,,EX,H5,1027,-2.437991,34.855418,9/25/2017,12/15/2017,81,265.08,1628.772592,Dig.mac,target,2,4.8,10,25,3,15.8,15,45,21.8,33.8,0.478052126,0.576131687,0.352537723,0.679012346
SE_3_EX2_H5,SE_3_H5,SE,SE_3,,Seronera,SE,W,3,,EX2,H5,1027,-2.437991,34.855418,9/25/2017,12/15/2017,81,265.08,1893.854851,Dig.mac,target,3,3.4,23,35,4,29,20,30,9,24,0.03909465,0.137174211,0.016460905,0.342935528
SE_3_OP_H5,SE_3_H5,SE,SE_3,,Seronera,SE,W,3,,OP,H5,1027,-2.437991,34.855418,9/25/2017,12/15/2017,81,265.08,2158.93711,Dig.mac,target,2.3,3.2,15,28,2,1.7,10,45,5,14,-0.098079561,,-0.326474623,
SE_4_EX_H5,SE_4_H5,SE,SE_4,,Seronera,SE,W,4,,EX,H5,1026,-2.438079,34.854989,9/25/2017,12/15/2017,81,265.08,1628.772592,Dig.mac,target,2.8,4.3,20,40,5.5,20.6,30,50,12,29,-0.12345679,-0.562071331,-0.032578875,-0.493484225
SE_4_EX2_H5,SE_4_H5,SE,SE_4,,Seronera,SE,W,4,,EX2,H5,1026,-2.438079,34.854989,9/25/2017,12/15/2017,81,265.08,1893.854851,Dig.mac,target,4.3,5.8,25,40,7,21.6,25,65,15,52.43,-0.020576132,-0.459190672,0.770919067,0.310013717
SE_4_OP_H5,SE_4_H5,SE,SE_4,,Seronera,SE,W,4,,OP,H5,1026,-2.438079,34.854989,9/25/2017,12/15/2017,81,265.08,2158.93711,Dig.mac,target,4.4,8.4,25,45,4.5,16.4,10,45,28.39,43.39,0.43861454,,0.46090535,
WET_W_1_EX_H6,WET_W_1_H6,WET_W,WET_W_1,WET_W_3,Handajega,WET,W,1,3,EX,H6,954,-2.272484,34.023326,12/14/2017,03/10/2018,86,320.25,2420.840773,The.tri,target,2.5,40.4,20,75,3.5,26.5,35,60,39.22,65.71,1.072997416,-0.197997416,1.185723514,0.394056848
WET_W_1_OP_H6,WET_W_1_H6,WET_W,WET_W_1,WET_W_3,Handajega,WET,W,1,3,OP,H6,954,-2.272484,34.023326,12/14/2017,03/10/2018,86,320.25,2741.086246,The.tri,target,4,44.4,10,60,3.5,16.25,35,50,45.35,53.51,1.270994832,,0.791666667,
WET_W_2_EX_H6,WET_W_2_H6,WET_W,WET_W_2,WET_W_4,Handajega,WET,W,2,4,EX,H6,953,-2.2783,34.024459,12/14/2017,03/10/2018,86,320.25,2420.840773,The.tri,target,1.8,17.4,10,65,4,25.25,10,70,8.33,100.47,-0.08624031,-0.896963824,1.888565891,1.336886305
WET_W_2_OP_H6,WET_W_2_H6,WET_W,WET_W_2,WET_W_4,Handajega,WET,W,2,4,OP,H6,953,-2.2783,34.024459,12/14/2017,03/10/2018,86,320.25,2741.086246,The.tri,target,3,26,25,85,4,7,25,60,36.1,59.08,0.810723514,,0.551679587,
