Season;Plot;Site;Region;Landuse;Block;Blockcode;Treatment;Green tea code;Red tea code;Initial weight green tea including bag, cord and label;Initial weight red tea including bag, cord, and label;Initial weight green tea tea only;Ashed subsample percentage controll initial green tea tea only;Ashed initial corrected weight green tea tea only;Initial weight red tea tea only;Ashed subsample percentage controll initiall red tea tea only;Ashed Initial corrected weight red tea tea only;Final weight green tea including bag and cord, no label;Final weight red tea including bag and cord, no label;Final weight green tea tea only;Final weight red tea tea only;Ashed subsample percentage green tea;Ashed subsample percentage red tea;Ashed final weight green tea tea only;Ashed final weight red tea tea only;Fraction decomposed green tea (ag) ;Fraction decomposed green tea (ag) ASH CORRECTED;Predicted labile fraction red tea (ar) KEUSHAMP;Predicted labile fraction red tea (ar) MUELLER; Fraction remaining red tea (Wt); Fraction remaining red tea (Wt) ASH CORRECTED;Date of burial;Recovery date;incubation time      red and green tea (t);S (Keushamp);K (Keushamp);S (Mueller);K (Mueller);Sign of termite cheeting on red tea;Sign of hole(s) on red tea;Sign of roots on red tea;Sign of termite cheeting on green tea;Sign of hole(s) on green tea;Sign of roots on green tea;Massloss (g) Green tea ;Massloss (g) Ash corrected Green tea;Massloss (g) Red tea ;Massloss (g) Ash corrected Red tea;;;;;;;;Keushamp;P.Mueller et al.
Wet;184;Handajega;Wet;Wild;3;Wet_W3_T8;Open;G669;R541;1,936;2,226;1,6862;5,509415873;1,59330023;1,9762;2,281664727;1,931109742;0,7097;1,7278;0,5591;1,5772;8,717;2,602;0,510;1,536;0,668;0,679682335;0,43820805;0,484304403;0,798097359;0,777331939;28.01.2017;21.03.2017;52;0,206144838;0,011876322;0,283573369;0,010372748;;;;;;YES;1,1271;1,082938021;0,399;0,394946364;;;;;;;;;
Wet;185;Handajega;Wet;Wild;4;Wet_W4_T1;Open;G423;R51;2,065;2,315;1,8152;5,509415873;1,715193083;2,0652;2,281664727;2,01807906;0,6232;1,7762;0,4726;1,6256;9,479;2,087;0,428;1,592;0,740;0,75058173;0,484896608;0,535904263;0,78713926;0,770707924;28.01.2017;21.03.2017;52;0,121564116;0,011115419;0,207242214;0,009734009;YES;YES;;;;;1,3426;1,287392592;0,4396;0,426413056;;;;;;;;;
Wet;186;Handajega;Wet;Wild;4;Wet_W4_T2;Open;G544;R557;2,083;2,223;1,8332;5,509415873;1,732201388;1,9732;2,281664727;1,928178192;0,69;1,751;0,5394;1,6004;9,540;2,155;0,488;1,566;0,706;0,718311849;0,46268379;0,511354816;0,811068315;0,793591819;28.01.2017;21.03.2017;52;0,161804728;0,010092709;0,243557965;0,008869211;;YES;;;;YES;1,2938;1,244260782;0,3728;0,362262815;;;;;;;;;
Wet;187;Handajega;Wet;Wild;4;Wet_W4_T3;Open;G620;R427;2,002;2,176;1,7522;5,509415873;1,655664015;1,9262;2,281664727;1,882250574;0,5995;1,6979;0,4489;1,5473;8,677;1,946;0,410;1,517;0,744;0,752395196;0,487626956;0,538921825;0,803291455;0,787663216;28.01.2017;21.03.2017;52;0,116617833;0,009932843;0,202778366;0,008733391;;;;;;;1,3033;1,245713652;0,3789;0,365053687;;;;;;;;;
Wet;188;Handajega;Wet;Wild;4;Wet_W4_T4;Open;G420;R523;2,039;2,118;1,7892;5,509415873;1,690625531;1,8682;2,281664727;1,82557394;0,2998;1,54;0,1492;1,3894;12,313;2,471;0,131;1,355;0,917;0,922615034;0,600913478;0,664125278;0,743710523;0,725333955;28.01.2017;21.03.2017;52;-0,088611373;0,01069225;0,017566157;0,009377041;YES;YES;YES;;YES;;1,64;1,559796532;0,4788;0,470505044;;;;;;;;;
Wet;189;Handajega;Wet;Wild;4;Wet_W4_T5;Open;G367;R354;2,099;2,286;1,8492;5,509415873;1,747319882;2,0362;2,281664727;1,989740743;0,8084;1,7631;0,6578;1,6125;9,384;2,479;0,596;1,573;0,644;0,658866121;0,422377424;0,466808508;0,791916315;0,772285271;28.01.2017;21.03.2017;52;0,234823507;0,013049069;0,309454869;0,011349117;;;YES;YES;;YES;1,1914;1,151249872;0,4237;0,417213475;;;;;;;;;
Wet;190;Handajega;Wet;Wild;4;Wet_W4_T6;Open;G526;R164;2,076;2,204;1,8262;5,509415873;1,725587047;1,9542;2,281664727;1,909611708;0,6196;1,6649;0,469;1,5143;9,780;2,592;0,423;1,475;0,743;0,754790846;0,487217073;0,538468825;0,774895098;0,754812242;28.01.2017;21.03.2017;52;0,117360374;0,011921869;0,203448484;0,010410854;YES;YES;;;;;1,3572;1,302457307;0,4399;0,434557625;;;;;;;;;
Wet;191;Handajega;Wet;Wild;4;Wet_W4_T7;Open;G522;R336;1,821;2,11;1,5712;5,509415873;1,484636058;1,8602;2,281664727;1,817756473;0,628;1,671;0,4774;1,5204;9,236;1,909;0,433;1,491;0,696;0,708139488;0,456387178;0,504395845;0,81733147;0,80172896;28.01.2017;21.03.2017;52;0,173211634;0,009831553;0,2538523;0,008647251;YES;YES;;;;;1,0938;1,051329418;0,3398;0,326380261;;;;;;;;;
Wet;192;Handajega;Wet;Wild;4;Wet_W4_T8;Open;G591;R263;2,092;2,185;1,8422;5,509415873;1,740705541;1,9352;2,281664727;1,891045224;0,661;1,037;0,5104;0,8864;10,323;44,461;0,458;0,492;0,723;0,737052857;0,473946389;0,52380216;0,458040513;0,254393086;28.01.2017;21.03.2017;52;0,141401469;;0,225144734;;YES;YES;;;;;1,3318;1,282991992;1,0488;1,398743724;;;;;;;;;
Wet;193;Makao;Dry;Common Garden;4;Dry_Ag1_CG4;Open;G863;R125;2,023;2,204;1,7732;5,509415873;1,675507038;1,9542;2,281664727;1,909611708;0,6489;1,2267;0,4983;1,0761;8,224;4,838;0,457;1,024;0,719;0,727055409;0,471352033;0,520934896;0,550660117;0,524019702;03.02.2017;19.03.2017;44;0,146101389;0,069636606;0,229386248;0,045104538;;;;;;YES;1,2749;1,218186454;0,8781;0,885572406;;;;;;;;;
Wet;194;Makao;Dry;Common Garden;3;Dry_Ag2_CG3;Open;G615;R289;1,963;2,216;1,7132;5,509415873;1,618812687;1,9662;2,281664727;1,921337908;;1,512;;1,3614;11,188;3,518;;1,314;;;;;0,692401587;0,668042398;03.02.2017;19.03.2017;44;;;;;;;YES;;;YES;;;0,6048;0,607832944;;;;;;;;;
Wet;195;Makao;Dry;Common Garden;2;Dry_Ag3_CG2;Open;G821;R378;1,999;2,232;1,7492;5,509415873;1,652829298;1,9822;2,281664727;1,936972842;0,7641;1,5296;0,6135;1,379;15,097;1,234;0,521;1,362;0,649;0,684856189;0,425648535;0,470423717;0,695691656;0,687107109;03.02.2017;20.03.2017;45;0,228897581;0,027889242;0,304106927;0,02313225;YES;;YES;;;YES;1,1357;1,131950374;0,6032;0,57498913;;;;;;;;;
Wet;196;Makao;Dry;Common Garden;1;Dry_Ag4_CG1;Open;G754;R375;2,061;2,23;1,8112;5,509415873;1,71141346;1,9802;2,281664727;1,935018475;0,6452;1,3742;0,4946;1,2236;10,498;5,031;0,443;1,162;0,727;0,741339317;0,476556533;0,526686872;0,617917382;0,586827199;03.02.2017;20.03.2017;45;0,136672948;0,035961391;0,220877408;0,028724566;;;;;;YES;1,3166;1,268738085;0,7566;0,772983255;;;;;;;;;
Wet;197;Makao;Dry;Common Garden;2;Dry_P1_CG2;Open;G715;R219;2,018;2,216;1,7682;5,509415873;1,670782509;1,9662;2,281664727;1,921337908;0,6909;1,5786;0,5403;1,428;12,327;11,480;0,474;1,264;0,694;0,716480954;0,455259062;0,50314906;0,726274031;0,642896211;03.02.2017;20.03.2017;45;0,175255322;0,020431748;0,255696657;0,017451525;YES;YES;YES;;;YES;1,2279;1,197083845;0,5382;0,657275378;;;;;;;;;
Wet;198;Makao;Dry;Common Garden;3;Dry_P2_CG3;Open;G785;R463;2,008;2,158;1,7582;5,509415873;1,66133345;1,9082;2,281664727;1,864661274;0,6469;1,5485;0,4963;1,3979;9,372;7,707;0,450;1,290;0,718;0,729261252;0,470526027;0,520022;0,732575202;0,676112606;03.02.2017;19.03.2017;44;0,147597778;0,019094244;0,230736687;0,016410795;;;;;;YES;1,2619;1,211546112;0,5103;0,574503198;;;;;;;;;
Wet;199;Makao;Dry;Common Garden;1;Dry_P3_CG1;Open;G877;R339;2,065;2,214;1,8152;5,509415873;1,715193083;1,9642;2,281664727;1,919383541;0,679;1,616;0,5284;1,4654;11,636;3,639;0,467;1,412;0,709;0,727776791;0,464743747;0,513631466;0,746054373;0,718905379;03.02.2017;20.03.2017;45;0,158072921;0,017568562;0,240190139;0,015156298;;;YES;;;YES;1,2868;1,248277718;0,4988;0,507309597;;;;;;;;;
Wet;200;Makao;Dry;Common Garden;4;Dry_P4_CG4;Open;G816;R303;2,014;2,249;1,7642;5,509415873;1,667002885;1,9992;2,281664727;1,953584959;0,6712;1,5652;0,5206;1,4146;11,089;4,441;0,463;1,352;0,705;0,722334259;0,462125445;0,510737737;0,707583033;0,676158437;03.02.2017;19.03.2017;44;0,162816223;0,022767142;0,244470803;0,0193157;;;YES;;;YES;1,2436;1,204133294;0,5846;0,601809011;;;;;;;;;
Wet;201;Maswa;Dry;Common Garden;4;Dry_W3_CG4;Open;G811;R218;1,993;2,231;1,7432;5,509415873;1,647159862;1,9812;2,281664727;1,935995658;0,5663;1,5928;0,4157;1,4422;11,712;3,301;0,367;1,395;0,762;0,777184617;0,499245661;0,551762734;0,727942661;0,703913486;03.02.2017;19.03.2017;44;0,095569455;0,017893614;0,183782938;0,015440483;;;YES;;;YES;1,3275;1,280147307;0,539;0,54140226;;;;;;;;;
Wet;202;Maswa;Dry;Common Garden;1;Dry_W2_CG1;Open;G773;R135;1,718;2,286;1,4682;5,509415873;1,387310756;2,0362;2,281664727;1,989740743;0,84;1,642;0,6894;1,4914;12,200;3,920;0,605;1,433;0,530;0,56369314;0,347750457;0,384331318;0,732442786;0,703733612;03.02.2017;20.03.2017;45;0,370017288;0,03260102;0,431462547;0,026472526;;;YES;;;YES;0,7788;0,782017556;0,5448;0,556798362;;;;;;;;;
Wet;203;Maswa;Dry;Common Garden;2;Dry_W1_CG2;Open;G645;R372;2,238;2,202;1,9882;5,509415873;1,878661794;1,9522;2,281664727;1,907657341;0,8093;1,6213;0,6587;1,4707;11,067;4,196;0,586;1,409;0,669;0,688182771;0,438384569;0,48449949;0,753355189;0,72174588;03.02.2017;20.03.2017;45;0,205825057;0,018376834;0,283284778;0,015810144;;YES;;;;YES;1,3295;1,292862679;0,4815;0,498665034;;;;;;;;;
Wet;204;Maswa;Dry;Common Garden;3;Dry_W4_CG3;Open;G814;R334;2,148;2,142;1,8982;5,509415873;1,793620268;1,8922;2,281664727;1,84902634;0,683;1,544;0,5324;1,3934;11,500;5,464;0,471;1,317;0,720;0,7373056;0,471706788;0,521326968;0,736391502;0,696153475;03.02.2017;19.03.2017;44;0,145458718;0,018598797;0,22880626;0,016011583;;;YES;;;YES;1,3658;1,322446268;0,4988;0,531764735;;;;;;;;;
Wet;205;"Mwantimba
";Wet;Common Garden;2;Wet_Ag1_CG2;Open;G621;R265;1,925;2,221;1,6752;5,509415873;1,582906265;1,9712;2,281664727;1,926223825;0,741;1,6681;0,5904;1,5175;22,042;13,867;0,460;1,307;0,648;0,709229315;0,424531576;0,469189262;0,769835633;0,663081082;03.02.2017;20.03.2017;45;0,230921057;0,017360826;0,305933044;0,014987523;;;YES;;YES;YES;1,0848;1,122643526;0,4537;0,619158395;;;;;;;;;
Wet;206;"Mwantimba
";Wet;Common Garden;1;Wet_Ag2_CG1;Open;G677;R234;2,127;2,194;1,8772;5,509415873;1,773777245;1,9442;2,281664727;1,899839874;0,857;1,741;0,7064;1,5904;17,335;9,990;0,584;1,432;0,624;0,670791053;0,408883094;0,451894672;0,818022837;0,736299896;03.02.2017;20.03.2017;45;0,259269757;0,013086528;0,331516758;0,011451839;;;;;;YES;1,1708;1,189833907;0,3538;0,468325616;;;;;;;;;
Wet;207;"Mwantimba
";Wet;Common Garden;4;Wet_Ag3_CG4;Open;G574;R258;1,984;2,17;1,7342;5,509415873;1,63865571;1,9202;2,281664727;1,876387474;0,777;1,582;0,6264;1,4314;23,600;16,262;0,479;1,199;0,639;0,707949878;0,418783117;0,462836106;0,745443183;0,62422089;03.02.2017;19.03.2017;44;0,241334933;0,021275178;0,315331204;0,01814757;YES;YES;;;;YES;1,1078;1,16008611;0,4888;0,67775852;;;;;;;;;
Wet;208;"Mwantimba
";Wet;Common Garden;3;Wet_Ag4_CG3;Open;G710;R344;2,027;2,153;1,7772;5,509415873;1,679286661;1,9032;2,281664727;1,859775357;0,91;1,476;0,7594;1,3254;18,435;8,531;0,619;1,212;0,573;0,631152316;0,375450881;0,414945629;0,696406053;0,636998633;03.02.2017;19.03.2017;44;0,31983536;0,037578421;0,386175105;0,029896682;;;YES;;;YES;1,0178;1,059885665;0,5778;0,647439558;;;;;;;;;
Wet;209;"Mwantimba
";Wet;Common Garden;2;Wet_P1_CG2;Open;G604;R271;2,039;2,283;1,7892;5,509415873;1,690625531;2,0332;2,281664727;1,986809193;0,748;1,754;0,5974;1,6034;16,352;9,060;0,500;1,458;0,666;0,704420756;0,436688221;0,482624699;0,788609089;0,717163114;03.02.2017;20.03.2017;45;0,20889815;0,014706635;0,286058138;0,012805738;;;YES;;;YES;1,1918;1,190911714;0,4298;0,52867315;;;;;;;;;
Wet;210;"Mwantimba
";Wet;Common Garden;4;Wet_P2_CG4;Open;G871;R340;2,068;2,213;1,8182;5,509415873;1,718027801;1,9632;2,281664727;1,918406358;0,8313;1,6198;0,6807;1,4692;17,063;10,542;0,565;1,314;0,626;0,671397163;0,410144355;0,453288608;0,748370008;0,66947994;03.02.2017;19.03.2017;44;0,256984865;0,021605999;0,329454723;0,018408018;;;YES;;;YES;1,1375;1,153478991;0,494;0,604083341;;;;;;;;;
Wet;211;"Mwantimba
";Wet;Common Garden;1;Wet_P3_CG1;Open;G822;R381;2,02;2,235;1,7702;5,509415873;1,67267232;1,9852;2,281664727;1,939904392;0,857;1,528;0,7064;1,3774;17,247;10,113;0,585;1,238;0,601;0,650516978;0,393971346;0,435414314;0,693834374;0,623667521;03.02.2017;20.03.2017;45;0,286283794;0,033358923;0,355895986;0,026990215;;;YES;;;YES;1,0638;1,088101744;0,6078;0,70179963;;;;;;;;;
Wet;215;"Mwantimba
";Wet;Common Garden;3;Wet_W3_CG1;Open;G786;R93;2,097;2,171;1,8472;5,509415873;1,74543007;1,9212;2,281664727;1,877364657;0,8644;1,5832;0,7138;1,4326;12,519;7,237;0,624;1,329;0,614;0,642242349;0,402250205;0,44456405;0,745679783;0,691718498;03.02.2017;19.03.2017;44;0,27128586;0,022734891;0,342360872;0,019290626;YES;;YES;;;;1,1334;1,120989109;0,4886;0,54843508;;;;;;;;;
Wet;212;"Mwantimba
";Wet;Common Garden;4;Wet_P4_CG3;Open;G572;R88;1,972;2,152;1,7222;5,509415873;1,62731684;1,9022;2,281664727;1,858798174;0,714;1,542;0,5634;1,3914;10,253;3,540;0,506;1,342;0,673;0,689281867;0,441115063;0,487517213;0,731468826;0,705572985;03.02.2017;19.03.2017;44;0,20087851;0,02132778;0,278820691;0,018189037;;;YES;;;YES;1,1588;1,12167999;0,5108;0,516657242;;;;;;;;;
Wet;213;Handajega;Wet;Common Garden;3;Wet_W1_CG4;Open;G761;R383;2,011;2,234;1,7612;5,509415873;1,664168168;1,9842;2,281664727;1,938927208;0,713;1,587;0,5624;1,4364;10,989;-0,546;0,501;1,444;0,681;0,699190375;0,446236452;0,493177335;0,72391896;0,727872837;03.02.2017;19.03.2017;44;0,191600631;0,021912199;0,270447729;0,018648359;;;YES;;;YES;1,1988;1,163570365;0,5478;0,494681925;;;;;;;;;
Wet;214;Handajega;Wet;Common Garden;1;Wet_W2_CG3;Open;G858;R145;2,104;2,272;1,8542;5,509415873;1,752044411;2,0222;2,281664727;1,976060176;0,6973;1,5481;0,5467;1,3975;7,136;2,427;0,508;1,364;0,705;0,710230535;0,462287454;0,510916788;0,691079023;0,67430526;03.02.2017;20.03.2017;45;0,162522729;0,024519035;0,244205935;0,020621328;;;;;;YES;1,3075;1,244355439;0,6247;0,612480079;;;;;;;;;
Wet;216;Handajega;Wet;Common Garden;2;Wet_W4_CG2;Open;G755;R241;2,019;2,168;1,7692;5,509415873;1,671727414;1,9182;2,281664727;1,874433107;0,887;1,535;0,7364;1,3844;8,301;21,520;0,675;1,086;0,584;0,596061862;0,382706893;0,422964922;0,721718278;0,566402794;03.02.2017;20.03.2017;45;0,306690411;0,028862192;0,374312246;0,023838727;;YES;;YES;YES;YES;1,0328;0,996452955;0,5338;0,787959267;;;;;;;;;
Wet;217;Seronera;Dry-Wet;Common Garden;1;Local1_CG1;Open;G795;R302;1,953;2,19;1,7032;5,509415873;1,609363629;1,9402;2,281664727;1,895931141;0,781;1,38;0,6304;1,2294;8,998;5,520;0,574;1,162;0,630;0,643538443;0,412933486;0,456371136;0,633646016;0,598669006;03.02.2017;20.03.2017;45;0,25193209;0,048491688;0,32489477;0,03607347;;;YES;;;YES;1,0728;1,035687364;0,7108;0,734393536;;;;;;;;;
Wet;218;Seronera;Dry-Wet;Common Garden;2;Local2_CG2;Open;G251;R442;2,054;2,229;1,8042;5,509415873;1,704799119;1,9792;2,281664727;1,934041292;0,757;1,3831;0,6064;1,2325;12,854;6,745;0,528;1,149;0,664;0,690018738;0,43523781;0,481021715;0,622726354;0,580720687;03.02.2017;20.03.2017;45;0,211525706;0,044801502;0,288429416;0,034087708;;;YES;;;YES;1,1978;1,176343337;0,7467;0,784678909;;;;;;;;;
Wet;219;Seronera;Dry-Wet;Common Garden;3;Local3_CG3;Open;G727;R176;2,027;2,216;1,7772;5,509415873;1,679286661;1,9662;2,281664727;1,921337908;0,7065;1,4293;0,5559;1,2787;11,604;6,379;0,491;1,197;0,687;0,707381158;0,450518925;0,497910294;0,650340759;0,608856805;03.02.2017;19.03.2017;44;0,183842528;0,034015223;0,263446311;0,027534382;;;YES;;YES;YES;1,2213;1,187895743;0,6875;0,724203659;;;;;;;;;
Wet;220;Seronera;Dry-Wet;Common Garden;4;Local4_CG4;Open;G782;R250;1,951;2,264;1,7012;5,509415873;1,607473817;2,0142;2,281664727;1,968242709;0,6169;1,5303;0,4663;1,3797;11,046;5,631;0,415;1,302;0,726;0,741959026;0,47588652;0,525946378;0,684986595;0,646414534;03.02.2017;19.03.2017;44;0,13788674;0,02464917;0,221972813;0,020764974;;YES;;;;YES;1,2349;1,192679708;0,6345;0,666234554;;;;;;;;;
Wet;1;Makao;Dry;Agriculture;1;Dry_Ag1_T1;Exclosed;G752;R133;2,15;2,176;1,9002;5,509415873;1,79551008;1,9262;2,281664727;1,882250574;0,47;1,4104;0,3194;1,2598;15,222;;0,271;;0,832;0,84918939;0,545386771;0,602757559;0,654033849;;31.01.2017;24.03.2017;52;0,011980487;0,019347672;0,108346806;0,016408672;;;;;;;1,5808;1,524728109;0,6664;;;;;;;;;;
Wet;2;Makao;Dry;Agriculture;1;Dry_Ag1_T2;Exclosed;G737;R527;1,841;2,186;1,5912;5,509415873;1,503534175;1,9362;2,281664727;1,892022408;0,5787;1,3276;0,4281;1,177;8,134;4,443;0,393;1,125;0,731;0,738429962;0,479202717;0,529611416;0,607891747;0,58088108;31.01.2017;24.03.2017;52;0,131879136;0,032790969;0,21655116;0,025932628;;;;;;;1,1631;1,110254684;0,7592;0,76732046;;;;;;;;;
Wet;3;Makao;Dry;Agriculture;1;Dry_Ag1_T3;Exclosed;G661;R498;2,063;2,152;1,8132;5,509415873;1,713303271;1,9022;2,281664727;1,858798174;;;;;;;;;;;;;;;31.01.2017;00.01.1900;;;;;;;;;;;;;;;;;;;;;;;;
Wet;4;Makao;Dry;Agriculture;1;Dry_Ag1_T4;Exclosed;G532;R508;2,036;2,169;1,7862;5,509415873;1,687790814;1,9192;2,281664727;1,875410291;0,5597;1,3393;0,4091;1,1887;9,528;4,958;0,370;1,130;0,771;0,780707809;0,505431587;0,558599375;0,619372655;0,588665037;31.01.2017;24.03.2017;52;0,084363067;0,026897428;0,173669564;0,021996272;;;;;;;1,3771;1,317671468;0,7305;0,745644351;;;;;;;;;
Wet;5;Makao;Dry;Agriculture;1;Dry_Ag1_T5;Exclosed;G577;R38;1,983;2,12;1,7332;5,509415873;1,637710804;1,8702;2,281664727;1,827528306;0,4187;1,2628;0,2681;1,1122;14,350;5,807;0,230;1,048;0,845;0,859787057;0,55417327;0,612468335;0,594695754;0,560161257;31.01.2017;24.03.2017;52;-0,003937083;0,025277125;0,093981753;0,020845886;;;;;;;1,4651;1,408082553;0,758;0,779914724;;;;;;;;;
Wet;6;Makao;Dry;Agriculture;1;Dry_Ag1_T6;Exclosed;G634;R59;2,02;2,203;1,7702;5,509415873;1,67267232;1,9532;2,281664727;1,908634525;0,6013;1,499;0,4507;1,3484;9,663;5,364;0,407;1,276;0,745;0,756587882;0,488668162;0,540072558;0,69035429;0,65332249;31.01.2017;24.03.2017;52;0,114731591;0,019311008;0,201076098;0,016380193;;;YES;;;YES;1,3195;1,265523609;0,6048;0,632565036;;;;;;;;;
Wet;7;Makao;Dry;Agriculture;1;Dry_Ag1_T7;Exclosed;G665;R398;2,09;2,19;1,8402;5,509415873;1,738815729;1,9402;2,281664727;1,895931141;0,564;1,518;0,4134;1,3674;10,695;3,709;0,369;1,317;0,775;0,787678947;0,508305795;0,561775929;0,704772704;0,678630759;31.01.2017;24.03.2017;52;0,079156169;0,016719665;0,168970519;0,01433743;;;YES;;;YES;1,4268;1,369628543;0,5728;0,579251742;;;;;;;;;
Wet;8;Makao;Dry;Agriculture;1;Dry_Ag1_T8;Exclosed;G701;R512;1,916;2,151;1,6662;5,509415873;1,574402113;1,9012;2,281664727;1,85782099;0,5926;1,4733;0,442;1,3227;8,816;3,010;0,403;1,283;0,735;0,744009705;0,481672921;0,532341467;0,695718494;0,674779393;31.01.2017;24.03.2017;52;0,127404129;0,019209743;0,212512623;0,016301472;;;;;;;1,2242;1,171370452;0,5785;0,574930408;;;;;;;;;
Wet;9;Makao;Dry;Agriculture;2;Dry_Ag2_T1;Exclosed;G476;R101;2,121;2,304;1,8712;5,509415873;1,76810781;2,0542;2,281664727;2,007330043;0,6648;1,5383;0,5142;1,3877;18,056;6,145;0,421;1,302;0,725;0,761689683;0,475430047;0,525441887;0,67554279;0,634032728;31.01.2017;24.03.2017;52;0,138713684;0,022059997;0,222719102;0,018480979;;;;;;;1,357;1,346749477;0,6665;0,704900013;;;;;;;;;
Wet;10;Makao;Dry;Agriculture;2;Dry_Ag2_T2;Exclosed;G606;R515;1,921;2,205;1,6712;5,509415873;1,579126642;1,9552;2,281664727;1,910588891;0,6354;1,3853;0,4848;1,2347;10,417;4,202;0,434;1,183;0,710;0,72497456;0,465403556;0,514360682;0,631495499;0,604962075;31.01.2017;24.03.2017;52;0,156877616;0,030177599;0,239111418;0,024236609;;;;;;;1,1864;1,144826642;0,7205;0,727767043;;;;;;;;;
Wet;11;Makao;Dry;Agriculture;2;Dry_Ag2_T3;Exclosed;G523;R2;2,142;2,268;1,8922;5,509415873;1,787950833;2,0182;2,281664727;1,972151442;0,6312;1,43;0,4806;1,2794;9,573;4,609;0,435;1,220;0,746;0,756933932;0,489070647;0,540517381;0,633931226;0,604715;31.01.2017;24.03.2017;52;0,114002452;0,026544373;0,200418076;0,021748012;;;;;;;1,4116;1,353360654;0,7388;0,751715629;;;;;;;;;
Wet;12;Makao;Dry;Agriculture;2;Dry_Ag2_T4;Exclosed;G490;R123;1,881;2,261;1,6312;5,509415873;1,541330408;2,0112;2,281664727;1,965311159;;;;;;;;;;;;;;;31.01.2017;00.01.1900;;;;;;;;;;;;;;;;;;;;;;;;
Wet;13;Makao;Dry;Agriculture;2;Dry_Ag2_T5;Exclosed;G241;R3;2,018;2,242;1,7682;5,509415873;1,670782509;1,9922;2,281664727;1,946744675;0,5206;1,4899;0,37;1,3393;17,873;3,008;0,304;1,299;0,791;0,818127127;0,518399887;0,572931847;0,67227186;0,652050665;31.01.2017;24.03.2017;52;0,060869771;0,019234492;0,152467682;0,01632072;;;;;;;1,3982;1,366912494;0,6529;0,64772934;;;;;;;;;
Wet;14;Makao;Dry;Agriculture;2;Dry_Ag2_T6;Exclosed;G503;R282;1,981;2,183;1,7312;5,509415873;1,635820992;1,9332;2,281664727;1,889090857;0,501;1,567;0,3504;1,4164;12,970;2,904;0,305;1,375;0,798;0,813578576;0,522890223;0,577894535;0,732671219;0,711397793;31.01.2017;24.03.2017;52;0,052735104;0,013767475;0,145126428;0,011942226;;;;;;;1,3808;1,330868913;0,5168;0,513816645;;;;;;;;;
Wet;15;Makao;Dry;Agriculture;2;Dry_Ag2_T7;Exclosed;G685;R99;1,981;2,192;1,7312;5,509415873;1,635820992;1,9422;2,281664727;1,897885508;0,722;1,355;0,5714;1,2044;22,716;7,700;0,442;1,112;0,670;0,73004351;0,439200522;0,485401275;0,620121512;0,572372463;31.01.2017;24.03.2017;52;0,204346881;0,038499525;0,281950776;0,029347096;;;YES;;;YES;1,1598;1,194220499;0,7378;0,786223709;;;;;;;;;
Wet;16;Makao;Dry;Agriculture;2;Dry_Ag2_T8;Exclosed;G644;R154;2,157;2,201;1,9072;5,509415873;1,80212442;1,9512;2,281664727;1,906680158;0,6541;1,421;0,5035;1,2704;8,855;4,058;0,459;1,219;0,736;0,745348249;0,482508589;0,533265041;0,651086511;0,624665609;31.01.2017;24.03.2017;52;0,125890238;0,024695868;0,211146389;0,020426423;;;YES;;;YES;1,4037;1,343210282;0,6808;0,687832622;;;;;;;;;
Wet;17;Makao;Dry;Agriculture;3;Dry_Ag3_T1;Exclosed;G648;R380;2,025;2,28;1,7752;5,509415873;1,677396849;2,0302;2,281664727;1,983877643;0,6905;1,6271;0,5399;1,4765;10,089;3,360;0,485;1,427;0,696;0,710604117;0,456196699;0,504185329;0,727268249;0,702831453;01.02.2017;24.03.2017;51;0,173556705;0,017860793;0,254163714;0,015265972;;;YES;;;YES;1,2353;1,191965107;0,5537;0,556989227;;;;;;;;;
Wet;18;Makao;Dry;Agriculture;3;Dry_Ag3_T2;Exclosed;G573;R274;2,002;2,188;1,7522;5,509415873;1,655664015;1,9382;2,281664727;1,893976774;0,721;1,606;0,5704;1,4554;14,100;4,634;0,490;1,388;0,674;0,704062511;0,442167986;0,488680896;0,7509029;0,716102335;01.02.2017;24.03.2017;51;0,198971039;0,016247695;0,277099266;0,013976598;;;YES;;;YES;1,1818;1,165690964;0,4828;0,506027228;;;;;;;;;
Wet;19;Makao;Dry;Agriculture;3;Dry_Ag3_T3;Exclosed;G639;R566;2,191;2,117;1,9412;5,509415873;1,834251219;1,8672;2,281664727;1,824596756;0,892;1,4496;0,7414;1,299;16,617;8,440;0,618;1,189;0,618;0,662966339;0,405196384;0,447820146;0,695694087;0,636979964;01.02.2017;24.03.2017;51;0,265948579;0,027261497;0,337544163;0,022312892;;;;;;;1,1998;1,216046815;0,5682;0,635227767;;;;;;;;;
Wet;20;Makao;Dry;Agriculture;3;Dry_Ag3_T4;Exclosed;G505;R110;2,051;2,253;1,8012;5,509415873;1,701964401;2,0032;2,281664727;1,957493692;0,7033;1,6779;0,5527;1,5273;10,945;6,497;0,492;1,428;0,693;0,710801547;0,454415979;0,50221729;0,762430112;0,712897838;01.02.2017;24.03.2017;51;0,176782646;0,014506376;0,257075014;0,012561461;;;;;;;1,2485;1,209758929;0,4759;0,529416743;;;;;;;;;
