Plot,Area,Region,Sitecode,site,experiment,landuse,placement,Season,date,time,temperature.C,moist
84,Maswa,Dry,Dry_W3_T4,W3,Main,wild,collection,Wet,25/03/2017,17:10,27.4,21.9
85,Maswa,Dry,Dry_W3_T5,W3,Main,wild,collection,Wet,25/03/2017,17:15,26.1,19.6
86,Maswa,Dry,Dry_W3_T6,W3,Main,wild,collection,Wet,25/03/2017,17:30,30.4,18.8
87,Maswa,Dry,Dry_W3_T7,W3,Main,wild,collection,Wet,25/03/2017,13:20,23,22.4
88,Maswa,Dry,Dry_W3_T8,W3,Main,wild,collection,Wet,25/03/2017,,,
89,Maswa,Dry,Dry_W4_T1,W4,Main,wild,collection,Wet,25/03/2017,10:15,24.9,18.7
90,Maswa,Dry,Dry_W4_T2,W4,Main,wild,collection,Wet,25/03/2017,10:20,24.2,24.6
91,Maswa,Dry,Dry_W4_T3,W4,Main,wild,collection,Wet,25/03/2017,11:00,24.8,21.9
92,Maswa,Dry,Dry_W4_T4,W4,Main,wild,collection,Wet,25/03/2017,09:40,22.9,21.2
93,Maswa,Dry,Dry_W4_T5,W4,Main,wild,collection,Wet,25/03/2017,10:30,24.1,20.9
94,Maswa,Dry,Dry_W4_T6,W4,Main,wild,collection,Wet,25/03/2017,,,
95,Maswa,Dry,Dry_W4_T7,W4,Main,wild,collection,Wet,25/03/2017,10:40,23.4,20.1
96,Maswa,Dry,Dry_W4_T8,W4,Main,wild,collection,Wet,25/03/2017,10:50,24,20.4
97,Mwantimba,Wet,Wet_Ag1_T1,A1,Main,agriculture,collection,Wet,22/03/2017,12:50,27.2,28.5
98,Mwantimba,Wet,Wet_Ag1_T2,A1,Main,agriculture,collection,Wet,22/03/2017,12:55,27.1,34.7
99,Mwantimba,Wet,Wet_Ag1_T3,A1,Main,agriculture,collection,Wet,22/03/2017,13:00,26.1,27
100,Mwantimba,Wet,Wet_Ag1_T4,A1,Main,agriculture,collection,Wet,22/03/2017,13:05,25.3,24.1
101,Mwantimba,Wet,Wet_Ag1_T5,A1,Main,agriculture,collection,Wet,22/03/2017,13:10,27.6,33.8
102,Mwantimba,Wet,Wet_Ag1_T6,A1,Main,agriculture,collection,Wet,22/03/2017,13:10,27,34.8
103,Mwantimba,Wet,Wet_Ag1_T7,A1,Main,agriculture,collection,Wet,22/03/2017,13:10,26.2,31.1
104,Mwantimba,Wet,Wet_Ag1_T8,A1,Main,agriculture,collection,Wet,22/03/2017,13:10,26.1,33.2
105,Mwantimba,Wet,Wet_Ag2_T1,A2,Main,agriculture,collection,Wet,22/03/2017,12:30,28.1,18.1
106,Mwantimba,Wet,Wet_Ag2_T2,A2,Main,agriculture,collection,Wet,22/03/2017,12:25,28.8,16.5
107,Mwantimba,Wet,Wet_Ag2_T3,A2,Main,agriculture,collection,Wet,22/03/2017,12:35,29.6,17.9
108,Mwantimba,Wet,Wet_Ag2_T4,A2,Main,agriculture,collection,Wet,22/03/2017,12:35,28,24.7
109,Mwantimba,Wet,Wet_Ag2_T5,A2,Main,agriculture,collection,Wet,22/03/2017,12:41,28.8,9.7
110,Mwantimba,Wet,Wet_Ag2_T6,A2,Main,agriculture,collection,Wet,22/03/2017,12:20,27.4,24.6
111,Mwantimba,Wet,Wet_Ag2_T7,A2,Main,agriculture,collection,Wet,22/03/2017,12:45,29.4,12.7
112,Mwantimba,Wet,Wet_Ag2_T8,A2,Main,agriculture,collection,Wet,22/03/2017,12:50,28.7,21.7
113,Mwantimba,Wet,Wet_Ag3_T1,A3,Main,agriculture,collection,Wet,22/03/2017,,32.5,9.7
114,Mwantimba,Wet,Wet_Ag3_T2,A3,Main,agriculture,collection,Wet,22/03/2017,17:30,30.3,17.7
115,Mwantimba,Wet,Wet_Ag3_T3,A3,Main,agriculture,collection,Wet,22/03/2017,17:30,30.5,11.2
116,Mwantimba,Wet,Wet_Ag3_T4,A3,Main,agriculture,collection,Wet,22/03/2017,17:25,30.4,10.1
117,Mwantimba,Wet,Wet_Ag3_T5,A3,Main,agriculture,collection,Wet,22/03/2017,17:20,31.9,5.8
118,Mwantimba,Wet,Wet_Ag3_T6,A3,Main,agriculture,collection,Wet,22/03/2017,17:15,29.7,14.7
119,Mwantimba,Wet,Wet_Ag3_T7,A3,Main,agriculture,collection,Wet,22/03/2017,17:15,31.1,14.1
120,Mwantimba,Wet,Wet_Ag3_T8,A3,Main,agriculture,collection,Wet,22/03/2017,17:35,30.4,20.5
121,Mwantimba,Wet,Wet_Ag4_T1,A4,Main,agriculture,collection,Wet,22/03/2017,17:40,29.1,12.5
122,Mwantimba,Wet,Wet_Ag4_T2,A4,Main,agriculture,collection,Wet,22/03/2017,17:45,27.6,15.1
123,Mwantimba,Wet,Wet_Ag4_T3,A4,Main,agriculture,collection,Wet,22/03/2017,18:00,30.5,15
124,Mwantimba,Wet,Wet_Ag4_T4,A4,Main,agriculture,collection,Wet,22/03/2017,18:00,30.8,25.3
125,Mwantimba,Wet,Wet_Ag4_T5,A4,Main,agriculture,collection,Wet,22/03/2017,17:50,32.3,26.2
126,Mwantimba,Wet,Wet_Ag4_T6,A4,Main,agriculture,collection,Wet,22/03/2017,17:55,32.5,22.8
127,Mwantimba,Wet,Wet_Ag4_T7,A4,Main,agriculture,collection,Wet,22/03/2017,18:05,31.8,21.1
128,Mwantimba,Wet,Wet_Ag4_T8,A4,Main,agriculture,collection,Wet,22/03/2017,,30.6,7.4
129,Mwantimba,Wet,Wet_P1_T1,P1,Main,pasture,collection,Wet,22/03/2017,14:15,31,23
130,Mwantimba,Wet,Wet_P1_T2,P1,Main,pasture,collection,Wet,22/03/2017,14:25,32,26.2
131,Mwantimba,Wet,Wet_P1_T3,P1,Main,pasture,collection,Wet,22/03/2017,14:30,33.2,16.1
132,Mwantimba,Wet,Wet_P1_T4,P1,Main,pasture,collection,Wet,22/03/2017,15:30,33.4,29.5
133,Mwantimba,Wet,Wet_P1_T5,P1,Main,pasture,collection,Wet,22/03/2017,15:00,38.8,20.7
134,Mwantimba,Wet,Wet_P1_T6,P1,Main,pasture,collection,Wet,22/03/2017,15:10,36.6,21.3
135,Mwantimba,Wet,Wet_P1_T7,P1,Main,pasture,collection,Wet,22/03/2017,15:20,34.1,24.9
136,Mwantimba,Wet,Wet_P1_T8,P1,Main,pasture,collection,Wet,22/03/2017,15:20,36,20.6
137,Mwantimba,Wet,Wet_P2_T1,P2,Main,pasture,collection,Wet,22/03/2017,16:10,30.7,29.5
138,Mwantimba,Wet,Wet_P2_T2,P2,Main,pasture,collection,Wet,22/03/2017,16:15,33.9,24.1
139,Mwantimba,Wet,Wet_P2_T3,P2,Main,pasture,collection,Wet,22/03/2017,16:20,30.6,28.8
140,Mwantimba,Wet,Wet_P2_T4,P2,Main,pasture,collection,Wet,22/03/2017,16:25,34.1,20
141,Mwantimba,Wet,Wet_P2_T5,P2,Main,pasture,collection,Wet,22/03/2017,16:30,35.4,14.1
142,Mwantimba,Wet,Wet_P2_T6,P2,Main,pasture,collection,Wet,22/03/2017,16:40,29,23.6
143,Mwantimba,Wet,Wet_P2_T7,P2,Main,pasture,collection,Wet,22/03/2017,16:45,32.8,23.4
144,Mwantimba,Wet,Wet_P2_T8,P2,Main,pasture,collection,Wet,22/03/2017,16:50,34.5,27.8
145,Mwantimba,Wet,Wet_P3_T1,P3,Main,pasture,collection,Wet,21/03/2017,16:35,34.4,37.6
146,Mwantimba,Wet,Wet_P3_T2,P3,Main,pasture,collection,Wet,21/03/2017,16:40,33.9,29.6
147,Mwantimba,Wet,Wet_P3_T3,P3,Main,pasture,collection,Wet,22/03/2017,16:50,32.5,37.1
148,Mwantimba,Wet,Wet_P3_T4,P3,Main,pasture,collection,Wet,22/03/2017,09:05,23.2,38.3
149,Mwantimba,Wet,Wet_P3_T5,P3,Main,pasture,collection,Wet,22/03/2017,09:15,24.1,39.1
150,Mwantimba,Wet,Wet_P3_T6,P3,Main,pasture,collection,Wet,22/03/2017,09:25,23,36
151,Mwantimba,Wet,Wet_P3_T7,P3,Main,pasture,collection,Wet,22/03/2017,09:35,24,34.8
152,Mwantimba,Wet,Wet_P3_T8,P3,Main,pasture,collection,Wet,22/03/2017,09:45,22.5,27.6
153,Mwantimba,Wet,Wet_P4_T1,P4,Main,pasture,collection,Wet,22/03/2017,10:00,24.8,31.3
154,Mwantimba,Wet,Wet_P4_T2,P4,Main,pasture,collection,Wet,22/03/2017,10:10,22.9,39.2
155,Mwantimba,Wet,Wet_P4_T3,P4,Main,pasture,collection,Wet,22/03/2017,10:20,23.2,32.7
156,Mwantimba,Wet,Wet_P4_T4,P4,Main,pasture,collection,Wet,22/03/2017,10:30,24.4,32.6
157,Mwantimba,Wet,Wet_P4_T5,P4,Main,pasture,collection,Wet,22/03/2017,10:35,26.4,35
158,Mwantimba,Wet,Wet_P4_T6,P4,Main,pasture,collection,Wet,22/03/2017,10:45,25.3,32.5
159,Mwantimba,Wet,Wet_P4_T7,P4,Main,pasture,collection,Wet,22/03/2017,,,
160,Mwantimba,Wet,Wet_P4_T8,P4,Main,pasture,collection,Wet,22/03/2017,11:15,25.6,20.9
161,Handajega,Wet,Wet_W1_T1,W1,Main,wild,collection,Wet,20/03/2017,13:25,41.2,3.6
162,Handajega,Wet,Wet_W1_T2,W1,Main,wild,collection,Wet,20/03/2017,13:33,41.7,4.1
163,Handajega,Wet,Wet_W1_T3,W1,Main,wild,collection,Wet,20/03/2017,13:45,39.6,4.4
164,Handajega,Wet,Wet_W1_T4,W1,Main,wild,collection,Wet,20/03/2017,13:55,40.2,3.3
165,Handajega,Wet,Wet_W1_T5,W1,Main,wild,collection,Wet,20/03/2017,14:10,38.3,4.8
166,Handajega,Wet,Wet_W1_T6,W1,Main,wild,collection,Wet,20/03/2017,14:20,37.4,3.7
167,Handajega,Wet,Wet_W1_T7,W1,Main,wild,collection,Wet,20/03/2017,14:30,35.3,4.9
168,Handajega,Wet,Wet_W1_T8,W1,Main,wild,collection,Wet,20/03/2017,14:40,38.9,5.1
169,Handajega,Wet,Wet_W2_T1,W2,Main,wild,collection,Wet,20/03/2017,15:20,42.2,4.8
170,Handajega,Wet,Wet_W2_T2,W2,Main,wild,collection,Wet,20/03/2017,15:35,39.3,8.5
171,Handajega,Wet,Wet_W2_T3,W2,Main,wild,collection,Wet,20/03/2017,15:40,39.4,5.9
172,Handajega,Wet,Wet_W2_T4,W2,Main,wild,collection,Wet,20/03/2017,15:50,40.4,5.1
173,Handajega,Wet,Wet_W2_T5,W2,Main,wild,collection,Wet,20/03/2017,16:00,41.8,3.3
174,Handajega,Wet,Wet_W2_T6,W2,Main,wild,collection,Wet,20/03/2017,16:10,38.9,13.5
175,Handajega,Wet,Wet_W2_T7,W2,Main,wild,collection,Wet,20/03/2017,16:15,41.4,5.3
176,Handajega,Wet,Wet_W2_T8,W2,Main,wild,collection,Wet,20/03/2017,16:25,38.4,6.3
177,Handajega,Wet,Wet_W3_T1,W3,Main,wild,collection,Wet,21/03/2017,11:00,32.4,13.3
178,Handajega,Wet,Wet_W3_T2,W3,Main,wild,collection,Wet,21/03/2017,11:10,34.8,8.1
179,Handajega,Wet,Wet_W3_T3,W3,Main,wild,collection,Wet,21/03/2017,11:15,33.2,7.1
180,Handajega,Wet,Wet_W3_T4,W3,Main,wild,collection,Wet,21/03/2017,11:30,33.6,5.3
181,Handajega,Wet,Wet_W3_T5,W3,Main,wild,collection,Wet,21/03/2017,11:35,33.1,7.7
182,Handajega,Wet,Wet_W3_T6,W3,Main,wild,collection,Wet,21/03/2017,11:40,33.2,7.1
183,Handajega,Wet,Wet_W3_T7,W3,Main,wild,collection,Wet,21/03/2017,11:50,34.2,5.7
184,Handajega,Wet,Wet_W3_T8,W3,Main,wild,collection,Wet,21/03/2017,12:00,32.6,7.6
185,Handajega,Wet,Wet_W4_T1,W4,Main,wild,collection,Wet,21/03/2017,13:20,38.7,9.6
186,Handajega,Wet,Wet_W4_T2,W4,Main,wild,collection,Wet,21/03/2017,13:30,36.5,7
187,Handajega,Wet,Wet_W4_T3,W4,Main,wild,collection,Wet,21/03/2017,13:40,34.7,10.2
188,Handajega,Wet,Wet_W4_T4,W4,Main,wild,collection,Wet,21/03/2017,13:45,36.5,10.3
189,Handajega,Wet,Wet_W4_T5,W4,Main,wild,collection,Wet,21/03/2017,13:55,33.9,7.5
190,Handajega,Wet,Wet_W4_T6,W4,Main,wild,collection,Wet,21/03/2017,14:05,36.7,11.8
191,Handajega,Wet,Wet_W4_T7,W4,Main,wild,collection,Wet,21/03/2017,14:10,38.5,9.3
192,Handajega,Wet,Wet_W4_T8,W4,Main,wild,collection,Wet,21/03/2017,14:20,33.5,9.8
193,Makao,Dry,Dry_Ag1_CG4,CG4,CG,wild,collection,Wet,19/03/2017,16:20,34,16.8
194,Makao,Dry,Dry_Ag2_CG3,CG3,CG,wild,collection,Wet,19/03/2017,17:15,34.7,14.1
195,Makao,Dry,Dry_Ag3_CG2,CG2,CG,wild,collection,Wet,20/03/2017,10:15,23.4,32.7
196,Makao,Dry,Dry_Ag4_CG1,CG1,CG,wild,collection,Wet,20/03/2017,09:30,23.6,27.4
197,Makao,Dry,Dry_P1_CG2,CG2,CG,wild,collection,Wet,20/03/2017,10:15,24.3,19.1
198,Makao,Dry,Dry_P2_CG3,CG3,CG,wild,collection,Wet,19/03/2017,17:15,32,14.9
199,Makao,Dry,Dry_P3_CG1,CG1,CG,wild,collection,Wet,20/03/2017,09:30,23.7,9.7
200,Makao,Dry,Dry_P4_CG4,CG4,CG,wild,collection,Wet,19/03/2017,16:20,30.1,18.4
201,Maswa,Dry,Dry_W3_CG4,CG4,CG,wild,collection,Wet,19/03/2017,16:20,30.4,18.9
202,Maswa,Dry,Dry_W2_CG1,CG1,CG,wild,collection,Wet,20/03/2017,09:30,23.3,16.4
203,Maswa,Dry,Dry_W1_CG2,CG2,CG,wild,collection,Wet,20/03/2017,10:15,31.1,23.3
204,Maswa,Dry,Dry_W4_CG3,CG3,CG,wild,collection,Wet,19/03/2017,17:15,32.7,16.4
205,Mwantimba,Wet,Wet_Ag1_CG2,CG2,CG,wild,collection,Wet,20/03/2017,10:15,23.2,23.4
206,Mwantimba,Wet,Wet_Ag2_CG1,CG1,CG,wild,collection,Wet,20/03/2017,09:30,24.1,12.4
207,Mwantimba,Wet,Wet_Ag3_CG4,CG4,CG,wild,collection,Wet,19/03/2017,16:20,33.1,16.3
208,Mwantimba,Wet,Wet_Ag4_CG3,CG3,CG,wild,collection,Wet,19/03/2017,17:15,31.9,16.3
209,Mwantimba,Wet,Wet_P1_CG2,CG2,CG,wild,collection,Wet,20/03/2017,10:15,23,19.1
210,Mwantimba,Wet,Wet_P2_CG4,CG4,CG,wild,collection,Wet,19/03/2017,16:20,32.2,18.5
211,Mwantimba,Wet,Wet_P3_CG1,CG1,CG,wild,collection,Wet,20/03/2017,09:30,23.5,10.6
212,Mwantimba,Wet,Wet_P4_CG3,CG3,CG,wild,collection,Wet,19/03/2017,17:15,31.6,16.4
213,Handajega,Wet,Wet_W1_CG4,CG4,CG,wild,collection,Wet,19/03/2017,16:20,31.3,15.5
214,Handajega,Wet,Wet_W2_CG3,CG3,CG,wild,collection,Wet,19/03/2017,17:15,34.2,12
215,Handajega,Wet,Wet_W3_CG1,CG1,CG,wild,collection,Wet,20/03/2017,09:30,24.9,13.4
216,Handajega,Wet,Wet_W4_CG2,CG2,CG,wild,collection,Wet,20/03/2017,10:15,24.5,16
217,Seronera,Intermediate,Local1_CG1,CG1,CG,wild,collection,Wet,20/03/2017,09:30,24.3,15.7
218,Seronera,Intermediate,Local2_CG2,CG2,CG,wild,collection,Wet,20/03/2017,10:15,23.5,19.5
219,Seronera,Intermediate,Local3_CG3,CG3,CG,wild,collection,Wet,19/03/2017,17:15,31.8,14
220,Seronera,Intermediate,Local4_CG4,CG4,CG,wild,collection,Wet,19/03/2017,16:20,32.1,15.8
