Season;Plot;Site;Region;Landuse;Block;Blockcode;Treatment;Littertype;Teabag code;Initial weight including bag, cord and label (g);Initial weight tea only (g);Ashed subsample percentage controll initial tea only (%);Ashed initial corrected weight  tea only (g);Final weight including bag and cord, no label (g);Final weight  tea only (g);Ashed final subsample percentage  (%);Ashed final corrected weight  tea only (g);Burial date;Recovery date;incubation time red and green tea (days);Massloss (g) Ash uncorrected;Massloss (g);rain.sum (mm);CLAY %;SILT %;SAND %;Soil.Class;OC %;N.D. tree (m);N.D.Mound (m);Mound type;Tree with ants;Moisture %;Temperature (C);Lat;Long;Sign of termite cheeting;Sign of hole(s);Sign of roots 
Wet;10;Makao;Dry;Agriculture;2;Dry_Ag2_T2;Exclosed;Rooibos;R515;2.205;1.955;2.28;1.911;1.385;1.235;4.202;1.183;31.01.2017;24.03.2017;52;0.721;0.728;194.4383925;21.13;3.09;75.78;sandy clay loam;1.46;16.8;30;M;0;14.65;24.3;-3.397811987;34.83696898;NO;NO;NO
Wet;11;Makao;Dry;Agriculture;2;Dry_Ag2_T3;Exclosed;Rooibos;R2;2.268;2.018;2.28;1.972;1.430;1.279;4.609;1.220;31.01.2017;24.03.2017;52;0.739;0.752;194.4383925;21.13;3.09;75.78;sandy clay loam;2.46;11.4;24.4;M;0;21.1;24.05;-3.39779296;34.837103;NO;NO;NO
Wet;12;Makao;Dry;Agriculture;2;Dry_Ag2_T4;Exclosed;Rooibos;R123;2.261;2.011;2.28;1.965;;;;;31.01.2017;;;;;;21.13;3.09;75.78;sandy clay loam;3.46;;;;;25.8;21.7;-3.397905026;34.83712303;NO;NO;NO
Wet;13;Makao;Dry;Agriculture;2;Dry_Ag2_T5;Exclosed;Rooibos;R3;2.242;1.992;2.28;1.947;1.490;1.339;3.008;1.299;31.01.2017;24.03.2017;52;0.653;0.648;194.4383925;21.13;3.09;75.78;sandy clay loam;4.46;11.4;31;M;0;20.8;23.4;-3.39790402;34.83702798;NO;NO;NO
Wet;14;Makao;Dry;Agriculture;2;Dry_Ag2_T6;Exclosed;Rooibos;R282;2.183;1.933;2.28;1.889;1.567;1.416;2.904;1.375;31.01.2017;24.03.2017;52;0.517;0.514;194.4383925;21.13;3.09;75.78;sandy clay loam;5.46;28.4;42.4;M;0;15.7;24.1;-3.397854986;34.83687401;NO;NO;NO
Wet;15;Makao;Dry;Agriculture;2;Dry_Ag2_T7;Exclosed;Rooibos;R99;2.192;1.942;2.28;1.898;1.355;1.204;7.700;1.112;31.01.2017;24.03.2017;52;0.738;0.786;194.4383925;21.13;3.09;75.78;sandy clay loam;6.46;15.8;30.4;M;0;23.9;23.95;-3.397806035;34.83702396;NO;NO;YES
Wet;16;Makao;Dry;Agriculture;2;Dry_Ag2_T8;Exclosed;Rooibos;R154;2.201;1.951;2.28;1.907;1.421;1.270;4.058;1.219;31.01.2017;24.03.2017;52;0.681;0.688;194.4383925;21.13;3.09;75.78;sandy clay loam;7.46;8;12.4;M;0;17.5;24.05;-3.397766976;34.83718104;NO;NO;YES
Wet;17;Makao;Dry;Agriculture;3;Dry_Ag3_T1;Exclosed;Rooibos;R380;2.280;2.030;2.28;1.984;1.627;1.477;3.360;1.427;01.02.2017;24.03.2017;51;0.554;0.557;185.6300658;54.08;21.26;24.65;clay;1.84;;;;;35.9;21.35;-3.385409033;34.81890103;NO;NO;YES
Wet;18;Makao;Dry;Agriculture;3;Dry_Ag3_T2;Exclosed;Rooibos;R274;2.188;1.938;2.28;1.894;1.606;1.455;4.634;1.388;01.02.2017;24.03.2017;51;0.483;0.506;185.6300658;54.08;21.26;24.65;clay;2.84;;;;;36.95;21.35;-3.385375002;34.81894;NO;NO;YES
Wet;19;Makao;Dry;Agriculture;3;Dry_Ag3_T3;Exclosed;Rooibos;R566;2.117;1.867;2.28;1.825;1.450;1.299;8.440;1.189;01.02.2017;24.03.2017;51;0.568;0.635;185.6300658;54.08;21.26;24.65;clay;3.84;;;;;39.3;21.1;-3.385358993;34.81899197;NO;NO;NO
Wet;20;Makao;Dry;Agriculture;3;Dry_Ag3_T4;Exclosed;Rooibos;R110;2.253;2.003;2.28;1.957;1.678;1.527;6.497;1.428;01.02.2017;24.03.2017;51;0.476;0.529;185.6300658;54.08;21.26;24.65;clay;4.84;;;;;40.05;21.35;-3.385396963;34.81897797;NO;NO;NO
Wet;21;Makao;Dry;Agriculture;3;Dry_Ag3_T5;Exclosed;Rooibos;R79;2.189;1.939;2.28;1.895;1.409;1.258;6.743;1.173;01.02.2017;24.03.2017;51;0.681;0.722;185.6300658;54.08;21.26;24.65;clay;5.84;;;;;34.15;20.6;-3.385401992;34.81894604;NO;NO;NO
Wet;22;Makao;Dry;Agriculture;3;Dry_Ag3_T6;Exclosed;Rooibos;R45;2.199;1.949;2.28;1.905;1.491;1.340;3.380;1.295;01.02.2017;24.03.2017;51;0.609;0.610;185.6300658;54.08;21.26;24.65;clay;6.84;;;;;34.55;21.5;-3.385447003;34.81894696;NO;NO;NO
Wet;23;Makao;Dry;Agriculture;3;Dry_Ag3_T7;Exclosed;Rooibos;R132;2.133;1.883;2.28;1.840;1.524;1.373;1.798;1.349;01.02.2017;24.03.2017;51;0.510;0.492;185.6300658;54.08;21.26;24.65;clay;7.84;;;;;34.5;20.65;-3.385420013;34.81885602;NO;NO;NO
Wet;24;Makao;Dry;Agriculture;3;Dry_Ag3_T8;Exclosed;Rooibos;R71;2.244;1.994;2.28;1.949;1.308;1.158;5.658;1.092;01.02.2017;24.03.2017;51;0.837;0.856;185.6300658;54.08;21.26;24.65;clay;8.84;;;;;36.95;21.1;-3.385382965;34.81887798;NO;NO;NO
Wet;25;Makao;Dry;Agriculture;4;Dry_Ag4_T1;Exclosed;Rooibos;R104;2.211;1.961;2.28;1.916;1.418;1.268;3.819;1.219;01.02.2017;24.03.2017;51;0.693;0.697;185.6300658;51.96;18.92;29.12;clay;1.85;;;;;36.85;21.35;-3.384912992;34.81889902;NO;NO;NO
Wet;26;Makao;Dry;Agriculture;4;Dry_Ag4_T2;Exclosed;Rooibos;R189;2.274;2.024;2.28;1.978;1.464;1.313;2.972;1.274;01.02.2017;24.03.2017;51;0.711;0.704;185.6300658;51.96;18.92;29.12;clay;2.85;;;;;31.3;20.7;-3.384969;34.818908;NO;NO;NO
Wet;27;Makao;Dry;Agriculture;4;Dry_Ag4_T3;Exclosed;Rooibos;R217;2.211;1.961;2.28;1.916;1.539;1.389;3.516;1.340;01.02.2017;24.03.2017;51;0.573;0.577;185.6300658;51.96;18.92;29.12;clay;3.85;;;;;28.9;21.4;-3.384935036;34.81894302;NO;NO;NO
Wet;28;Makao;Dry;Agriculture;4;Dry_Ag4_T4;Exclosed;Rooibos;R172;2.152;1.902;2.28;1.859;1.467;1.316;4.657;1.255;01.02.2017;24.03.2017;51;0.586;0.604;185.6300658;51.96;18.92;29.12;clay;4.85;;;;;33.4;20.6;-3.385007037;34.81888896;NO;NO;NO
Wet;29;Makao;Dry;Agriculture;4;Dry_Ag4_T5;Exclosed;Rooibos;R349;2.247;1.997;2.28;1.952;;;3.082;;01.02.2017;24.03.2017;51;;;185.6300658;51.96;18.92;29.12;clay;5.85;;;;;28.4;21.05;-3.384948028;34.81885401;NO;NO;NO
Wet;30;Makao;Dry;Agriculture;4;Dry_Ag4_T6;Exclosed;Rooibos;R296;2.226;1.976;2.28;1.931;1.365;1.215;3.930;1.167;01.02.2017;24.03.2017;51;0.762;0.764;185.6300658;51.96;18.92;29.12;clay;6.85;;;;;26.9;20.7;-3.38496496;34.81879097;NO;NO;NO
Wet;31;Makao;Dry;Agriculture;4;Dry_Ag4_T7;Exclosed;Rooibos;R323;2.195;1.945;2.28;1.901;1.425;1.274;20.058;1.019;01.02.2017;24.03.2017;51;0.671;0.882;185.6300658;51.96;18.92;29.12;clay;7.85;;;;;33;20.95;-3.384840991;34.818839;NO;NO;YES
Wet;32;Makao;Dry;Agriculture;4;Dry_Ag4_T8;Exclosed;Rooibos;R156;2.246;1.996;2.28;1.951;1.263;1.112;5.556;1.050;01.02.2017;24.03.2017;51;0.884;0.900;185.6300658;51.96;18.92;29.12;clay;8.85;;;;;32.85;20.9;-3.384901006;34.81897999;NO;NO;YES
Wet;33;Makao;Dry;Pasture;1;Dry_P1_T1;Exclosed;Rooibos;R452;2.232;1.982;2.28;1.937;1.602;1.451;4.532;1.386;30.01.2017;26.03.2017;55;0.531;0.551;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;9.5;17.2;G;0;30.5;25.25;-3.409203999;34.85275101;NO;NO;YES
Wet;34;Makao;Dry;Pasture;1;Dry_P1_T2;Exclosed;Rooibos;R24;2.140;1.890;2.28;1.847;1.466;1.316;7.484;1.217;30.01.2017;26.03.2017;55;0.575;0.630;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;6.5;14.2;G;0;21;25.55;-3.409235012;34.85278202;NO;NO;YES
Wet;35;Makao;Dry;Pasture;1;Dry_P1_T3;Exclosed;Rooibos;R69;2.215;1.965;2.28;1.920;1.498;1.347;7.336;1.249;30.01.2017;26.03.2017;55;0.618;0.672;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;0.7;10.6;G;0;10.9;24.45;-3.409177009;34.85281899;NO;NO;YES
Wet;36;Makao;Dry;Pasture;1;Dry_P1_T4;Exclosed;Rooibos;R97;2.296;2.046;2.28;2.000;1.671;1.520;2.087;1.489;30.01.2017;26.03.2017;55;0.526;0.511;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;3.3;4.9;G;1;14.1;24.75;-3.40917198;34.85296098;NO;NO;YES
Wet;37;Makao;Dry;Pasture;1;Dry_P1_T5;Exclosed;Rooibos;R89;2.195;1.945;2.28;1.901;1.425;1.274;8.272;1.169;30.01.2017;26.03.2017;55;0.671;0.732;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;8.3;27.8;G;0;19.3;24.55;-3.409070978;34.85271203;NO;NO;YES
Wet;38;Makao;Dry;Pasture;1;Dry_P1_T6;Exclosed;Rooibos;R147;2.196;1.946;2.28;1.902;1.381;1.230;6.895;1.146;30.01.2017;26.03.2017;55;0.716;0.756;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;2;20.4;O;0;20.9;24.1;-3.409280023;34.85261296;NO;NO;NO
Wet;39;Makao;Dry;Pasture;1;Dry_P1_T7;Exclosed;Rooibos;R65;2.256;2.006;2.28;1.960;1.519;1.368;3.368;1.322;30.01.2017;26.03.2017;55;0.638;0.639;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;2.4;18;G;1;26.9;23.3;-3.40938597;34.85285503;NO;NO;YES
Wet;40;Makao;Dry;Pasture;1;Dry_P1_T8;Exclosed;Rooibos;R420;2.275;2.025;2.28;1.979;1.660;1.509;4.786;1.437;30.01.2017;26.03.2017;55;0.516;0.542;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;8.7;19.3;G;0;31.9;23.9;-3.409153959;34.85275503;NO;NO;NO
Wet;41;Makao;Dry;Pasture;2;Dry_P2_T1;Exclosed;Rooibos;R77;2.175;1.925;2.28;1.881;1.543;1.392;6.053;1.308;31.01.2017;26.03.2017;54;0.533;0.573;214.2628987;19.96;4.92;75.12;sandy loam;1.64;4;19.1;G;0;21.9;24.5;-3.408342004;34.85028304;NO;NO;YES
Wet;42;Makao;Dry;Pasture;2;Dry_P2_T2;Exclosed;Rooibos;R81;2.004;1.754;2.28;1.714;1.528;1.377;2.504;1.343;31.01.2017;26.03.2017;54;0.377;0.371;214.2628987;19.96;4.92;75.12;sandy loam;1.64;5.9;12.7;G;0;19;22.95;-3.408407969;34.85029503;NO;NO;NO
Wet;43;Makao;Dry;Pasture;2;Dry_P2_T3;Exclosed;Rooibos;R117;2.203;1.953;2.28;1.909;1.616;1.465;1.844;1.438;31.01.2017;26.03.2017;54;0.488;0.471;214.2628987;19.96;4.92;75.12;sandy loam;1.64;5;26.3;G;0;18.3;21.8;-3.408236979;34.85019;NO;NO;YES
Wet;44;Makao;Dry;Pasture;2;Dry_P2_T4;Exclosed;Rooibos;R6;2.226;1.976;2.28;1.931;1.529;1.379;3.878;1.325;31.01.2017;26.03.2017;54;0.597;0.606;214.2628987;19.96;4.92;75.12;sandy loam;1.64;2.6;39.2;G;0;20.6;22.65;-3.408152992;34.85016896;NO;NO;NO
Wet;45;Makao;Dry;Pasture;2;Dry_P2_T5;Exclosed;Rooibos;R74;2.334;2.084;2.28;2.037;1.592;1.442;3.105;1.397;31.01.2017;26.03.2017;54;0.643;0.640;214.2628987;19.96;4.92;75.12;sandy loam;1.64;2.3;9.3;O;0;24.4;22.15;-3.408178976;34.85051698;NO;NO;NO
Wet;46;Makao;Dry;Pasture;2;Dry_P2_T6;Exclosed;Rooibos;R102;2.247;1.997;2.28;1.952;;;;;31.01.2017;26.03.2017;54;;;214.2628987;19.96;4.92;75.12;sandy loam;1.64;;;;;22.5;20.1;-3.408473013;34.85040198;NO;NO;NO
Wet;47;Makao;Dry;Pasture;2;Dry_P2_T7;Exclosed;Rooibos;R76;2.297;2.047;2.28;2.000;1.665;1.514;3.059;1.468;31.01.2017;26.03.2017;54;0.533;0.532;214.2628987;19.96;4.92;75.12;sandy loam;1.64;5.2;5.2;G;0;23.7;22.6;-3.408481982;34.85002404;NO;NO;NO
Wet;48;Makao;Dry;Pasture;2;Dry_P2_T8;Exclosed;Rooibos;R107;2.190;1.940;2.28;1.896;1.535;1.384;3.443;1.337;31.01.2017;26.03.2017;54;0.556;0.559;214.2628987;19.96;4.92;75.12;sandy loam;1.64;7.3;27.2;M;0;21.8;21.65;-3.408199009;34.85025496;NO;NO;NO
Wet;49;Makao;Dry;Pasture;3;Dry_P3_T1;Exclosed;Rooibos;R155;2.206;1.956;2.28;1.912;1.591;1.440;10.705;1.286;31.01.2017;26.03.2017;54;0.516;0.625;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;10.4;36;M;1;26.2;26.55;-3.406225992;34.85055998;NO;NO;YES
Wet;50;Makao;Dry;Pasture;3;Dry_P3_T2;Exclosed;Rooibos;R98;2.196;1.946;2.28;1.902;;;;;31.01.2017;26.03.2017;54;;;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;10;22.5;M;1;31.4;22.4;-3.40626304;34.85056601;NO;NO;NO
Wet;51;Makao;Dry;Pasture;3;Dry_P3_T3;Exclosed;Rooibos;R29;2.240;1.990;2.28;1.945;1.495;1.344;3.833;1.293;31.01.2017;26.03.2017;54;0.646;0.652;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;3;18;O;0;20.2;27.4;-3.406392038;34.85069602;NO;NO;YES
Wet;52;Makao;Dry;Pasture;3;Dry_P3_T4;Exclosed;Rooibos;R312;2.236;1.986;2.28;1.941;1.546;1.395;9.824;1.258;31.01.2017;26.03.2017;54;0.591;0.683;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;13.4;67;M;1;29.8;25.8;-3.406157;34.850739;NO;NO;YES
Wet;53;Makao;Dry;Pasture;3;Dry_P3_T5;Exclosed;Rooibos;R113;2.202;1.952;2.28;1.908;;;;;31.01.2017;26.03.2017;54;;;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;;;;;20.2;22.2;-3.406114;34.850596;NO;NO;NO
Wet;54;Makao;Dry;Pasture;3;Dry_P3_T6;Exclosed;Rooibos;R441;2.128;1.878;2.28;1.835;;;;;31.01.2017;26.03.2017;54;;;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;;;;;30.1;22.2;-3.406058019;34.85046602;NO;NO;NO
Wet;55;Makao;Dry;Pasture;3;Dry_P3_T7;Exclosed;Rooibos;R54b;;;2.28;;1.521;1.370;10.692;1.224;31.01.2017;26.03.2017;54;;;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;15.8;45;M;1;33;25.9;-3.406138988;34.85057498;NO;NO;NO
Wet;56;Makao;Dry;Pasture;3;Dry_P3_T8;Exclosed;Rooibos;R58;2.176;1.926;2.28;1.882;1.598;1.447;3.137;1.402;31.01.2017;26.03.2017;54;0.479;0.480;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;15.4;30.8;M;0;29.5;27.6;-3.40629003;34.85044196;NO;NO;NO
Wet;57;Makao;Dry;Pasture;4;Dry_P4_T1;Exclosed;Rooibos;R435;2.141;1.891;2.28;1.848;1.459;1.309;7.367;1.212;31.01.2017;26.03.2017;54;0.582;0.636;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;3.3;28.4;O;1;31.6;26.9;-3.406423973;34.85121301;NO;NO;YES
Wet;58;Makao;Dry;Pasture;4;Dry_P4_T2;Exclosed;Rooibos;R31;2.159;1.909;2.28;1.866;1.186;1.035;;;31.01.2017;26.03.2017;54;0.874;;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;1.4;54.4;O;0;31.6;26.7;-3.406502008;34.85105602;NO;NO;NO
Wet;59;Makao;Dry;Pasture;4;Dry_P4_T3;Exclosed;Rooibos;R120;2.245;1.995;2.28;1.950;1.469;1.318;3.837;1.268;31.01.2017;26.03.2017;54;0.677;0.682;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;3.3;46;O;0;27.9;27.05;-3.406235967;34.85110799;NO;NO;NO
Wet;60;Makao;Dry;Pasture;4;Dry_P4_T4;Exclosed;Rooibos;R390;2.248;1.998;2.28;1.953;1.531;1.380;9.707;1.246;31.01.2017;26.03.2017;54;0.618;0.706;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;2.4;10.2;O;0;22.5;28.6;-3.406281983;34.85137898;NO;YES;NO
Wet;61;Makao;Dry;Pasture;4;Dry_P4_T5;Exclosed;Rooibos;R143;2.156;1.906;2.28;1.863;1.581;1.430;5.676;1.349;31.01.2017;26.03.2017;54;0.476;0.513;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;5.6;34.2;O;0;20.4;27.45;-3.406569986;34.85132399;NO;NO;NO
Wet;62;Makao;Dry;Pasture;4;Dry_P4_T6;Exclosed;Rooibos;R448;2.203;1.953;2.28;1.909;1.538;1.387;6.746;1.294;31.01.2017;26.03.2017;54;0.566;0.615;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;4.2;40.4;O;0;24.7;26.8;-3.406518018;34.85121402;NO;NO;NO
Wet;63;Makao;Dry;Pasture;4;Dry_P4_T7;Exclosed;Rooibos;R423;2.176;1.926;2.28;1.882;1.636;1.485;8.040;1.366;31.01.2017;26.03.2017;54;0.441;0.516;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;4.9;45;O;0;22.9;28.25;-3.406334035;34.85117203;NO;NO;YES
Wet;64;Makao;Dry;Pasture;4;Dry_P4_T8;Exclosed;Rooibos;R550;2.177;1.927;2.28;1.883;1.693;1.542;15.844;1.298;31.01.2017;26.03.2017;54;0.385;0.585;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;3;22.8;O;1;34.6;22.7;-3.406340992;34.85126004;NO;NO;NO
Wet;65;Maswa;Dry;Wild;1;Dry_W1_T1;Exclosed;Rooibos;R333;2.270;2.020;2.28;1.974;1.632;1.481;3.944;1.423;01.02.2017;24.03.2017;51;0.539;0.551;185.6300658;47.96;22.92;29.12;clay;2.88;13.8;13.8;O;1;32.3;22.75;-3.299396038;34.84824096;NO;NO;YES
Wet;66;Maswa;Dry;Wild;1;Dry_W1_T2;Exclosed;Rooibos;R252;2.207;1.957;2.28;1.913;1.658;1.508;;;01.02.2017;24.03.2017;51;0.449;;185.6300658;47.96;22.92;29.12;clay;3.88;8;19.8;O;1;30.6;21.95;-3.299309034;34.84840499;NO;NO;NO
Wet;67;Maswa;Dry;Wild;1;Dry_W1_T3;Exclosed;Rooibos;R44;2.248;1.998;2.28;1.953;1.543;1.392;3.210;1.348;01.02.2017;24.03.2017;51;0.606;0.605;185.6300658;47.96;22.92;29.12;clay;4.88;5.5;5.5;O;1;29.9;20.7;-3.299434008;34.84851496;NO;NO;NO
Wet;68;Maswa;Dry;Wild;1;Dry_W1_T4;Exclosed;Rooibos;R9;2.268;2.018;2.28;1.972;1.705;1.554;6.194;1.458;01.02.2017;24.03.2017;51;0.464;0.514;185.6300658;47.96;22.92;29.12;clay;5.88;9.7;23.4;O;1;29.85;21.2;-3.29911801;34.84824699;NO;NO;NO
Wet;69;Maswa;Dry;Wild;1;Dry_W1_T5;Exclosed;Rooibos;R251;2.266;2.016;2.28;1.970;1.898;1.747;14.026;1.502;01.02.2017;24.03.2017;51;0.269;0.468;185.6300658;47.96;22.92;29.12;clay;6.88;14.4;24.4;O;1;31.25;23.45;-3.299318003;34.84823501;NO;NO;YES
Wet;70;Maswa;Dry;Wild;1;Dry_W1_T6;Exclosed;Rooibos;R266;2.172;1.922;2.28;1.878;1.599;1.448;2.940;1.406;01.02.2017;24.03.2017;51;0.474;0.473;185.6300658;47.96;22.92;29.12;clay;7.88;15;28;O;0;32.15;23.7;-3.299381034;34.84831204;NO;NO;YES
Wet;71;Maswa;Dry;Wild;1;Dry_W1_T7;Exclosed;Rooibos;R528;2.102;1.852;2.28;1.810;1.578;1.427;2.689;1.389;01.02.2017;24.03.2017;51;0.425;0.421;185.6300658;47.96;22.92;29.12;clay;8.88;15.5;32;O;1;29.35;21.95;-3.299242985;34.84790099;NO;NO;NO
Wet;72;Maswa;Dry;Wild;1;Dry_W1_T8;Exclosed;Rooibos;R14;2.181;1.931;2.28;1.887;1.560;1.410;3.057;1.367;01.02.2017;24.03.2017;51;0.522;0.521;185.6300658;47.96;22.92;29.12;clay;9.88;2.6;44;O;1;32;21.9;-3.299654033;34.84815102;NO;NO;NO
Wet;73;Maswa;Dry;Wild;2;Dry_W2_T1;Exclosed;Rooibos;R393;2.183;1.933;2.28;1.889;1.660;1.509;2.477;1.472;01.02.2017;24.03.2017;51;0.424;0.417;185.6300658;45.27;23.60;31.12;clay;2.05;9.1;10;M;1;27.85;26.15;-3.302586023;34.84804801;NO;NO;YES
Wet;74;Maswa;Dry;Wild;2;Dry_W2_T2;Exclosed;Rooibos;R138;2.314;2.064;2.28;2.017;1.685;1.534;3.687;1.478;01.02.2017;24.03.2017;51;0.530;0.539;185.6300658;45.27;23.60;31.12;clay;3.05;7.7;9.4;M;1;24.65;24.35;-3.302577976;34.84804197;NO;NO;NO
Wet;75;Maswa;Dry;Wild;2;Dry_W2_T3;Exclosed;Rooibos;R311;2.272;2.022;2.28;1.976;1.672;1.521;3.536;1.467;01.02.2017;24.03.2017;51;0.501;0.509;185.6300658;45.27;23.60;31.12;clay;4.05;6.1;13.8;O;0;27.15;25.65;-3.302687025;34.84792697;NO;NO;NO
Wet;76;Maswa;Dry;Wild;2;Dry_W2_T4;Exclosed;Rooibos;R183;2.262;2.012;2.28;1.966;1.749;1.598;2.263;1.562;01.02.2017;24.03.2017;51;0.414;0.404;185.6300658;45.27;23.60;31.12;clay;5.05;6.7;19.3;M;1;26.8;23.7;-3.302456019;34.84787199;NO;NO;NO
Wet;77;Maswa;Dry;Wild;2;Dry_W2_T5;Exclosed;Rooibos;R228;2.204;1.954;2.28;1.910;2.243;2.092;25.765;1.553;01.02.2017;24.03.2017;51;-0.138;0.356;185.6300658;45.27;23.60;31.12;clay;6.05;3.1;9.8;O;1;25.95;25.95;-3.302328028;34.84822302;NO;NO;NO
Wet;78;Maswa;Dry;Wild;2;Dry_W2_T6;Exclosed;Rooibos;R100;2.255;2.005;2.28;1.959;1.722;1.572;2.836;1.527;01.02.2017;24.03.2017;51;0.434;0.432;185.6300658;45.27;23.60;31.12;clay;7.05;10.4;15.4;M;1;24.15;27.75;-3.302568002;34.84816703;NO;NO;NO
Wet;79;Maswa;Dry;Wild;2;Dry_W2_T7;Exclosed;Rooibos;R56;2.183;1.933;2.28;1.889;1.644;1.493;1.884;1.465;01.02.2017;24.03.2017;51;0.440;0.424;185.6300658;45.27;23.60;31.12;clay;8.05;3;5;G;1;26.9;26.25;-3.30262701;34.84840801;NO;NO;NO
Wet;80;Maswa;Dry;Wild;2;Dry_W2_T8;Exclosed;Rooibos;R68;2.237;1.987;2.28;1.942;1.639;1.488;10.360;1.334;01.02.2017;24.03.2017;51;0.499;0.608;185.6300658;45.27;23.60;31.12;clay;9.05;2.7;12.4;O;1;28.55;27.45;-3.302853992;34.847989;NO;NO;NO
Wet;81;Maswa;Dry;Wild;3;Dry_W3_T1;Exclosed;Rooibos;R293;2.165;1.915;2.28;1.872;1.736;1.585;2.104;1.552;01.02.2017;24.03.2017;51;0.330;0.319;185.0118508;38.69;26.81;34.50;clay loam;2.55;6.2;13.3;O;0;26.35;26.65;-3.295715963;34.852461;NO;NO;YES
Wet;82;Maswa;Dry;Wild;3;Dry_W3_T2;Exclosed;Rooibos;R368;2.255;2.005;2.28;1.959;1.704;1.553;4.076;1.490;01.02.2017;25.03.2017;52;0.452;0.469;194.930098;38.69;26.81;34.50;clay loam;3.55;2.4;16.6;O;;26.6;23.05;-3.295723004;34.85241699;NO;NO;NO
Wet;83;Maswa;Dry;Wild;3;Dry_W3_T3;Exclosed;Rooibos;R22;2.059;1.809;2.28;1.768;1.637;1.486;7.334;1.377;01.02.2017;25.03.2017;52;0.323;0.391;194.930098;38.69;26.81;34.50;clay loam;4.55;6.4;42;M;1;30.1;25.05;-3.295743037;34.85230903;NO;NO;NO
Wet;84;Maswa;Dry;Wild;3;Dry_W3_T4;Exclosed;Rooibos;R417;2.227;1.977;2.28;1.932;1.582;1.431;7.341;1.326;01.02.2017;25.03.2017;52;0.546;0.606;194.930098;38.69;26.81;34.50;clay loam;5.55;5.5;55.8;M;1;27.75;23.6;-3.295795005;34.85232001;NO;NO;YES
Wet;85;Maswa;Dry;Wild;3;Dry_W3_T5;Exclosed;Rooibos;R391;2.196;1.946;2.28;1.902;1.622;1.471;3.646;1.418;01.02.2017;25.03.2017;52;0.475;0.484;194.930098;38.69;26.81;34.50;clay loam;6.55;8.6;3.8;O;0;26.55;23.15;-3.295710012;34.85228397;NO;NO;NO
Wet;86;Maswa;Dry;Wild;3;Dry_W3_T6;Exclosed;Rooibos;R62;2.366;2.116;2.28;2.068;1.679;1.528;28.338;1.095;01.02.2017;25.03.2017;52;0.588;0.973;194.930098;38.69;26.81;34.50;clay loam;7.55;3.7;7.5;O;0;24.05;25.8;-3.29561404;34.85213703;NO;NO;NO
Wet;87;Maswa;Dry;Wild;3;Dry_W3_T7;Exclosed;Rooibos;R329;2.212;1.962;2.28;1.917;1.709;1.558;5.766;1.468;01.02.2017;25.03.2017;52;0.404;0.449;194.930098;38.69;26.81;34.50;clay loam;8.55;7.5;12.6;O;1;25.85;21.55;-3.295904975;34.85213603;NO;NO;NO
Wet;88;Maswa;Dry;Wild;3;Dry_W3_T8;Exclosed;Rooibos;R288;2.245;1.995;2.28;1.950;;;;;01.02.2017;;;;;;38.69;26.81;34.50;clay loam;9.55;;;;;29.7;21.4;-3.295953004;34.85242504;NO;NO;NO
Wet;89;Maswa;Dry;Wild;4;Dry_W4_T1;Exclosed;Rooibos;R171;2.116;1.866;2.28;1.824;2.053;1.902;19.891;1.524;01.02.2017;25.03.2017;52;-0.036;0.300;194.930098;28.15;25.09;46.77;sandy clay loam;2.17;7.3;35.8;O;0;20.95;24.45;-3.296670998;34.85440702;NO;NO;NO
Wet;90;Maswa;Dry;Wild;4;Dry_W4_T2;Exclosed;Rooibos;R517;2.222;1.972;2.28;1.927;2.275;2.124;22.545;1.645;01.02.2017;25.03.2017;52;-0.152;0.282;194.930098;28.15;25.09;46.77;sandy clay loam;3.17;7.7;30.4;O;0;27.5;23.85;-3.296686001;34.85437199;NO;NO;YES
