Season;Plot;Site;Region;Landuse;Block;Blockcode;Treatment;Littertype;Teabag code;Initial weight including bag, cord and label (g);Initial weight tea only (g);Ashed subsample percentage controll initial tea only (%);Ashed initial corrected weight  tea only (g);Final weight including bag and cord, no label (g);Final weight  tea only (g);Ashed final subsample percentage  (%);Ashed final corrected weight  tea only (g);Burial date;Recovery date;incubation time red and green tea (days);Massloss (g) Ash Uncorrected;rain.sum (mm);CLAY %;SILT %;SAND %;Soil.Class;OC %;N.D. tree (m);N.D.Mound (m);Mound type;Tree with ants;Moisture %;Temperature (C);Lat;Long;Sign of termite cheeting;Sign of hole(s);Sign of roots ;;;;;;;;;;;;;;;;;;;;
Dry;216;Handajega;Dry;Common Garden;2;Wet_W4_CG2;Exclosed;Green;G361;2,059;1,809;;;0,735;0,584;;;26.07.2017;26.09.2017;62;1,225;171,8481842;25,96;8,92;65,12;sandy clay loam;1,7;5,13;5,13;O;1;7,05;29,85;-2,439645035;34,83836599;;;;;;;;;;;;;;;;;;;;;;;
Dry;217;Seronera;Dry;Common Garden;1;Local1_CG1;Exclosed;Green;G204;2,197;1,947;;;0,806;0,655;;;26.07.2017;26.09.2017;62;1,292;171,8481842;29,08;7,2;63,73;sandy clay loam;1,1;13,8;17,4;O;1;7,2;31,25;-2,439403972;34,83840496;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;218;Seronera;Dry;Common Garden;2;Local2_CG2;Exclosed;Green;G170;2,039;1,789;;;0,661;0,51;;;26.07.2017;26.09.2017;62;1,279;171,8481842;21,07;7,31;71,62;sandy clay loam;1,45;5,13;5,13;O;1;6,45;29,15;-2,439645035;34,83836599;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;219;Seronera;Dry;Common Garden;3;Local3_CG3;Exclosed;Green;G123;2,133;1,883;;;0,823;0,672;;;26.07.2017;26.09.2017;62;1,211;171,8481842;21,96;4,92;73,12;sandy clay loam;1,4;7,9;7,9;O;1;5,75;32,75;-2,439599019;34,83841896;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;220;Seronera;Dry;Common Garden;4;Local4_CG4;Exclosed;Green;G53;1,907;1,657;;;;;;;26.07.2017;26.09.2017;62;;171,8481842;15,96;6,92;77,12;sandy loam;0,61;15,2;12,2;O;1;5,3;33,65;-2,439694991;34,83857403;;;YES;;;;;;;;;;;;;;;;;;;;
Dry;1;Makao;Dry;Agriculture;1;Dry_Ag1_T1;Exclosed;Rooibos;R204;2,229;1,979;;;1,887;1,737;;;22.07.2017;29.09.2017;69;0,242;6,900000125;12,57;0,97;86,47;loamy sand;1,02;26,4;41;M;1;3,8;26,9;-3,397861;34,837608;;;;;;;;;;;;;;;;;;;;;;;
Dry;2;Makao;Dry;Agriculture;1;Dry_Ag1_T2;Exclosed;Rooibos;;;;;;;;;;00.01.1900;;;;;12,57;0,97;86,47;loamy sand;2,02;22,4;39,8;M;1;;;-3,397879042;34,83753601;;;;;;;;;;;;;;;;;;;;;;;
Dry;3;Makao;Dry;Agriculture;1;Dry_Ag1_T3;Exclosed;Rooibos;R283;2,21;1,96;;;1,918;1,768;;;22.07.2017;29.09.2017;69;0,193;6,900000125;12,57;0,97;86,47;loamy sand;3,02;;;;;3,3;25;-3,397874;34,837579;;;;;;;;;;;;;;;;;;;;;;;
Dry;4;Makao;Dry;Agriculture;1;Dry_Ag1_T4;Exclosed;Rooibos;R298;2,223;1,973;;;1,949;1,798;;;22.07.2017;29.09.2017;69;0,175;6,900000125;12,57;0,97;86,47;loamy sand;4,02;;;;;2,25;27,35;-3,39777804;34,83751204;;;;;;;;;;;;;;;;;;;;;;;
Dry;5;Makao;Dry;Agriculture;1;Dry_Ag1_T5;Exclosed;Rooibos;R226;2,241;1,991;;;;;;;22.07.2017;;;;;12,57;0,97;86,47;loamy sand;5,02;28,4;36,4;M;1;3,2;26,7;-3,397802012;34,83751204;;;;;;;;;;;;;;;;;;;;;;;
Dry;6;Makao;Dry;Agriculture;1;Dry_Ag1_T6;Exclosed;Rooibos;R286;2,216;1,966;;;;;;;22.07.2017;29.09.2017;69;;6,900000125;12,57;0,97;86,47;loamy sand;6,02;32,4;31;M;1;5,35;26,6;-3,39773898;34,83750198;;;;;;;;;;;;;;;;;;;;;;;
Dry;7;Makao;Dry;Agriculture;1;Dry_Ag1_T7;Exclosed;Rooibos;R210;2,243;1,993;;;2,026;1,876;;;22.07.2017;29.09.2017;69;0,118;6,900000125;12,57;0,97;86,47;loamy sand;7,02;36;43,4;M;1;2,95;24,75;-3,397763036;34,83760097;;;;;;;;;;;;;;;;;;;;;;;
Dry;8;Makao;Dry;Agriculture;1;Dry_Ag1_T8;Exclosed;Rooibos;R213;2,254;2,004;;;1,77;1,619;;;22.07.2017;29.09.2017;69;0,385;6,900000125;12,57;0,97;86,47;loamy sand;8,02;36;38,4;M;;2,6;26;-3,397732023;34,83756199;;;;;;;;;;;;;;;;;;;;;;;
Dry;9;Makao;Dry;Agriculture;2;Dry_Ag2_T1;Exclosed;Rooibos;R704;2,148;1,898;;;1,931;1,781;;;22.07.2017;29.09.2017;69;0,118;6,900000125;21,13;3,09;75,78;sandy clay loam;0,46;10,8;28,4;M;0;3,3;26,15;-3,397829002;34,83701197;;;;;;;;;;;;;;;;;;;;;;;
Dry;10;Makao;Dry;Agriculture;2;Dry_Ag2_T2;Exclosed;Rooibos;R355;2,185;1,935;;;;;;;22.07.2017;;;;;21,13;3,09;75,78;sandy clay loam;1,46;16,8;30;M;0;1,5;26,1;-3,397811987;34,83696898;;;;;;;;;;;;;;;;;;;;;;;
Dry;11;Makao;Dry;Agriculture;2;Dry_Ag2_T3;Exclosed;Rooibos;R616;2,174;1,924;;;1,942;1,792;;;22.07.2017;29.09.2017;69;0,132;6,900000125;21,13;3,09;75,78;sandy clay loam;2,46;11,4;24,4;M;0;5,3;26,45;-3,39779296;34,837103;;;;;;;;;;;;;;;;;;;;;;;
Dry;12;Makao;Dry;Agriculture;2;Dry_Ag2_T4;Exclosed;Rooibos;;;;;;;;;;00.01.1900;;;;;21,13;3,09;75,78;sandy clay loam;3,46;;;;;;;-3,397905026;34,83712303;;;;;;;;;;;;;;;;;;;;;;;
Dry;13;Makao;Dry;Agriculture;2;Dry_Ag2_T5;Exclosed;Rooibos;R603;2,144;1,894;;;1,909;1,759;;;22.07.2017;29.09.2017;69;0,135;6,900000125;21,13;3,09;75,78;sandy clay loam;4,46;11,4;31;M;0;4,8;26,1;-3,39790402;34,83702798;;;;;;;;;;;;;;;;;;;;;;;
Dry;14;Makao;Dry;Agriculture;2;Dry_Ag2_T6;Exclosed;Rooibos;R652;2,209;1,959;;;1,925;1,774;;;22.07.2017;29.09.2017;69;0,185;6,900000125;21,13;3,09;75,78;sandy clay loam;5,46;28,4;42,4;M;0;3,4;25,55;-3,397854986;34,83687401;;;;;;;;;;;;;;;;;;;;;;;
Dry;15;Makao;Dry;Agriculture;2;Dry_Ag2_T7;Exclosed;Rooibos;R304;2,193;1,943;;;1,899;1,748;;;22.07.2017;29.09.2017;69;0,195;6,900000125;21,13;3,09;75,78;sandy clay loam;6,46;15,8;30,4;M;0;3,1;28;-3,397806035;34,83702396;;;;;;;;;;;;;;;;;;;;;;;
Dry;16;Makao;Dry;Agriculture;2;Dry_Ag2_T8;Exclosed;Rooibos;R687;2,203;1,953;;;;;;;22.07.2017;29.09.2017;69;;6,900000125;21,13;3,09;75,78;sandy clay loam;7,46;8;12,4;M;0;9,2;27,05;-3,397766976;34,83718104;;;;;;;;;;;;;;;;;;;;;;;
Dry;17;Makao;Dry;Agriculture;3;Dry_Ag3_T1;Exclosed;Rooibos;R407;2,186;1,936;;;2,006;1,856;;;20.07.2017;29.09.2017;71;0,081;6,900000125;54,08;21,26;24,65;clay;1,84;;;;;12,9;26,2;-3,385409033;34,81890103;;;;;;;;;;;;;;;;;;;;;;;
Dry;18;Makao;Dry;Agriculture;3;Dry_Ag3_T2;Exclosed;Rooibos;R361;2,221;1,971;;;2,016;1,865;;;20.07.2017;29.09.2017;71;0,106;6,900000125;54,08;21,26;24,65;clay;2,84;;;;;11,15;26,1;-3,385375002;34,81894;;;;;;;;;;;;;;;;;;;;;;;
Dry;19;Makao;Dry;Agriculture;3;Dry_Ag3_T3;Exclosed;Rooibos;R280;2,11;1,86;;;1,901;1,75;;;20.07.2017;29.09.2017;71;0,11;6,900000125;54,08;21,26;24,65;clay;3,84;;;;;15,75;25,7;-3,385358993;34,81899197;;;;;;;;;;;;;;;;;;;;;;;
Dry;20;Makao;Dry;Agriculture;3;Dry_Ag3_T4;Exclosed;Rooibos;R320;2,146;1,896;;;1,933;1,783;;;20.07.2017;29.09.2017;71;0,114;6,900000125;54,08;21,26;24,65;clay;4,84;;;;;16;26,3;-3,385396963;34,81897797;;;;;;;;;;;;;;;;;;;;;;;
Dry;21;Makao;Dry;Agriculture;3;Dry_Ag3_T5;Exclosed;Rooibos;R209;2,207;1,957;;;;;;;20.07.2017;29.09.2017;71;;6,900000125;54,08;21,26;24,65;clay;5,84;;;;;13,2;26,1;-3,385401992;34,81894604;;;;;;;;;;;;;;;;;;;;;;;
Dry;22;Makao;Dry;Agriculture;3;Dry_Ag3_T6;Exclosed;Rooibos;R646;2,148;1,898;;;1,87;1,72;;;20.07.2017;29.09.2017;71;0,178;6,900000125;54,08;21,26;24,65;clay;6,84;;;;;19,05;25,75;-3,385447003;34,81894696;;;;;;;;;;;;;;;;;;;;;;;
Dry;23;Makao;Dry;Agriculture;3;Dry_Ag3_T7;Exclosed;Rooibos;;;;;;;;;;00.01.1900;;;;;54,08;21,26;24,65;clay;7,84;;;;;;;-3,385420013;34,81885602;;;;;;;;;;;;;;;;;;;;;;;
Dry;24;Makao;Dry;Agriculture;3;Dry_Ag3_T8;Exclosed;Rooibos;R650;2,169;1,919;;;1,976;1,825;;;20.07.2017;29.09.2017;71;0,094;6,900000125;54,08;21,26;24,65;clay;8,84;;;;;15,6;25,5;-3,385382965;34,81887798;;;;;;;;;;;;;;;;;;;;;;;
Dry;25;Makao;Dry;Agriculture;4;Dry_Ag4_T1;Exclosed;Rooibos;R230;2,259;2,009;;;2,036;1,886;;;20.07.2017;29.09.2017;71;0,124;6,900000125;51,96;18,92;29,12;clay;1,85;;;;;9,85;25,4;-3,384912992;34,81889902;;;;;;;;;;;;;;;;;;;;;;;
Dry;26;Makao;Dry;Agriculture;4;Dry_Ag4_T2;Exclosed;Rooibos;R642;2,14;1,89;;;1,969;1,818;;;20.07.2017;29.09.2017;71;0,072;6,900000125;51,96;18,92;29,12;clay;2,85;;;;;8,1;25,85;-3,384969;34,818908;;;;;;;;;;;;;;;;;;;;;;;
Dry;27;Makao;Dry;Agriculture;4;Dry_Ag4_T3;Exclosed;Rooibos;R199;2,185;1,935;;;;;;;20.07.2017;29.09.2017;71;;6,900000125;51,96;18,92;29,12;clay;3,85;;;;;14,1;26,15;-3,384935036;34,81894302;;;;;;;;;;;;;;;;;;;;;;;
Dry;28;Makao;Dry;Agriculture;4;Dry_Ag4_T4;Exclosed;Rooibos;R162;2,242;1,992;;;1,964;1,813;;;20.07.2017;29.09.2017;71;0,179;6,900000125;51,96;18,92;29,12;clay;4,85;;;;;9,1;25,7;-3,385007037;34,81888896;;;;;;;;;;;;;;;;;;;;;;;
Dry;29;Makao;Dry;Agriculture;4;Dry_Ag4_T5;Exclosed;Rooibos;R163;2,23;1,98;;;1,996;1,845;;;20.07.2017;29.09.2017;71;0,135;6,900000125;51,96;18,92;29,12;clay;5,85;;;;;15,15;25,65;-3,384948028;34,81885401;;;;;;;;;;;;;;;;;;;;;;;
Dry;30;Makao;Dry;Agriculture;4;Dry_Ag4_T6;Exclosed;Rooibos;R345;2,26;2,01;;;2,041;1,89;;;20.07.2017;29.09.2017;71;0,12;6,900000125;51,96;18,92;29,12;clay;6,85;;;;;9,3;24;-3,38496496;34,81879097;;;;;;;;;;;;;;;;;;;;;;;
Dry;31;Makao;Dry;Agriculture;4;Dry_Ag4_T7;Exclosed;Rooibos;;;;;;;;;;00.01.1900;;;;;51,96;18,92;29,12;clay;7,85;;;;;;;-3,384840991;34,818839;;;;;;;;;;;;;;;;;;;;;;;
Dry;32;Makao;Dry;Agriculture;4;Dry_Ag4_T8;Exclosed;Rooibos;R660;2,208;1,958;;;2,033;1,883;;;20.07.2017;29.09.2017;71;0,076;6,900000125;51,96;18,92;29,12;clay;8,85;;;;;11,85;25,45;-3,384901006;34,81897999;;;;;;;;;;;;;;;;;;;;;;;
Dry;33;Makao;Dry;Pasture;1;Dry_P1_T1;Exclosed;Rooibos;R712;2,161;1,911;;;1,953;1,802;;;22.07.2017;27.09.2017;67;0,109;6,525000036;23,96;0,92;75,12;sandy clay loam;1,25;9,5;17,2;G;0;1,65;26,15;-3,409203999;34,85275101;;;;;;;;;;;;;;;;;;;;;;;
Dry;34;Makao;Dry;Pasture;1;Dry_P1_T2;Exclosed;Rooibos;R324;2,241;1,991;;;;;;;22.07.2017;27.09.2017;67;;6,525000036;23,96;0,92;75,12;sandy clay loam;1,25;6,5;14,2;G;0;3,25;26,9;-3,409235012;34,85278202;;;;;;;;;;;;;;;;;;;;;;;
Dry;35;Makao;Dry;Pasture;1;Dry_P1_T3;Exclosed;Rooibos;R108;2,168;1,918;;;1,964;1,813;;;22.07.2017;27.09.2017;67;0,105;6,525000036;23,96;0,92;75,12;sandy clay loam;1,25;0,7;10,6;G;0;3,35;26,95;-3,409177009;34,85281899;;;;;;;;;;;;;;;;;;;;;;;
Dry;36;Makao;Dry;Pasture;1;Dry_P1_T4;Exclosed;Rooibos;R152;2,18;1,93;;;;;;;22.07.2017;27.09.2017;67;;6,525000036;23,96;0,92;75,12;sandy clay loam;1,25;3,3;4,9;G;1;3;25,85;-3,40917198;34,85296098;;;;;;;;;;;;;;;;;;;;;;;
Dry;37;Makao;Dry;Pasture;1;Dry_P1_T5;Exclosed;Rooibos;R681;2,186;1,936;;;1,966;1,816;;;22.07.2017;27.09.2017;67;0,12;6,525000036;23,96;0,92;75,12;sandy clay loam;1,25;8,3;27,8;G;0;4,25;26,1;-3,409070978;34,85271203;;;;;;;;;;;;;;;;;;;;;;;
Dry;38;Makao;Dry;Pasture;1;Dry_P1_T6;Exclosed;Rooibos;R260;2,178;1,928;;;1,873;1,723;;;22.07.2017;27.09.2017;67;0,205;6,525000036;23,96;0,92;75,12;sandy clay loam;1,25;2;20,4;O;0;2,85;26,7;-3,409280023;34,85261296;;;;;;;;;;;;;;;;;;;;;;;
Dry;39;Makao;Dry;Pasture;1;Dry_P1_T7;Exclosed;Rooibos;;;;;;;;;;22.07.2017;;;;;23,96;0,92;75,12;sandy clay loam;1,25;2,4;18;G;1;;;-3,40938597;34,85285503;;;;;;;;;;;;;;;;;;;;;;;
Dry;40;Makao;Dry;Pasture;1;Dry_P1_T8;Exclosed;Rooibos;R402;2,146;1,896;;;1,919;1,769;;;22.07.2017;27.09.2017;67;0,128;6,525000036;23,96;0,92;75,12;sandy clay loam;1,25;8,7;19,3;G;0;4,6;26,2;-3,409153959;34,85275503;;;;;;;;;;;;;;;;;;;;;;;
Dry;41;Makao;Dry;Pasture;2;Dry_P2_T1;Exclosed;Rooibos;R648;2,192;1,942;;;1,965;1,814;;;22.07.2017;27.09.2017;67;0,128;6,525000036;19,96;4,92;75,12;sandy loam;1,64;4;19,1;G;0;4,65;27,85;-3,408342004;34,85028304;;;;;;;;;;;;;;;;;;;;;;;
Dry;42;Makao;Dry;Pasture;2;Dry_P2_T2;Exclosed;Rooibos;R257;2,222;1,972;;;1,956;1,805;;;22.07.2017;27.09.2017;67;0,167;6,525000036;19,96;4,92;75,12;sandy loam;1,64;5,9;12,7;G;0;5,2;27,15;-3,408407969;34,85029503;;;;;;;;;;;;;;;;;;;;;;;
Dry;43;Makao;Dry;Pasture;2;Dry_P2_T3;Exclosed;Rooibos;R691;2,186;1,936;;;1,961;1,81;;;22.07.2017;27.09.2017;67;0,126;6,525000036;19,96;4,92;75,12;sandy loam;1,64;5;26,3;G;0;2,45;26,1;-3,408236979;34,85019;;;;;;;;;;;;;;;;;;;;;;;
Dry;44;Makao;Dry;Pasture;2;Dry_P2_T4;Exclosed;Rooibos;R716;2,228;1,978;;;1,988;1,837;;;22.07.2017;27.09.2017;67;0,141;6,525000036;19,96;4,92;75,12;sandy loam;1,64;2,6;39,2;G;0;3,85;26,5;-3,408152992;34,85016896;;;;;;;;;;;;;;;;;;;;;;;
Dry;45;Makao;Dry;Pasture;2;Dry_P2_T5;Exclosed;Rooibos;R631;2,133;1,883;;;;;;;22.07.2017;27.09.2017;67;;6,525000036;19,96;4,92;75,12;sandy loam;1,64;2,3;9,3;O;0;4,1;27,25;-3,408178976;34,85051698;;;;;;;;;;;;;;;;;;;;;;;
Dry;46;Makao;Dry;Pasture;2;Dry_P2_T6;Exclosed;Rooibos;;;;;;;;;;00.01.1900;;;;;19,96;4,92;75,12;sandy loam;1,64;;;;;;;-3,408473013;34,85040198;;;;;;;;;;;;;;;;;;;;;;;
Dry;47;Makao;Dry;Pasture;2;Dry_P2_T7;Exclosed;Rooibos;R606;2,15;1,9;;;1,962;1,811;;;22.07.2017;27.09.2017;67;0,089;6,525000036;19,96;4,92;75,12;sandy loam;1,64;5,2;5,2;G;0;5,35;26,4;-3,408481982;34,85002404;;;;;;;;;;;;;;;;;;;;;;;
Dry;48;Makao;Dry;Pasture;2;Dry_P2_T8;Exclosed;Rooibos;R221;2,221;1,971;;;1,879;1,729;;;22.07.2017;27.09.2017;67;0,243;6,525000036;19,96;4,92;75,12;sandy loam;1,64;7,3;27,2;M;0;3,95;25,95;-3,408199009;34,85025496;;;;;;;;;;;;;;;;;;;;;;;
Dry;49;Makao;Dry;Pasture;3;Dry_P3_T1;Exclosed;Rooibos;R308;2,173;1,923;;;;;;;22.07.2017;27.09.2017;67;;6,525000036;21,96;8,92;69,12;sandy clay loam;1,75;10,4;36;M;1;7,05;31,5;-3,406225992;34,85055998;;;;;;;;;;;;;;;;;;;;;;;
Dry;50;Makao;Dry;Pasture;3;Dry_P3_T2;Exclosed;Rooibos;R644;2,224;1,974;;;;;;;22.07.2017;;;;;21,96;8,92;69,12;sandy clay loam;1,75;10;22,5;M;1;6,4;27,6;-3,40626304;34,85056601;;;;;;;;;;;;;;;;;;;;;;;
Dry;51;Makao;Dry;Pasture;3;Dry_P3_T3;Exclosed;Rooibos;R242;2,194;1,944;;;1,926;1,776;;;22.07.2017;27.09.2017;67;0,169;6,525000036;21,96;8,92;69,12;sandy clay loam;1,75;3;18;O;0;2,45;34,45;-3,406392038;34,85069602;;;;;;;;;;;;;;;;;;;;;;;
Dry;52;Makao;Dry;Pasture;3;Dry_P3_T4;Exclosed;Rooibos;R648;2,192;1,942;;;1,965;1,814;;;22.07.2017;27.09.2017;67;0,128;6,525000036;21,96;8,92;69,12;sandy clay loam;1,75;13,4;67;M;1;5,75;30,75;-3,406157;34,850739;;;;;;;;;;;;;;;;;;;;;;;
Dry;53;Makao;Dry;Pasture;3;Dry_P3_T5;Exclosed;Rooibos;R140;2,193;1,943;;;1,956;1,806;;;22.07.2017;27.09.2017;67;0,138;6,525000036;21,96;8,92;69,12;sandy clay loam;1,75;;;;;6,5;30,4;-3,406114;34,850596;;;;;;;;;;;;;;;;;;;;;;;
Dry;54;Makao;Dry;Pasture;3;Dry_P3_T6;Exclosed;Rooibos;;;;;;;;;;00.01.1900;;;;;21,96;8,92;69,12;sandy clay loam;1,75;;;;;;;-3,406058019;34,85046602;;;;;;;;;;;;;;;;;;;;;;;
Dry;55;Makao;Dry;Pasture;3;Dry_P3_T7;Exclosed;Rooibos;R192;2,197;1,947;;;1,989;1,838;;;22.07.2017;27.09.2017;67;0,109;6,525000036;21,96;8,92;69,12;sandy clay loam;1,75;15,8;45;M;1;4,8;31,9;-3,406138988;34,85057498;;;;;;;;;;;;;;;;;;;;;;;
Dry;56;Makao;Dry;Pasture;3;Dry_P3_T8;Exclosed;Rooibos;R227;2,254;2,004;;;2,026;1,876;;;22.07.2017;27.09.2017;67;0,129;6,525000036;21,96;8,92;69,12;sandy clay loam;1,75;15,4;30,8;M;0;8,3;30,05;-3,40629003;34,85044196;;;;;;;;;;;;;;;;;;;;;;;
Dry;57;Makao;Dry;Pasture;4;Dry_P4_T1;Exclosed;Rooibos;R416;2,247;1,997;;;2,019;1,869;;;22.07.2017;27.09.2017;67;0,129;6,525000036;25,96;6,92;67,12;sandy clay loam;1,76;3,3;28,4;O;1;3,95;33,25;-3,406423973;34,85121301;;;;;;;;;;;;;;;;;;;;;;;
Dry;58;Makao;Dry;Pasture;4;Dry_P4_T2;Exclosed;Rooibos;R689;2,11;1,86;;;1,923;1,772;;;22.07.2017;27.09.2017;67;0,088;6,525000036;25,96;6,92;67,12;sandy clay loam;1,76;1,4;54,4;O;0;5,7;32,35;-3,406502008;34,85105602;;;;;;;;;;;;;;;;;;;;;;;
Dry;59;Makao;Dry;Pasture;4;Dry_P4_T3;Exclosed;Rooibos;R231;2,123;1,873;;;;;;;22.07.2017;27.09.2017;67;;6,525000036;25,96;6,92;67,12;sandy clay loam;1,76;3,3;46;O;0;7,7;31,8;-3,406235967;34,85110799;;;;;;;;;;;;;;;;;;;;;;;
Dry;60;Makao;Dry;Pasture;4;Dry_P4_T4;Exclosed;Rooibos;R297;2,18;1,93;;;1,957;1,806;;;22.07.2017;27.09.2017;67;0,124;6,525000036;25,96;6,92;67,12;sandy clay loam;1,76;2,4;10,2;O;0;5,65;32,65;-3,406281983;34,85137898;;;;;;;;;;;;;;;;;;;;;;;
Dry;61;Makao;Dry;Pasture;4;Dry_P4_T5;Exclosed;Rooibos;R200;2,242;1,992;;;;;;;22.07.2017;27.09.2017;67;;6,525000036;25,96;6,92;67,12;sandy clay loam;1,76;5,6;34,2;O;0;4,5;34;-3,406569986;34,85132399;;;;;;;;;;;;;;;;;;;;;;;
Dry;62;Makao;Dry;Pasture;4;Dry_P4_T6;Exclosed;Rooibos;;;;;;;;;;00.01.1900;;;;;25,96;6,92;67,12;sandy clay loam;1,76;4,2;40,4;O;0;;;-3,406518018;34,85121402;;;;;;;;;;;;;;;;;;;;;;;
Dry;63;Makao;Dry;Pasture;4;Dry_P4_T7;Exclosed;Rooibos;R713;2,162;1,912;;;1,992;1,842;;;22.07.2017;27.09.2017;67;0,071;6,525000036;25,96;6,92;67,12;sandy clay loam;1,76;4,9;45;O;0;4,75;31,3;-3,406334035;34,85117203;;;;;;;;;;;;;;;;;;;;;;;
Dry;64;Makao;Dry;Pasture;4;Dry_P4_T8;Exclosed;Rooibos;R237;2,199;1,949;;;1,972;1,821;;;22.07.2017;27.09.2017;67;0,128;6,525000036;25,96;6,92;67,12;sandy clay loam;1,76;3;22,8;O;1;5,55;31,5;-3,406340992;34,85126004;;;;;;;;;;;;;;;;;;;;;;;
Dry;65;Maswa;Dry;Wild;1;Dry_W1_T1;Exclosed;Rooibos;R654;2,204;1,954;;;;;;;21.07.2017;27.09.2017;68;;6,900000125;47,96;22,92;29,12;clay;2,88;13,8;13,8;O;1;10,65;28;-3,299396038;34,84824096;;;;;;;;;;;;;;;;;;;;;;;
Dry;66;Maswa;Dry;Wild;1;Dry_W1_T2;Exclosed;Rooibos;R634;2,098;1,848;;;1,918;1,767;;;21.07.2017;27.09.2017;68;0,081;6,900000125;47,96;22,92;29,12;clay;3,88;8;19,8;O;1;10,1;23,6;-3,299309034;34,84840499;;;;;;;;;;;;;;;;;;;;;;;
Dry;67;Maswa;Dry;Wild;1;Dry_W1_T3;Exclosed;Rooibos;;;;;;;;;;00.01.1900;;;;;47,96;22,92;29,12;clay;4,88;5,5;5,5;O;1;;;-3,299434008;34,84851496;;;;;;;;;;;;;;;;;;;;;;;
Dry;68;Maswa;Dry;Wild;1;Dry_W1_T4;Exclosed;Rooibos;R201;2,235;1,985;;;2,002;1,851;;;21.07.2017;27.09.2017;68;0,134;6,900000125;47,96;22,92;29,12;clay;5,88;9,7;23,4;O;1;7,75;26,85;-3,29911801;34,84824699;;;;;;;;;;;;;;;;;;;;;;;
Dry;69;Maswa;Dry;Wild;1;Dry_W1_T5;Exclosed;Rooibos;R174;2,241;1,991;;;1,995;1,844;;;21.07.2017;28.09.2017;69;0,147;6,900000125;47,96;22,92;29,12;clay;6,88;14,4;24,4;O;1;7,95;26,55;-3,299318003;34,84823501;;;;;;;;;;;;;;;;;;;;;;;
Dry;70;Maswa;Dry;Wild;1;Dry_W1_T6;Exclosed;Rooibos;R261;2,208;1,958;;;1,964;1,814;;;21.07.2017;28.09.2017;69;0,145;6,900000125;47,96;22,92;29,12;clay;7,88;15;28;O;0;8,8;27,2;-3,299381034;34,84831204;;;;;;;;;;;;;;;;;;;;;;;
Dry;71;Maswa;Dry;Wild;1;Dry_W1_T7;Exclosed;Rooibos;R203;2,284;2,034;;;2,047;1,896;;;21.07.2017;28.09.2017;69;0,138;6,900000125;47,96;22,92;29,12;clay;8,88;15,5;32;O;1;9,95;27,6;-3,299242985;34,84790099;;;;;;;;;;;;;;;;;;;;;;;
Dry;72;Maswa;Dry;Wild;1;Dry_W1_T8;Exclosed;Rooibos;R191;2,179;1,929;;;1,968;1,817;;;21.07.2017;28.09.2017;69;0,112;6,900000125;47,96;22,92;29,12;clay;9,88;2,6;44;O;1;9,5;26,35;-3,299654033;34,84815102;;;;;;;;;;;;;;;;;;;;;;;
Dry;73;Maswa;Dry;Wild;2;Dry_W2_T1;Exclosed;Rooibos;R160;2,188;1,938;;;;;;;21.07.2017;28.09.2017;69;;6,900000125;45,27;23,6;31,12;clay;2,05;9,1;10;M;1;9,55;28,35;-3,302586023;34,84804801;;;;;;;;;;;;;;;;;;;;;;;
Dry;74;Maswa;Dry;Wild;2;Dry_W2_T2;Exclosed;Rooibos;R275;0,229;-0,021;;;1,998;1,848;;;21.07.2017;28.09.2017;69;-1,868;6,900000125;45,27;23,6;31,12;clay;3,05;7,7;9,4;M;1;10,8;28,1;-3,302577976;34,84804197;;;;;;;;;;;;;;;;;;;;;;;
Dry;75;Maswa;Dry;Wild;2;Dry_W2_T3;Exclosed;Rooibos;R657;2,251;2,001;;;2,058;1,908;;;21.07.2017;28.09.2017;69;0,094;6,900000125;45,27;23,6;31,12;clay;4,05;6,1;13,8;O;0;12,3;27,2;-3,302687025;34,84792697;;;;;;;;;;;;;;;;;;;;;;;
Dry;76;Maswa;Dry;Wild;2;Dry_W2_T4;Exclosed;Rooibos;R306;2,244;1,994;;;2,034;1,883;;;21.07.2017;28.09.2017;69;0,111;6,900000125;45,27;23,6;31,12;clay;5,05;6,7;19,3;M;1;11,1;27,75;-3,302456019;34,84787199;;;;;;;;;;;;;;;;;;;;;;;
Dry;77;Maswa;Dry;Wild;2;Dry_W2_T5;Exclosed;Rooibos;;;;;;;;;;00.01.1900;;;;;45,27;23,6;31,12;clay;6,05;3,1;9,8;O;1;;;-3,302328028;34,84822302;;;;;;;;;;;;;;;;;;;;;;;
Dry;78;Maswa;Dry;Wild;2;Dry_W2_T6;Exclosed;Rooibos;R377;2,231;1,981;;;1,993;1,842;;;21.07.2017;28.09.2017;69;0,139;6,900000125;45,27;23,6;31,12;clay;7,05;10,4;15,4;M;1;11,15;28,35;-3,302568002;34,84816703;;;;;;;;;;;;;;;;;;;;;;;
Dry;79;Maswa;Dry;Wild;2;Dry_W2_T7;Exclosed;Rooibos;R61;2,245;1,995;;;1,978;1,828;;;21.07.2017;28.09.2017;69;0,168;6,900000125;45,27;23,6;31,12;clay;8,05;3;5;G;1;9,2;26,25;-3,30262701;34,84840801;;;;;;;;;;;;;;;;;;;;;;;
