plotcode,latitude,longitude,year,month,day,time,plot.ID,area,block,block.rep,landuse,n_vs_non.N,Moisture.m3.m3
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,23,15:00:00,37,MakaoWMA,7,3,wild,legume,0.098
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,23,18:00:00,37,MakaoWMA,7,3,wild,legume,0.099
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,23,21:00:00,37,MakaoWMA,7,3,wild,legume,0.098
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,24,00:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,24,03:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,24,06:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,24,09:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,24,12:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,24,15:00:00,37,MakaoWMA,7,3,wild,legume,0.098
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,24,18:00:00,37,MakaoWMA,7,3,wild,legume,0.099
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,24,21:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,25,00:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,25,03:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,25,06:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,25,09:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,25,12:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,25,15:00:00,37,MakaoWMA,7,3,wild,legume,0.098
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,25,18:00:00,37,MakaoWMA,7,3,wild,legume,0.098
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,25,21:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,26,00:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,26,03:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,26,06:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,26,09:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,26,12:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,26,15:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,26,18:00:00,37,MakaoWMA,7,3,wild,legume,0.098
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,26,21:00:00,37,MakaoWMA,7,3,wild,legume,0.096
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,27,00:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,27,03:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,27,06:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,27,09:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,27,12:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,27,15:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,27,18:00:00,37,MakaoWMA,7,3,wild,legume,0.098
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,27,21:00:00,37,MakaoWMA,7,3,wild,legume,0.096
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,28,00:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,28,03:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,28,06:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,28,09:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,28,12:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,28,15:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,28,18:00:00,37,MakaoWMA,7,3,wild,legume,0.098
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,28,21:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,29,00:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,29,03:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,29,06:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,29,09:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,29,12:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,29,15:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,29,18:00:00,37,MakaoWMA,7,3,wild,legume,0.098
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,29,21:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,30,00:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,30,03:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,30,06:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,30,09:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,30,12:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,30,15:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,30,18:00:00,37,MakaoWMA,7,3,wild,legume,0.098
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,30,21:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,31,00:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,31,03:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,31,06:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,31,09:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,31,12:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,31,15:00:00,37,MakaoWMA,7,3,wild,legume,0.096
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,31,18:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,7,31,21:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,1,00:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,1,03:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,1,06:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,1,09:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,1,12:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,1,15:00:00,37,MakaoWMA,7,3,wild,legume,0.096
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,1,18:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,1,21:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,2,00:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,2,03:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,2,06:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,2,09:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,2,12:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,2,15:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,2,18:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,2,21:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,3,00:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,3,03:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,3,06:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,3,09:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,3,12:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,3,15:00:00,37,MakaoWMA,7,3,wild,legume,0.096
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,3,18:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,3,21:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,4,00:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,4,03:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,4,06:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,4,09:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,4,12:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,4,15:00:00,37,MakaoWMA,7,3,wild,legume,0.096
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,4,18:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,4,21:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,5,00:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,5,03:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,5,06:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,5,09:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,5,12:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,5,15:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,5,18:00:00,37,MakaoWMA,7,3,wild,legume,0.096
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,5,21:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,6,00:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,6,03:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,6,06:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,6,09:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,6,12:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,6,15:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,6,18:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,6,21:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,7,00:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,7,03:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,7,06:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,7,09:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,7,12:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,7,15:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,7,18:00:00,37,MakaoWMA,7,3,wild,legume,0.098
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,7,21:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,8,00:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,8,03:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,8,06:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,8,09:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,8,12:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,8,15:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,8,18:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,8,21:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,9,00:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,9,03:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,9,06:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,9,09:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,9,12:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,9,15:00:00,37,MakaoWMA,7,3,wild,legume,0.096
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,9,18:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,9,21:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,10,00:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,10,03:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,10,06:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,10,09:00:00,37,MakaoWMA,7,3,wild,legume,0.089
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,10,12:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,10,15:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,10,18:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,10,21:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,11,00:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,11,03:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,11,06:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,11,09:00:00,37,MakaoWMA,7,3,wild,legume,0.089
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,11,12:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,11,15:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,11,18:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,11,21:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,12,00:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,12,03:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,12,06:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,12,09:00:00,37,MakaoWMA,7,3,wild,legume,0.089
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,12,12:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,12,15:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,12,18:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,12,21:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,13,00:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,13,03:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,13,06:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,13,09:00:00,37,MakaoWMA,7,3,wild,legume,0.089
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,13,12:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,13,15:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,13,18:00:00,37,MakaoWMA,7,3,wild,legume,0.096
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,13,21:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,14,00:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,14,03:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,14,06:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,14,09:00:00,37,MakaoWMA,7,3,wild,legume,0.089
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,14,12:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,14,15:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,14,18:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,14,21:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,15,00:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,15,03:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,15,06:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,15,09:00:00,37,MakaoWMA,7,3,wild,legume,0.089
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,15,12:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,15,15:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,15,18:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,15,21:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,16,00:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,16,03:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,16,06:00:00,37,MakaoWMA,7,3,wild,legume,0.089
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,16,09:00:00,37,MakaoWMA,7,3,wild,legume,0.089
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,16,12:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,16,15:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,16,18:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,16,21:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,17,00:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,17,03:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,17,06:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,17,09:00:00,37,MakaoWMA,7,3,wild,legume,0.089
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,17,12:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,17,15:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,17,18:00:00,37,MakaoWMA,7,3,wild,legume,0.096
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,17,21:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,18,00:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,18,03:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,18,06:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,18,09:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,18,12:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,18,15:00:00,37,MakaoWMA,7,3,wild,legume,0.096
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,18,18:00:00,37,MakaoWMA,7,3,wild,legume,0.097
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,18,21:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,19,00:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,19,03:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,19,06:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,19,09:00:00,37,MakaoWMA,7,3,wild,legume,0.089
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,19,12:00:00,37,MakaoWMA,7,3,wild,legume,0.092
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,19,15:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,19,18:00:00,37,MakaoWMA,7,3,wild,legume,0.096
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,19,21:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,20,00:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,20,03:00:00,37,MakaoWMA,7,3,wild,legume,0.090
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,20,06:00:00,37,MakaoWMA,7,3,wild,legume,0.089
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,20,09:00:00,37,MakaoWMA,7,3,wild,legume,0.089
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,20,12:00:00,37,MakaoWMA,7,3,wild,legume,0.091
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,20,15:00:00,37,MakaoWMA,7,3,wild,legume,0.094
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,20,18:00:00,37,MakaoWMA,7,3,wild,legume,0.095
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,20,21:00:00,37,MakaoWMA,7,3,wild,legume,0.093
TZ_SS_MW37,-3.425013022,34.75853599,2017,8,21,00:00:00,37,MakaoWMA,7,3,wild,legume,0.091
