plot.ID,site,plot,area,landuse,block,sub.vs.inter,n.non.N,excl_open,date,latitude,longitude,rain.region,Disc_1,Disc_2,Disc_3,Disc_4,Disc_avg,time,temp,moist,GLAMA,tree_height.m,canopy_thickness.m,canopy_height.m,dbh,wild_broswer,wild_grazer,live_broswer,live_grazer,total_dung,livgrazer_prop.y,distance_pa_boundary.km.y,Cmd_1,HerbPRC,NMDS1,NMDS2,rain.sum.mm,rain.cumsum.mm,
177,30,65,SNP,wild,30,S,non,Excl,09/12/2017,-2.278619036,34.03211097,wet,21.5,22.5,26,21,22.75,,,,,,,,,0,1,0,0,1,0,0.81,-48.57819224,-0.002426624,-0.05509017,-0.496273793,104.9458466,1728.644927,wetseason
178,30,65,SNP,wild,30,S,non,Open,09/12/2017,-2.278609984,34.03211902,wet,5,5.5,7,6,5.875,,,,,,,,,0,1,0,0,1,0,0.81,-48.57819224,-0.002426624,-0.067977865,-0.266814281,104.9458466,1728.644927,wetseason
179,30,66,SNP,wild,30,I,inter,Excl,09/12/2017,-2.278715009,34.03215003,wet,4,3.5,4,4,3.875,,,,,,,,,0,1,0,0,1,0,0.81,-48.57819224,-0.002426624,-0.404420755,0.060731162,104.9458466,1728.644927,wetseason
180,30,66,SNP,wild,30,I,inter,Open,09/12/2017,-2.278762031,34.03196001,wet,3.5,4,2.5,3,3.25,,,,,,,,,0,1,0,0,1,0,0.81,-48.57819224,-0.002426624,-0.687625364,-0.402900802,104.9458466,1728.644927,wetseason
181,31,67,SNP,wild,31,S,N,Excl,09/12/2017,-2.272657994,34.02313102,wet,12,15.5,20,18,16.375,,,,,,,,,0,5,0,0,5,0,0.61,-29.50028844,0,0.304737292,-0.648780893,104.9458466,1728.644927,wetseason
182,31,67,SNP,wild,31,S,N,Open,09/12/2017,-2.272637961,34.02315298,wet,6.5,8.2,4.2,8.6,6.875,,,,,,,,,0,5,0,0,5,0,0.61,-29.50028844,0,0.261429832,-0.614505691,104.9458466,1728.644927,wetseason
183,31,68,SNP,wild,31,S,non,Excl,09/12/2017,-2.272692025,34.02307,wet,8.5,13,6.5,11.5,9.875,,,,,,,,,0,5,0,0,5,0,0.61,-29.50028844,0,0.053916401,-0.409986461,104.9458466,1728.644927,wetseason
184,31,68,SNP,wild,31,S,non,Open,09/12/2017,-2.272680039,34.02307704,wet,5.5,7.5,5.4,4,5.6,,,,,,,,,0,5,0,0,5,0,0.61,-29.50028844,0,-0.104184402,-0.386195165,104.9458466,1728.644927,wetseason
185,31,69,SNP,wild,31,I,inter,Excl,09/12/2017,-2.272728989,34.02299096,wet,2.5,5.4,3.4,4.5,3.95,,,,,,,,,0,5,0,0,5,0,0.61,-29.50028844,0,-0.634336954,-0.223536573,104.9458466,1728.644927,wetseason
186,31,69,SNP,wild,31,I,inter,Open,09/12/2017,-2.272787997,34.02319204,wet,2.5,2.8,1.5,2.5,2.325,,,,,,,,,0,5,0,0,5,0,0.61,-29.50028844,0,-0.505246896,-0.652878723,104.9458466,1728.644927,wetseason
187,32,70,SNP,wild,32,S,N,Excl,09/12/2017,-2.278511999,34.02428001,wet,18,19.8,19,22.2,19.75,,,,,,,,,0,0,0,3,3,1,0.24,-38.84788216,-0.228377012,0.396542723,-0.649151588,104.9458466,1712.873349,wetseason
188,32,70,SNP,wild,32,S,N,Open,09/12/2017,-2.278522979,34.024278,wet,11.1,10,3,7.4,7.875,,,,,,,,,0,0,0,3,3,1,0.24,-38.84788216,-0.228377012,0.427537049,-0.377290629,104.9458466,1712.873349,wetseason
189,32,71,SNP,wild,32,S,non,Excl,09/12/2017,-2.278395994,34.02417398,wet,12,9.3,6.5,12,9.95,,,,,,,,,0,0,0,3,3,1,0.24,-38.84788216,-0.228377012,-0.055926206,-0.650624429,104.9458466,1712.873349,wetseason
190,32,71,SNP,wild,32,S,non,Open,09/12/2017,-2.278419966,34.02418303,wet,4.3,2.7,5.5,5,4.375,,,,,,,,,0,0,0,3,3,1,0.24,-38.84788216,-0.228377012,0.193642839,-0.592455292,104.9458466,1712.873349,wetseason
191,32,72,SNP,wild,32,I,inter,Excl,09/12/2017,-2.27851904,34.02416199,wet,5.5,5.2,4.3,6,5.25,,,,,,,,,0,0,0,3,3,1,0.24,-38.84788216,-0.228377012,-0.674594279,-0.69097354,104.9458466,1712.873349,wetseason
192,32,72,SNP,wild,32,I,inter,Open,09/12/2017,-2.278432036,34.02437104,wet,2.6,4.5,2.5,2.5,3.025,,,,,,,,,0,0,0,3,3,1,0.24,-38.84788216,-0.228377012,-0.527366767,-0.491610593,104.9458466,1712.873349,wetseason
169,29,61,SNP,wild,29,S,N,Excl,14/12/2017,-2.277669031,34.02779303,wet,11,8.5,10.3,11.5,10.325,12.5,25.4,6.8,35.85,9.4,3.3,6.1,35.95,3,4,0,0,7,0,0.58,-19.10019571,0.032709099,0.323074203,-0.485180547,29.36228752,1742.235637,dryseason
170,29,61,SNP,wild,29,S,N,Open,14/12/2017,-2.277650004,34.02778096,wet,12.1,11.5,10.5,11.8,11.475,12.52,25.6,7.6,49.29,9.4,3.3,6.1,35.95,3,4,0,0,7,0,0.58,-19.10019571,0.032709099,0.509185853,-0.456453588,29.36228752,1742.235637,dryseason
171,29,62,SNP,wild,29,S,non,Excl,14/12/2017,-2.277900036,34.02754803,wet,8.5,6,9.4,10.6,8.625,12.55,26.7,7.9,26.24,4.9,2.8,2.1,17.05,3,4,0,0,7,0,0.58,-19.10019571,0.032709099,-0.114234466,-0.916276074,29.36228752,1742.235637,dryseason
172,29,62,SNP,wild,29,S,non,Open,14/12/2017,-2.277884027,34.02756899,wet,4.5,5.5,9,11.5,7.625,12.56,26.7,7,15.41,4.9,2.8,2.1,17.05,3,4,0,0,7,0,0.58,-19.10019571,0.032709099,-0.006044395,-0.671673484,29.36228752,1742.235637,dryseason
173,29,63,SNP,wild,29,I,inter,Excl,14/12/2017,-2.27775,34.02763998,wet,11,14.5,10,9.5,11.25,13,28.8,12.7,100,,,,,3,4,0,0,7,0,0.58,-19.10019571,0.032709099,-0.608244185,-0.61694357,29.36228752,1742.235637,dryseason
174,29,63,SNP,wild,29,I,inter,Open,14/12/2017,-2.277870029,34.02769597,wet,2.5,1.5,1.9,3,2.225,13.05,30.6,10.2,100,,,,,3,4,0,0,7,0,0.58,-19.10019571,0.032709099,-0.736930526,-0.512508542,29.36228752,1742.235637,dryseason
175,30,64,SNP,wild,30,S,N,Excl,14/12/2017,-2.278691037,34.032331,wet,6.5,4,7.5,5.5,5.875,13.45,27.2,8.7,20.49,10.5,4.1,6.4,31.85,2,6,0,0,8,0,0.81,-14.61513759,-0.002426624,0.179445815,-0.560607548,29.36228752,1758.007214,dryseason
176,30,64,SNP,wild,30,S,N,Open,14/12/2017,-2.278697994,34.03233301,wet,3.5,3,3.4,3.8,3.425,13.4,30.3,9.6,17.57,10.5,4.1,6.4,31.85,2,6,0,0,8,0,0.81,-14.61513759,-0.002426624,0.101371524,-0.707776768,29.36228752,1758.007214,dryseason
177,30,65,SNP,wild,30,S,non,Excl,14/12/2017,-2.278619036,34.03211097,wet,11.5,16.5,18,15.5,15.375,13.48,27.4,15.4,30.43,5.5,3.4,2.1,25.65,2,6,0,0,8,0,0.81,-14.61513759,-0.002426624,-0.05509017,-0.496273793,29.36228752,1758.007214,dryseason
178,30,65,SNP,wild,30,S,non,Open,14/12/2017,-2.278609984,34.03211902,wet,12.5,5.5,6.5,7.5,8,13.49,28.2,8.4,15.07,5.5,3.4,2.1,25.65,2,6,0,0,8,0,0.81,-14.61513759,-0.002426624,-0.067977865,-0.266814281,29.36228752,1758.007214,dryseason
179,30,66,SNP,wild,30,I,inter,Excl,14/12/2017,-2.278715009,34.03215003,wet,2.8,3.5,4,4.5,3.7,14,31.9,12.2,100,,,,,2,6,0,0,8,0,0.81,-14.61513759,-0.002426624,-0.404420755,0.060731162,29.36228752,1758.007214,dryseason
180,30,66,SNP,wild,30,I,inter,Open,14/12/2017,-2.278762031,34.03196001,wet,3.5,3,2.5,2.8,2.95,14.07,32.8,12.6,100,,,,,2,6,0,0,8,0,0.81,-14.61513759,-0.002426624,-0.687625364,-0.402900802,29.36228752,1758.007214,dryseason
181,31,67,SNP,wild,31,S,N,Excl,14/12/2017,-2.272657994,34.02313102,wet,11.5,13.5,14,10.5,12.375,10.06,24.9,7.9,36.93,9.15,3.6,5.55,25.8,1,2,0,0,3,0,0.61,-38.79193056,0,0.304737292,-0.648780893,29.36228752,1758.007214,dryseason
182,31,67,SNP,wild,31,S,N,Open,14/12/2017,-2.272637961,34.02315298,wet,3.5,4.5,5,4.6,4.4,10.12,25.3,8.2,40.13,9.15,3.6,5.55,25.8,1,2,0,0,3,0,0.61,-38.79193056,0,0.261429832,-0.614505691,29.36228752,1758.007214,dryseason
183,31,68,SNP,wild,31,S,non,Excl,14/12/2017,-2.272692025,34.02307,wet,8.5,7.6,6.5,5.6,7.05,10.13,25.9,4.8,40.97,5.35,2.75,2.6,34.55,1,2,0,0,3,0,0.61,-38.79193056,0,0.053916401,-0.409986461,29.36228752,1758.007214,dryseason
184,31,68,SNP,wild,31,S,non,Open,14/12/2017,-2.272680039,34.02307704,wet,3,6,4.5,5,4.625,10.15,25.9,6.7,37.75,5.35,2.75,2.6,34.55,1,2,0,0,3,0,0.61,-38.79193056,0,-0.104184402,-0.386195165,29.36228752,1758.007214,dryseason
185,31,69,SNP,wild,31,I,inter,Excl,14/12/2017,-2.272728989,34.02299096,wet,2.5,4.5,3.5,4,3.625,10.17,26.5,5.1,100,,,,,1,2,0,0,3,0,0.61,-38.79193056,0,-0.634336954,-0.223536573,29.36228752,1758.007214,dryseason
186,31,69,SNP,wild,31,I,inter,Open,14/12/2017,-2.272787997,34.02319204,wet,2.5,2.6,1.8,1.4,2.075,10.2,28.1,8.4,100,,,,,1,2,0,0,3,0,0.61,-38.79193056,0,-0.505246896,-0.652878723,29.36228752,1758.007214,dryseason
187,32,70,SNP,wild,32,S,N,Excl,14/12/2017,-2.278511999,34.02428001,wet,7.5,17,16.5,9.5,12.625,11.17,24.4,8,14.9,7,2.1,4.9,42,2,3,0,4,9,0.444444444,0.24,-9.568398554,-0.228377012,0.396542723,-0.649151588,29.36228752,1742.235637,dryseason
188,32,70,SNP,wild,32,S,N,Open,14/12/2017,-2.278522979,34.024278,wet,4.5,5.5,6,4.5,5.125,11.2,26.6,8.5,11.01,7,2.1,4.9,42,2,3,0,4,9,0.444444444,0.24,-9.568398554,-0.228377012,0.427537049,-0.377290629,29.36228752,1742.235637,dryseason
189,32,71,SNP,wild,32,S,non,Excl,14/12/2017,-2.278395994,34.02417398,wet,5,11,6,7.5,7.375,11.25,25.9,11.4,42.11,5.45,3.3,2.15,31.95,2,3,0,4,9,0.444444444,0.24,-9.568398554,-0.228377012,-0.055926206,-0.650624429,29.36228752,1742.235637,dryseason
190,32,71,SNP,wild,32,S,non,Open,14/12/2017,-2.278419966,34.02418303,wet,4,5.4,3.5,5.8,4.675,11.3,26.22,14.8,19.19,5.45,3.3,2.15,31.95,2,3,0,4,9,0.444444444,0.24,-9.568398554,-0.228377012,0.193642839,-0.592455292,29.36228752,1742.235637,dryseason
191,32,72,SNP,wild,32,I,inter,Excl,14/12/2017,-2.27851904,34.02416199,wet,4.5,5.5,3.8,4,4.45,11.33,31.1,15,100,,,,,2,3,0,4,9,0.444444444,0.24,-9.568398554,-0.228377012,-0.674594279,-0.69097354,29.36228752,1742.235637,dryseason
192,32,72,SNP,wild,32,I,inter,Open,14/12/2017,-2.278432036,34.02437104,wet,3.5,3.6,4,5.5,4.15,11.35,31.1,9.5,100,,,,,2,3,0,4,9,0.444444444,0.24,-9.568398554,-0.228377012,-0.527366767,-0.491610593,29.36228752,1742.235637,dryseason
1,1,1,Makao,pasture,1,S,N,Excl,28/01/2018,-3.406347027,34.85055604,dry,12,9.5,13,14,12.125,,,,,,,,,0,0,7,12,19,0.631578947,-3.36,-29.02021587,-0.562624647,0.527912823,-0.253090868,287.7929033,936.9462704,wetseason
2,1,1,Makao,pasture,1,S,N,Open,28/01/2018,-3.406363036,34.85055797,dry,4.5,5.5,7,6,5.75,,,,,,,,,0,0,7,12,19,0.631578947,-3.36,-29.02021587,-0.562624647,-0.068889308,-0.386291945,287.7929033,936.9462704,wetseason
3,1,2,Makao,pasture,1,S,non,Excl,28/01/2018,-3.406253988,34.85066299,dry,9.5,4.5,8,5,6.75,,,,,,,,,0,0,7,12,19,0.631578947,-3.36,-29.02021587,-0.562624647,0.068670881,-0.189994822,287.7929033,936.9462704,wetseason
4,1,2,Makao,pasture,1,S,non,Open,28/01/2018,-3.406276032,34.850665,dry,1,1.5,1.5,2,1.5,,,,,,,,,0,0,7,12,19,0.631578947,-3.36,-29.02021587,-0.562624647,-0.093689473,-0.215711701,287.7929033,936.9462704,wetseason
5,1,3,Makao,pasture,1,I,inter,Excl,28/01/2018,-3.406194979,34.85053601,dry,13.5,10,9,4,9.125,,,,,,,,,0,0,7,12,19,0.631578947,-3.36,-29.02021587,-0.562624647,-0.08299565,-0.328941265,287.7929033,936.9462704,wetseason
6,1,3,Makao,pasture,1,I,inter,Open,28/01/2018,-3.406066988,34.85057901,dry,1,1,1,1,1,,,,,,,,,0,0,7,12,19,0.631578947,-3.36,-29.02021587,-0.562624647,-0.289897547,0.160464268,287.7929033,936.9462704,wetseason
7,2,4,Makao,pasture,2,S,N,Excl,28/01/2018,-3.40942503,34.85278797,dry,10,9.5,13,15.5,12,,,,,,,,,0,0,4,23,27,0.851851852,-3.78,38.70333249,-0.59932042,0.604692906,-0.3002835,287.7929033,936.9462704,wetseason
8,2,4,Makao,pasture,2,S,N,Open,28/01/2018,-3.409399968,34.85279401,dry,2.5,2,1.5,2.5,2.125,,,,,,,,,0,0,4,23,27,0.851851852,-3.78,38.70333249,-0.59932042,0.220193223,-0.078898455,287.7929033,936.9462704,wetseason
9,2,5,Makao,pasture,2,S,non,Excl,28/01/2018,-3.409166029,34.85270499,dry,11,12.5,6,6.5,9,,,,,,,,,0,0,4,23,27,0.851851852,-3.78,38.70333249,-0.59932042,0.876190253,-0.037398487,287.7929033,936.9462704,wetseason
10,2,5,Makao,pasture,2,S,non,Open,28/01/2018,-3.409190001,34.85270399,dry,1,1.5,2.5,1,1.5,,,,,,,,,0,0,4,23,27,0.851851852,-3.78,38.70333249,-0.59932042,0.249229633,0.034766412,287.7929033,936.9462704,wetseason
11,2,6,Makao,pasture,2,I,inter,Excl,28/01/2018,-3.409267031,34.85268597,dry,9,10,8,8,8.75,,,,,,,,,0,0,4,23,27,0.851851852,-3.78,38.70333249,-0.59932042,-0.050056776,0.147387542,287.7929033,936.9462704,wetseason
12,2,6,Makao,pasture,2,I,inter,Open,28/01/2018,-3.409353029,34.85292502,dry,1,1,1.5,1,1.125,,,,,,,,,0,0,4,23,27,0.851851852,-3.78,38.70333249,-0.59932042,-0.054283266,0.438043188,287.7929033,936.9462704,wetseason
13,3,7,Makao,pasture,3,S,N,Excl,28/01/2018,-3.408244019,34.85029503,dry,15.5,19.5,18,16.5,17.375,,,,,,,,,0,0,8,17,25,0.68,-3.51,-9.640372051,-0.607150137,0.498171739,-0.399167491,287.7929033,936.9462704,wetseason
14,3,7,Makao,pasture,3,S,N,Open,28/01/2018,-3.408206971,34.85028598,dry,2,2,2.5,3,2.375,,,,,,,,,0,0,8,17,25,0.68,-3.51,-9.640372051,-0.607150137,0.342845946,-0.08381592,287.7929033,936.9462704,wetseason
15,3,8,Makao,pasture,3,S,non,Excl,28/01/2018,-3.40841501,34.85011498,dry,10,9,6,16.5,10.375,,,,,,,,,0,0,8,17,25,0.68,-3.51,-9.640372051,-0.607150137,0.483923392,-0.275956778,287.7929033,936.9462704,wetseason
16,3,8,Makao,pasture,3,S,non,Open,28/01/2018,-3.408432025,34.85012203,dry,3.5,3,3.5,1,2.75,,,,,,,,,0,0,8,17,25,0.68,-3.51,-9.640372051,-0.607150137,0.183846581,-0.023916976,287.7929033,936.9462704,wetseason
17,3,9,Makao,pasture,3,I,inter,Excl,28/01/2018,-3.40839196,34.850304,dry,14,20,19,14.5,16.875,,,,,,,,,0,0,8,17,25,0.68,-3.51,-9.640372051,-0.607150137,0.180816511,0.28414422,287.7929033,936.9462704,wetseason
18,3,9,Makao,pasture,3,I,inter,Open,28/01/2018,-3.408284001,34.85010199,dry,1,1,0.8,1.5,1.075,,,,,,,,,0,0,8,17,25,0.68,-3.51,-9.640372051,-0.607150137,-0.161328567,0.43934225,287.7929033,936.9462704,wetseason
25,5,13,MakaoWMA,wild,5,S,N,Excl,28/01/2018,-3.425976019,34.75033999,dry,9,9,10,15,10.75,,,,,,,,,0,0,0,0,0,,0.52,-53.55599158,-0.133169459,0.423117128,-0.042122426,276.4642595,911.8711611,wetseason
26,5,13,MakaoWMA,wild,5,S,N,Open,28/01/2018,-3.426002003,34.75033597,dry,2.5,3,3,3,2.875,,,,,,,,,0,0,0,0,0,,0.52,-53.55599158,-0.133169459,0.386614425,-0.07064221,276.4642595,911.8711611,wetseason
27,5,14,MakaoWMA,wild,5,S,non,Excl,28/01/2018,-3.425989011,34.75018904,dry,13,13.5,16,12,13.625,,,,,,,,,0,0,0,0,0,,0.52,-53.55599158,-0.133169459,0.57823172,0.141763876,276.4642595,911.8711611,wetseason
28,5,14,MakaoWMA,wild,5,S,non,Open,28/01/2018,-3.426029999,34.75014998,dry,2,3,1.5,6.5,3.25,,,,,,,,,0,0,0,0,0,,0.52,-53.55599158,-0.133169459,0.397650252,-0.046194361,276.4642595,911.8711611,wetseason
29,5,15,MakaoWMA,wild,5,I,inter,Excl,28/01/2018,-3.426082972,34.75007798,dry,9,4,1.5,2,4.125,,,,,,,,,0,0,0,0,0,,0.52,-53.55599158,-0.133169459,0.222271861,0.198230678,276.4642595,911.8711611,wetseason
30,5,15,MakaoWMA,wild,5,I,inter,Open,28/01/2018,-3.426144999,34.75024503,dry,3.5,2,2.5,2.5,2.625,,,,,,,,,0,0,0,0,0,,0.52,-53.55599158,-0.133169459,-0.208204946,-0.102317306,276.4642595,911.8711611,wetseason
31,6,16,MakaoWMA,wild,6,S,N,Excl,28/01/2018,-3.425689023,34.75080804,dry,15.5,10,15,6,11.625,,,,,,,,,8,17,0,0,25,0,0.49,68.53591658,0.234153782,0.601658904,-0.222208179,276.4642595,911.8711611,wetseason
32,6,16,MakaoWMA,wild,6,S,N,Open,28/01/2018,-3.425652981,34.75079798,dry,16,10.5,16,5,11.875,,,,,,,,,8,17,0,0,25,0,0.49,68.53591658,0.234153782,0.576016359,-0.239359751,276.4642595,911.8711611,wetseason
33,6,17,MakaoWMA,wild,6,S,non,Excl,28/01/2018,-3.425530018,34.75118799,dry,3.5,4,5.5,5,4.5,,,,,,,,,8,17,0,0,25,0,0.49,68.53591658,0.234153782,0.725297238,-0.271362225,276.4642595,911.8711611,wetseason
34,6,17,MakaoWMA,wild,6,S,non,Open,28/01/2018,-3.425510991,34.75116896,dry,1,2,2.5,2.5,2,,,,,,,,,8,17,0,0,25,0,0.49,68.53591658,0.234153782,0.15885311,-0.232321269,276.4642595,911.8711611,wetseason
35,6,18,MakaoWMA,wild,6,I,inter,Excl,28/01/2018,-3.42542097,34.75122202,dry,16,11,10,12,12.25,,,,,,,,,8,17,0,0,25,0,0.49,68.53591658,0.234153782,-0.087851558,0.069830181,276.4642595,911.8711611,wetseason
36,6,18,MakaoWMA,wild,6,I,inter,Open,28/01/2018,-3.425488025,34.75083402,dry,4.5,1,2,1,2.125,,,,,,,,,8,17,0,0,25,0,0.49,68.53591658,0.234153782,0.099061412,0.252005567,276.4642595,911.8711611,wetseason
37,7,19,MakaoWMA,wild,7,S,N,Excl,28/01/2018,-3.425013022,34.75853599,dry,8,13,11,8.5,10.125,,,,,,,,,0,18,0,0,18,0,0.67,32.46956892,0.139391919,0.304725073,-0.271051231,276.4642595,911.8711611,wetseason
38,7,19,MakaoWMA,wild,7,S,N,Open,28/01/2018,-3.425038001,34.75852098,dry,7,3,3,5,4.5,,,,,,,,,0,18,0,0,18,0,0.67,32.46956892,0.139391919,0.421234897,-0.078550464,276.4642595,911.8711611,wetseason
39,7,20,MakaoWMA,wild,7,S,non,Excl,28/01/2018,-3.425151994,34.75837899,dry,7,17,8,5.5,9.375,,,,,,,,,0,18,0,0,18,0,0.67,32.46956892,0.139391919,,,276.4642595,911.8711611,wetseason
40,7,20,MakaoWMA,wild,7,S,non,Open,28/01/2018,-3.425136991,34.75838101,dry,2,1.5,2.5,1,1.75,,,,,,,,,0,18,0,0,18,0,0.67,32.46956892,0.139391919,0.035304575,-0.130073367,276.4642595,911.8711611,wetseason
41,7,21,MakaoWMA,wild,7,I,inter,Excl,28/01/2018,-3.425220978,34.75847798,dry,4,5.5,8,1.5,4.75,,,,,,,,,0,18,0,0,18,0,0.67,32.46956892,0.139391919,-0.020229917,-0.259871755,276.4642595,911.8711611,wetseason
42,7,21,MakaoWMA,wild,7,I,inter,Open,28/01/2018,-3.424973041,34.75841504,dry,2,4,2,1,2.25,,,,,,,,,0,18,0,0,18,0,0.67,32.46956892,0.139391919,0.006169609,0.112178982,276.4642595,911.8711611,wetseason
43,8,22,MakaoWMA,wild,8,S,N,Excl,28/01/2018,-3.422442041,34.76117503,dry,10,15,4,13,10.5,,,,,,,,,18,16,0,0,34,0,0.38,114.8655334,0.262790608,0.254630093,-0.165810269,276.4642595,911.8711611,wetseason
44,8,22,MakaoWMA,wild,8,S,N,Open,28/01/2018,-3.422460984,34.761156,dry,6,7,2,9.5,6.125,,,,,,,,,18,16,0,0,34,0,0.38,114.8655334,0.262790608,0.50509955,0.338524854,276.4642595,911.8711611,wetseason
45,8,23,MakaoWMA,wild,8,S,non,Excl,28/01/2018,-3.422530973,34.76150796,dry,10,13,9.5,3,8.875,,,,,,,,,18,16,0,0,34,0,0.38,114.8655334,0.262790608,0.468595324,-0.166399215,276.4642595,911.8711611,wetseason
46,8,23,MakaoWMA,wild,8,S,non,Open,28/01/2018,-3.422479006,34.76146697,dry,2,2,1.5,2,1.875,,,,,,,,,18,16,0,0,34,0,0.38,114.8655334,0.262790608,0.391106376,-0.089945131,276.4642595,911.8711611,wetseason
47,8,24,MakaoWMA,wild,8,I,inter,Excl,28/01/2018,-3.422548994,34.76134803,dry,2,3,2,3,2.5,,,,,,,,,18,16,0,0,34,0,0.38,114.8655334,0.262790608,-0.509035959,-0.213152417,276.4642595,911.8711611,wetseason
48,8,24,MakaoWMA,wild,8,I,inter,Open,28/01/2018,-3.422631975,34.76139396,dry,1,1,2,1,1.25,,,,,,,,,18,16,0,0,34,0,0.38,114.8655334,0.262790608,-0.436749647,-0.160228091,276.4642595,911.8711611,wetseason
55,10,25,Maswa,illegal,10,S,N,Excl,18/01/2018,-3.377683014,34.82340002,dry,5.5,13.5,7.5,20.5,11.75,,,,,,,,,2,3,0,0,5,0,1.03,-29.38088645,0.045040681,0.2175315,0.032549078,213.2958727,1016.086243,wetseason
56,10,25,Maswa,illegal,10,S,N,Open,18/01/2018,-3.377734981,34.823412,dry,1.5,2,2,2.5,2,,,,,,,,,2,3,0,0,5,0,1.03,-29.38088645,0.045040681,0.168050305,0.14926921,213.2958727,1016.086243,wetseason
57,10,26,Maswa,illegal,10,S,non,Excl,18/01/2018,-3.378162039,34.82319097,dry,12,6.5,4,5.5,7,,,,,,,,,2,3,0,0,5,0,1.03,-29.38088645,0.045040681,0.317488086,0.219289933,213.2958727,1016.086243,wetseason
58,10,26,Maswa,illegal,10,S,non,Open,18/01/2018,-3.378130021,34.82320304,dry,2,2.5,3,7.5,3.75,,,,,,,,,2,3,0,0,5,0,1.03,-29.38088645,0.045040681,0.298561692,0.344399401,213.2958727,1016.086243,wetseason
59,10,27,Maswa,illegal,10,I,inter,Excl,18/01/2018,-3.378006974,34.82323498,dry,13.5,5,2.5,2.5,5.875,,,,,,,,,2,3,0,0,5,0,1.03,-29.38088645,0.045040681,0.122446543,0.548555296,213.2958727,1016.086243,wetseason
60,10,27,Maswa,illegal,10,I,inter,Open,18/01/2018,-3.377879988,34.82315099,dry,1.5,2,2,2.5,2,,,,,,,,,2,3,0,0,5,0,1.03,-29.38088645,0.045040681,-0.430141424,0.564466357,213.2958727,1016.086243,wetseason
61,11,28,Maswa,illegal,11,S,N,Excl,18/01/2018,-3.377846042,34.82037197,dry,7,4.5,7,14,8.125,,,,,,,,,4,4,0,0,8,0,1.14,-14.32805549,0.088891127,0.388733696,0.316057557,213.2958727,1016.086243,wetseason
62,11,28,Maswa,illegal,11,S,N,Open,18/01/2018,-3.377830032,34.82038597,dry,2,3.5,4.5,3,3.25,,,,,,,,,4,4,0,0,8,0,1.14,-14.32805549,0.088891127,0.151554284,0.350653529,213.2958727,1016.086243,wetseason
63,11,29,Maswa,illegal,11,S,non,Excl,18/01/2018,-3.378100013,34.82046903,dry,7.5,10.5,13,8.5,9.875,,,,,,,,,4,4,0,0,8,0,1.14,-14.32805549,0.088891127,0.771092051,0.213624475,213.2958727,1016.086243,wetseason
64,11,29,Maswa,illegal,11,S,non,Open,18/01/2018,-3.378120968,34.82046702,dry,3.5,4,2.5,2,3,,,,,,,,,4,4,0,0,8,0,1.14,-14.32805549,0.088891127,0.359108456,0.143807081,213.2958727,1016.086243,wetseason
65,11,30,Maswa,illegal,11,I,inter,Excl,18/01/2018,-3.377788961,34.82051698,dry,9,3.5,2,5,4.875,,,,,,,,,4,4,0,0,8,0,1.14,-14.32805549,0.088891127,-0.370017065,-0.086955601,213.2958727,1016.086243,wetseason
66,11,30,Maswa,illegal,11,I,inter,Open,18/01/2018,-3.378115017,34.82060096,dry,1.5,2.5,2,3,2.25,,,,,,,,,4,4,0,0,8,0,1.14,-14.32805549,0.088891127,-0.377356812,-0.0596682,213.2958727,1016.086243,wetseason
73,13,37,Maswa,wild,13,S,N,Excl,15/01/2018,-3.295762986,34.85236502,dry,4,15.5,7,17,10.875,,,,,,,,,5,2,0,0,7,0,9.16,-18.80574965,0.049883384,0.325993011,0.302513639,219.4102597,1052.574592,wetseason
74,13,37,Maswa,wild,13,S,N,Open,15/01/2018,-3.295791987,34.85235396,dry,2.5,1.5,3,2.5,2.375,,,,,,,,,5,2,0,0,7,0,9.16,-18.80574965,0.049883384,0.20679563,0.657180416,219.4102597,1064.012609,wetseason
75,13,38,Maswa,wild,13,S,non,Excl,15/01/2018,-3.295764998,34.85218498,dry,5.5,7.5,7,3.5,5.875,,,,,,,,,5,2,0,0,7,0,9.16,-18.80574965,0.049883384,0.389387229,0.276469522,219.4102597,1064.012609,wetseason
76,13,38,Maswa,wild,13,S,non,Open,15/01/2018,-3.29572401,34.85221004,dry,2,1.5,2.5,3,2.25,,,,,,,,,5,2,0,0,7,0,9.16,-18.80574965,0.049883384,0.202006835,0.293182987,219.4102597,1064.012609,wetseason
77,13,39,Maswa,wild,13,I,inter,Excl,15/01/2018,-3.295741025,34.85229604,dry,10.5,11,19.5,8,12.25,,,,,,,,,5,2,0,0,7,0,9.16,-18.80574965,0.049883384,0.314612065,0.461063761,219.4102597,1064.012609,wetseason
78,13,39,Maswa,wild,13,I,inter,Open,15/01/2018,-3.295717975,34.85247198,dry,1,1,2,1.5,1.375,,,,,,,,,5,2,0,0,7,0,9.16,-18.80574965,0.049883384,0.138666285,0.602584455,219.4102597,1064.012609,wetseason
79,14,40,Maswa,wild,14,S,N,Excl,15/01/2018,-3.296608971,34.85440199,dry,5.5,2,3,2,3.125,,,,,,,,,3,2,0,0,5,0,9.09,-29.07805833,0.031472911,0.699702394,0.077693545,219.4102597,1064.012609,wetseason
