ID,Region, Site,Block,Block.ID, Circle,WP,Date_time ,Latitude_S,Longitude_E,Debris_type,Length.cm,Diameter.cm,Volume.cm3,Mass.g,Mass.kg,Carbon.g,Carbon.kg,Carbon.kg_m2,dc,,,
203,Park Nyigoti,6,4,24,2,95,17/12/2017 12:15,2 02.310,34 39.130,FDW,10.50,3.50,100.97,16.1553,0.0162,8.0777,0.0081,0.0004,5.00,,,
204,Park Nyigoti,6,4,24,2,95,17/12/2017 12:15,2 02.310,34 39.130,FDW,77.00,2.50,377.78,60.4450,0.0604,30.2225,0.0302,0.0015,5.00,,,
205,Park Nyigoti,6,4,24,3,96,17/12/2017 12:32,2 02.298,34 39.125,FDW,,,,,,,,,,,,
207,Park Nyigoti,6,4,24,4,97,17/12/2017 12:38,2 02.307,34 39.129,FDW,49.00,3.00,346.19,55.3896,0.0554,27.6948,0.0277,0.0014,5.00,,,
209,Ikorongo,7,1,25,1,110,18/12/2017 12:08,2 00.756,34 39.851,FDW,,,,,,,,,,,,
212,Ikorongo,7,1,25,2,111,18/12/2017 12:21,2 00.738,34 39.859,FDW,,,,,,,,,,,,
213,Ikorongo,7,1,25,3,112,18/12/2017 12:23,2 00.748,34 39.852,FDW,102.00,6.00,2882.52,1671.8616,1.6719,835.9308,0.8359,0.0426,2.00,,,
213,Ikorongo,7,1,25,3,112,18/12/2017 12:23,2 00.748,34 39.852,FDW,106.00,4.00,1331.36,772.1888,0.7722,386.0944,0.3861,0.0197,2.00,,,
213,Ikorongo,7,1,25,3,112,18/12/2017 12:23,2 00.748,34 39.852,FDW,23.00,4.00,288.88,46.2208,0.0462,23.1104,0.0231,0.0012,5.00,,,
214,Ikorongo,7,1,25,3,112,18/12/2017 12:23,2 00.748,34 39.852,FDW,161.00,8.00,8088.64,4691.4112,4.6914,2345.7056,2.3457,0.1194,2.00,,,
214,Ikorongo,7,1,25,3,112,18/12/2017 12:23,2 00.748,34 39.852,FDW,67.00,3.00,473.36,274.5459,0.2745,137.2730,0.1373,0.0070,2.00,,,
215,Ikorongo,7,1,25,4,113,18/12/2017 12:43,2 00.751,34 39.860,CDW,220.00,15.00,38857.50,10102.9500,10.1030,5051.4750,5.0515,0.2572,3.00,,,
215,Ikorongo,7,1,25,4,113,18/12/2017 12:43,2 00.751,34 39.860,FDW,47.00,2.00,147.58,38.3708,0.0384,19.1854,0.0192,0.0010,4.00,,,
215,Ikorongo,7,1,25,4,113,18/12/2017 12:43,2 00.751,34 39.860,FDW,37.00,2.00,116.18,30.2068,0.0302,15.1034,0.0151,0.0008,4.00,,,
216,Ikorongo,7,1,25,4,113,18/12/2017 12:43,2 00.751,34 39.860,FDW,72.00,5.00,1413.00,367.3800,0.3674,183.6900,0.1837,0.0094,4.00,,,
216,Ikorongo,7,1,25,4,113,18/12/2017 12:43,2 00.751,34 39.860,FDW,78.00,5.00,1530.75,244.9200,0.2449,122.4600,0.1225,0.0062,5.00,,,
217,Ikorongo,7,2,26,1,106,18/12/2017 11:24,2 00.988,34 39.794,FDW,,,,,,,,,,,,
219,Ikorongo,7,2,26,2,107,18/12/2017 11:27,2 00.995,34 39.789,FDW,,,,,,,,,,,,
221,Ikorongo,7,2,26,3,108,18/12/2017 11:32,2 00.990,34 39.798,FDW,,,,,,,,,,,,
223,Ikorongo,7,2,26,4,109,18/12/2017 11:42,2 00.982,34 39.798,FDW,,,,,,,,,,,,
225,Ikorongo,7,3,27,1,102,18/12/2017 10:23,2 01.173,34 39.643,FDW,,,,,,,,,,,,
227,Ikorongo,7,3,27,2,103,18/12/2017 10:35,2 01.167,34 39.652,FDW,,,,,,,,,,,,
229,Ikorongo,7,3,27,3,104,18/12/2017 10:44,2 01.182,34 39.648,FDW,,,,,,,,,,,,
231,Ikorongo,7,3,27,4,105,18/12/2017 10:52,2 01.184,34 39.656,FDW,,,,,,,,,,,,
233,Ikorongo,7,4,28,1,98,18/12/2017 09:31,2 01.744,34 39.617,FDW,,,,,,,,,,,,
235,Ikorongo,7,4,28,2,99,18/12/2017 09:41,2 01.735,34 39.632,FDW,,,,,,,,,,,,
237,Ikorongo,7,4,28,3,100,18/12/2017 09:50,2 01.745,34 39.621,FDW,,,,,,,,,,,,
239,Ikorongo,7,4,28,4,101,18/12/2017 10:02,2 01.740,34 39.624,FDW,,,,,,,,,,,,
