number,Latitude,Longitude,area,rain.region,landuse,block,date,area.m2,ind.no,species,N.non,tree.part,entity,circum.cm,dbh.cm,base.di.raw,base.di.cm,height.cm,age,condition,dbh.kg.per.tree,basal.diamter,basal.diamter,total.basal.area.m2,Biomass.kg.per.tree,Biomass.kg.per.treePhilipo,Carbon.kg.per.tree,References,Fire.freq,Year.of.last.fire,annual.precip.mm2015_2017,precip.mm2017,precip.mm2016
86,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,18,Acacia senegal,N,trunk,live,,0,12.2,3.883380611,0,young,good,0,4.077744584,2.014880787,0.0011844,2.014880787,2.014880787,1.007440393,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
87,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,06.05.2017,2500,19,Acacia senegal,N,trunk,live,,0,11.9,3.787887646,0,young,good,0,4.027188663,2.002295848,0.0011269,2.002295848,2.002295848,1.001147924,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
88,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,19,Acacia senegal,N,trunk,live,,0,12.3,3.9152116,0,young,good,0,4.0943771,2.019003987,0.0012039,2.019003987,2.019003987,1.009501994,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
89,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,06.05.2017,2500,20,Albizia harveii,N,trunk,live,,0,4.3,1.368732511,0,young,good,0,2.225628816,1.485809145,0.0001471,1.485809145,1.485809145,0.742904573,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
90,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,20,Albizia harveii,N,trunk,live,,0,5,1.591549431,0,young,good,0,2.455775188,1.561337628,0.0001989,1.561337628,1.561337628,0.780668814,Lugana. 2015,7,2010,1134.810804,1021.567122,1120.036641
91,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,06.05.2017,2500,21,Albizia harveii,N,trunk,live,74,23.55493158,,0,0,mature,good,260.9414327,0.018,0,0.0435767,260.9414327,198.9779595,130.4707164,Lugana. 2015,7,2010,1134.810804,1021.567122,1120.036641
92,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,21,Albizia harveii,N,trunk,live,74,23.55493158,,0,0,mature,good,260.9414327,0.018,0,0.0435767,260.9414327,198.9779595,130.4707164,Lugana. 2015,7,2010,1134.810804,1021.567122,1120.036641
93,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,06.05.2017,2500,22,Balanites aegyptiaca,non,trunk,live,93,29.60281942,,0,0,mature,good,440.4210389,0.018,0,0.0688267,440.4210389,356.6098707,220.2105195,Lugana. 2015,7,2010,1134.810804,1021.567122,1120.036641
94,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,23,Balanites aegyptiaca,non,trunk,live,93,29.60281942,,0,0,mature,good,440.4210389,0.018,0,0.0688267,440.4210389,356.6098707,220.2105195,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
95,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,24,Albizia harveii,N,trunk,live,,0,2.2,2.2,112,young,good,0,2.995666073,1.725591514,0.0003801,1.725591514,1.725591514,0.862795757,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
96,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,25,Acacia senegal,N,trunk,live,,0,2.7,2.7,56,young,good,0,3.367332018,1.830118034,0.0005726,1.830118034,1.830118034,0.915059017,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
97,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,26,Acacia nilotica,N,trunk,live,,0,0.6,0.6,31,young,good,0,1.221209291,1.096908971,0.0000283,1.096908971,1.096908971,0.548454486,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
98,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,27,Commiphora trothae,non,trunk,live,,0,2.4,2.4,118,young,good,0,3.150865105,1.769990143,0.0004524,1.769990143,1.769990143,0.884995071,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
99,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,28,Commiphora trothae,non,trunk,live,,0,1.1,1.1,43,young,good,0,1.917359603,1.378172559,0.000095,1.378172559,1.378172559,0.68908628,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
100,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,29,Commiphora trothae,non,trunk,live,,0,1.45,1.45,90,young,good,0,2.311985343,1.514590817,0.0001651,1.514590817,1.514590817,0.757295408,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
101,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,30,Acacia nilotica,N,trunk,live,,0,2.2,2.2,76,young,good,0,2.995666073,1.725591514,0.0003801,1.725591514,1.725591514,0.862795757,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
102,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,31,Acacia nilotica,N,trunk,live,,0,1.2,1.2,29,young,good,0,2.036450843,1.420721944,0.0001131,1.420721944,1.420721944,0.710360972,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
103,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,32,Acacia nilotica,N,trunk,live,,0,1.9,1.9,79,young,good,0,2.743659487,1.650957143,0.0002835,1.650957143,1.650957143,0.825478571,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
104,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,33,Acacia nilotica,N,trunk,live,,0,2.1,2.1,95,young,good,0,2.914389405,1.701878199,0.0003464,1.701878199,1.701878199,0.8509391,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
105,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,34,Acacia nilotica,N,trunk,live,,0,1,1,31,young,good,0,1.792456782,1.332087378,0.0000785,1.332087378,1.332087378,0.666043689,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
106,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,35,Acacia nilotica,N,trunk,live,,0,1.4,1.4,32,young,good,0,2.259199968,1.497063782,0.0001539,1.497063782,1.497063782,0.748531891,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
107,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,36,Acacia nilotica,N,trunk,live,,0,2.1,2.1,76,young,good,0,2.914389405,1.701878199,0.0003464,1.701878199,1.701878199,0.8509391,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
108,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,37,Acacia nilotica,N,trunk,live,,0,1.05,1.05,39,young,good,0,1.85566987,1.355606827,0.0000866,1.355606827,1.355606827,0.677803414,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
109,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,38,Acacia nilotica,N,trunk,live,,0,1.8,1.8,64,young,good,0,2.653825708,1.623522623,0.0002545,1.623522623,1.623522623,0.811761312,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
110,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,39,Acacia nilotica,N,trunk,live,,0,1.5,1.5,65,young,good,0,2.363704274,1.531569219,0.0001767,1.531569219,1.531569219,0.76578461,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
111,-2.025082977,34.65268303,Park Nyigoti,Intermediate,pasture,2,16.12.2017,2500,40,Balanites aegyptiaca,non,trunk,live,,0,1.5,1.5,36,young,good,0,2.363704274,1.531569219,0.0001767,1.531569219,1.531569219,0.76578461,Chamshama et al. 2004,7,2010,1134.810804,1021.567122,1120.036641
112,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,1,Ormocarpum trachycarpum,non,trunk,live,,0,9.3,2.960281942,0,young,good,0,3.541366963,1.877063388,0.0006883,1.877063388,1.877063388,0.938531694,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
113,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,1,Ormocarpum trachycarpum,non,trunk,live,,0,9.5,3.023943919,0,young,good,0,3.58219199,1.887906775,0.0007182,1.887906775,1.887906775,0.943953387,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
114,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,2,Acacia senegal,N,trunk,live,,0,12.1,3.851549623,0,young,good,0,4.061003299,2.010722084,0.0011651,2.010722084,2.010722084,1.005361042,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
115,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,2,Acacia senegal,N,trunk,live,,0,12.3,3.9152116,0,young,good,0,4.0943771,2.019003987,0.0012039,2.019003987,2.019003987,1.009501994,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
116,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,3,Ormocarpum trachycarpum,non,trunk,live,,0,11,3.501408748,0,young,good,0,3.869239431,1.962457498,0.0009629,1.962457498,1.962457498,0.981228749,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
117,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,3,Ormocarpum trachycarpum,non,trunk,live,,0,11.3,3.596901714,0,young,good,0,3.922979292,1.976102045,0.0010161,1.976102045,1.976102045,0.988051023,Lugana. 2015,6,2007,1134.810804,1021.567122,1120.036641
118,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,4,Ormocarpum trachycarpum,non,trunk,live,33.4,10.6315502,,0,0,middle,browsed by elephant,42.19331222,0.018,0,0.0088774,42.19331222,26.10845196,21.09665611,Lugana. 2015,6,2007,1134.810804,1021.567122,1120.036641
119,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,4,Ormocarpum trachycarpum,non,trunk,live,33.5,10.66338119,,0,0,middle,browsed by elephant,42.48321131,0.018,0,0.0089306,42.48321131,26.30848168,21.24160566,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
120,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,5,Albizia harveii,N,trunk,live,,0,20,6.366197724,0,young,good,0,5.130068251,2.260988335,0.0031831,2.260988335,2.260988335,1.130494167,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
121,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,5,Albizia harveii,N,trunk,live,,0,21.1,6.716338598,0,young,good,0,5.24895034,2.287127093,0.0035429,2.287127093,2.287127093,1.143563547,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
122,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,6,Acacia senegal,N,trunk,live,,0,6.4,2.037183272,0,young,elephant eaten,0,2.861982158,1.686411029,0.0003259,1.686411029,1.686411029,0.843205514,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
123,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,6,Acacia senegal,N,trunk,live,,0,6.55,2.084929755,0,young,elephant eaten,0,2.901913951,1.698209042,0.0003414,1.698209042,1.698209042,0.849104521,Lugana. 2015,6,2007,1134.810804,1021.567122,1120.036641
124,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,7,Albizia harveii,N,trunk,live,89.9,28.61605877,,0,0,mature,good,407.5171681,0.018,0,0.0643147,407.5171681,327.0430206,203.758584,Lugana. 2015,6,2007,1134.810804,1021.567122,1120.036641
125,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,7,Albizia harveii,N,trunk,live,89.9,28.61605877,,0,0,mature,good,407.5171681,0.018,0,0.0643147,407.5171681,327.0430206,203.758584,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
126,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,8,Ormocarpum trachycarpum,non,trunk,live,,0,13.4,4.265352475,0,young,elephant eaten,0,4.270539111,2.062168546,0.0014289,2.062168546,2.062168546,1.031084273,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
127,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,8,Ormocarpum trachycarpum,non,trunk,live,,0,13.5,4.297183463,0,young,elephant eaten,0,4.285968659,2.065906256,0.0014503,2.065906256,2.065906256,1.032953128,Lugana. 2015,6,2007,1134.810804,1021.567122,1120.036641
128,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,9,Balanites aegyptiaca,non,trunk,live,61,19.41690306,,0,0,middle,good,167.6386542,0.018,0,0.0296108,167.6386542,121.5076051,83.81932712,Lugana. 2015,6,2007,1134.810804,1021.567122,1120.036641
129,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,9,Balanites aegyptiaca,non,trunk,live,61,19.41690306,,0,0,middle,good,167.6386542,0.018,0,0.0296108,167.6386542,121.5076051,83.81932712,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
130,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,10,Ormocarpum trachycarpum,non,trunk,live,,0,7.2,2.291831181,0,young,good,0,3.068096639,1.746452587,0.0004125,1.746452587,1.746452587,0.873226294,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
131,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,10,Ormocarpum trachycarpum,non,trunk,live,,0,7.3,2.323662169,0,young,good,0,3.092732129,1.753491411,0.0004241,1.753491411,1.753491411,0.876745706,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
132,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,11,Olea europaea,N,trunk,live,,0,3.2,1.018591636,0,young,good,0,1.816144149,1.340948973,0.0000815,1.340948973,1.340948973,0.670474487,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
133,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,11,Olea europaea,N,trunk,live,,0,3.35,1.066338119,0,young,good,0,1.875991721,1.3630817,0.0000893,1.3630817,1.3630817,0.68154085,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
134,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,12,Acacia senegal,N,trunk,live,,0,14.4,4.583662361,0,young,good,0,4.420802939,2.098285714,0.0016501,2.098285714,2.098285714,1.049142857,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
135,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,12,Acacia senegal,N,trunk,live,,0,14.45,4.599577855,0,young,good,0,4.428089503,2.10002131,0.0016616,2.10002131,2.10002131,1.050010655,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
136,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,13,Acacia drepanolobium,N,trunk,live,,0,15,4.774648293,0,young,good,0,4.506902023,2.118702911,0.0017905,2.118702911,2.118702911,1.059351455,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
137,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,13,Acacia drepanolobium,N,trunk,live,,0,15.2,4.83831027,0,young,good,0,4.534970029,2.125316454,0.0018386,2.125316454,2.125316454,1.062658227,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
138,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,14,Acacia senegal,N,trunk,live,,0,20,6.366197724,0,young,good,0,5.130068251,2.260988335,0.0031831,2.260988335,2.260988335,1.130494167,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
139,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,14,Acacia senegal,N,trunk,live,,0,20,6.366197724,0,young,good,0,5.130068251,2.260988335,0.0031831,2.260988335,2.260988335,1.130494167,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
140,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,15,Acacia gerrardii,N,trunk,live,,0,12,3.819718634,0,young,good,0,4.044151812,2.006527302,0.0011459,2.006527302,2.006527302,1.003263651,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
141,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,15,Acacia gerrardii,N,trunk,live,,0,12.25,3.899296106,0,young,good,0,4.08607435,2.016946789,0.0011942,2.016946789,2.016946789,1.008473395,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
142,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,16,Albizia harveii,N,trunk,live,,0,20,6.366197724,0,young,good,0,5.130068251,2.260988335,0.0031831,2.260988335,2.260988335,1.130494167,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
143,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,16,Albizia harveii,N,trunk,live,,0,20.3,6.46169069,0,young,good,0,5.163041978,2.268268498,0.0032793,2.268268498,2.268268498,1.134134249,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
144,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,17,Albizia harveii,N,trunk,live,,0,19.9,6.334366735,0,young,good,0,5.118981947,2.258535354,0.0031513,2.258535354,2.258535354,1.129267677,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
145,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,17,Albizia harveii,N,trunk,live,,0,20,6.366197724,0,young,good,0,5.130068251,2.260988335,0.0031831,2.260988335,2.260988335,1.130494167,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
146,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,18,Ormocarpum trachycarpum,non,trunk,live,,0,21,6.68450761,0,young,good,0,5.238368137,2.284812495,0.0035094,2.284812495,2.284812495,1.142406247,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
147,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,18,Ormocarpum trachycarpum,non,trunk,live,,0,21,6.68450761,0,young,good,0,5.238368137,2.284812495,0.0035094,2.284812495,2.284812495,1.142406247,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
148,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,19,Ormocarpum trachycarpum,non,trunk,live,,0,12,3.819718634,0,young,good,0,4.044151812,2.006527302,0.0011459,2.006527302,2.006527302,1.003263651,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
149,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,19,Ormocarpum trachycarpum,non,trunk,live,,0,12.25,3.899296106,0,young,good,0,4.08607435,2.016946789,0.0011942,2.016946789,2.016946789,1.008473395,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
150,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,20,Ormocarpum trachycarpum,non,trunk,live,,0,18.2,5.793239929,0,young,good,0,4.922775653,2.21467281,0.0026359,2.21467281,2.21467281,1.107336405,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
151,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,20,Ormocarpum trachycarpum,non,trunk,live,,0,18.3,5.825070917,0,young,good,0,4.934742993,2.217372994,0.002665,2.217372994,2.217372994,1.108686497,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
152,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,21,Ormocarpum trachycarpum,non,trunk,live,,0,17,5.411268065,0,young,elephant eaten,0,4.774626118,2.180969078,0.0022998,2.180969078,2.180969078,1.090484539,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
153,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,21,Ormocarpum trachycarpum,non,trunk,live,,0,17,5.411268065,0,young,elephant eaten,0,4.774626118,2.180969078,0.0022998,2.180969078,2.180969078,1.090484539,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
154,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,22,Ormocarpum trachycarpum,non,trunk,live,,0,16.4,5.220282133,0,young,good,0,4.697207078,2.163147493,0.0021403,2.163147493,2.163147493,1.081573747,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
155,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,22,Ormocarpum trachycarpum,non,trunk,dead,,0,,0,0,young,killed by elephant,0,0.018,0,0,0,0,0,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
156,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,22,Ormocarpum trachycarpum,non,branch,live,,0,13,4.13802852,0,young,good,0,4.207873791,2.04691812,0.0013449,2.04691812,2.04691812,1.02345906,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
157,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,22,Ormocarpum trachycarpum,non,branch,dead,,0,,0,0,young,killed by elephant,0,0.018,0,0,0,0,0,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
158,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,06.05.2017,2500,23,Ormocarpum trachycarpum,non,trunk,live,,0,20,6.366197724,0,young,good,0,5.130068251,2.260988335,0.0031831,2.260988335,2.260988335,1.130494167,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
159,-2.032524012,34.652563,Park Nyigoti,Intermediate,pasture,3,16.12.2017,2500,23,Ormocarpum trachycarpum,non,trunk,dead,,0,,0,0,young,killed by elephant,0,0.018,0,0,0,0,0,Chamshama et al. 2004,6,2007,1134.810804,1021.567122,1120.036641
