plot.id,block.id.harvest,site.id,block.id,stu.block.id,site.name,region,transplant,landuse,block,stu.block,treatment,harvest,wp,lat,long,setup.date,harvest.date,growth.period,Tagsp,pasture.disc.setup,height..setup,target.sp.cover.setup,total.veg.cover.setup,pasture.disc.harvest,height.harvest,target.sp.cover.harvest..,total.veg.cover.harvest..,PREVIOUS..HX.1.biomass.target.sp.g,PREVIOUS..HX.1.biomass.other.sp.g,PREVIOUS..HX.1.biomass.total.g,biomass.total.g,productivity.total.g.m2.day,consumption.total.g.m2.day,productivity.total.g.m2.dayWEIGHTED,consumption.total.g.m2.dayWEIGHTED,pool,biomass.sp,prodsp,conssp,prodsp.per,conssp.per,Plant.N.SUA,Plant.N.NTNU,Plant.C,Plant.N,Plant.CN,Lag.N,rain.sum,rain.acc.sum,map15_17,sand.per,N.per,SOC.per,rain.sum,zero.days,consec.NoRain.days
DRY_W_1_EX_H4,DRY_W_1_H4,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,Control,W,1,3,EX,H4,995,-3.299332,34.848458,7/21/2017,9/28/2017,69,Cyn dac,0.5,4.4,4,10,2,5.4,4,22,5.85,9,14.85,9.65,-0.023752013,0.004428341,-1.717988131,-0.029750403,other,7.37,-0.59,0.09,-1.627639113,0.000970209,2.66,2.66,,2.66,0,,6.9,879.3456003,754.84,12,0.294,,6.900000125,65,21
DRY_W_1_EX2_H4,DRY_W_1_H4,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,Control,W,1,3,EX2,H4,995,-3.299332,34.848458,7/21/2017,9/28/2017,69,Cyn dac,1.5,2,15,40,2,5,8,40,6.88,21.95,28.83,18.94,0.350241546,0.3784219,-1.577635328,0.189774557,other,13.62,0.29,0.34,-1.5625,0.123023349,2.28,2.28,,2.28,0,1.16,6.9,886.2456004,754.84,12,0.294,2.34,6.900000125,65,21
DRY_W_1_OP_H4,DRY_W_1_H4,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,Control,W,1,3,OP,H4,995,-3.299332,34.848458,7/21/2017,9/28/2017,69,Cyn dac,1.5,1.4,8,20,1,4,5,30,4.74,6.51,11.25,9.54,-0.028180354,,,,other,5.21,-0.05,,,,,,,,,,6.9,893.1456005,754.84,12,0.294,2.34,6.900000125,65,21
DRY_W_2_EX_H4,DRY_W_2_H4,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,Control,W,2,4,EX,H4,980,-3.303268,34.847796,7/21/2017,9/28/2017,69,Cyn dac,2.5,6.2,25,40,2.25,5,10,28,4.67,8.81,13.48,15.76,0.088164251,0.450483092,-1.196227283,0.162930757,other,3.41,-0.07,0.05,-2.193402858,0.021409018,,,,,,0.81,6.9,879.3456003,754.84,17.39,0.264,,6.900000125,65,22
DRY_W_2_EX2_H4,DRY_W_2_H4,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,Control,W,2,4,EX2,H4,980,-3.303268,34.847796,7/21/2017,9/28/2017,69,Cyn dac,2.2,1.8,12,17,1.5,2.2,7,14,3.6,14.01,17.61,7.92,-0.227455717,0.134863124,-1.184725098,0.029919485,other,4.05,-0.04,0.08,-0.626869105,0.008111916,,,,,,1.16,6.9,886.2456004,754.84,17.39,0.264,,6.900000125,65,22
DRY_W_2_OP_H4,DRY_W_2_H4,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,Control,W,2,4,OP,H4,980,-3.303268,34.847796,7/21/2017,9/28/2017,69,Cyn dac,2,7,5,20,1,1.6,4,8,3.46,5.14,8.6,4.57,-0.362318841,,,,other,2.05,-0.12,,,,,,,,,0.95,6.9,893.1456005,754.84,17.39,0.264,,6.900000125,65,22
DRY_W_3_EX_H4,DRY_W_3_H4,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,Control,W,3,1,EX,H4,998,-3.295645,34.852435,7/21/2017,9/28/2017,69,Cyn dac,2.5,7.6,13,30,2.5,2,8,15,6.43,2.68,9.11,10.57,-0.027375201,0.148148148,0.088566828,0.04718599,other,5.46,0.07,0.09,-0.644122383,0.014061997,,,,,,1.05,6.9,877.3081449,717.36,16.5,0.226,1.97,6.900000125,65,23
DRY_W_3_EX2_H4,DRY_W_3_H4,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,Control,W,3,1,EX2,H4,998,-3.295645,34.852435,7/21/2017,9/28/2017,69,Cyn dac,,2,6,10,1,1,3,5,1.38,16.36,17.74,4.92,-0.254830918,-0.079307568,1.213097155,-0.00673913,other,3.15,-0.02,-0.01,2.556360709,0.001211755,,,,,,0.88,6.9,884.2081451,717.36,16.5,0.226,1.97,6.900000125,65,23
DRY_W_3_OP_H4,DRY_W_3_H4,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,Control,W,3,1,OP,H4,998,-3.295645,34.852435,7/21/2017,9/28/2017,69,Cyn dac,2.8,1,10,13,0,1.6,5,6,6.48,3.76,10.24,6.89,-0.175523349,,,,other,3.29,-0.02,,,,,,,,,,6.9,891.1081452,717.36,16.5,0.226,1.97,6.900000125,65,23
DRY_W_4_EX_H4,DRY_W_4_H4,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,Control,W,4,2,EX,H4,1000,-3.296013,34.854327,7/21/2017,9/28/2017,69,Cyn dac,3.5,1.6,5,10,1.5,1.2,5,9,3.8,7.75,11.55,7.67,-0.037439614,0.05394525,1.24566112,-0.005338164,other,3.87,-0.07,-0.03,1.65257649,-0.006759259,,,,,,0.88,12.56,971.4224453,717.36,36.4,0.218,,12.56301686,63,23
DRY_W_4_EX2_H4,DRY_W_4_H4,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,Control,W,4,2,EX2,H4,1000,-3.296013,34.854327,7/21/2017,9/28/2017,69,Cyn dac,2.5,1.8,14,19,2,1.8,11,13,5.73,12.85,18.58,10.21,0.064814815,0.156199678,0.976588629,0.020305958,other,6.29,0.03,0.07,10.41867955,-0.007926731,,,,,,1.23,12.56,983.9854622,717.36,36.4,0.218,,12.56301686,63,23
DRY_W_4_OP_H4,DRY_W_4_H4,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,Control,W,4,2,OP,H4,1000,-3.296013,34.854327,7/21/2017,9/28/2017,69,Cyn dac,1.5,4.6,8,22,1.5,1.8,6,13,8,5.57,13.57,6.33,-0.091384863,,,,other,4.61,-0.04,,,,,,,,,,12.56,996.548479,717.36,36.4,0.218,,12.56301686,63,23
DRY_P_1_EX_H4,DRY_P_1_H4,DRY_P,DRY_P_1,DRY_P_2,Makao,DRY,Control,P,1,2,EX,H4,1009,-3.303212,34.847736,7/22/2017,9/27/2017,67,Chl pyc,0.5,1,5,15,0,0,1,5,16.78,13.52,30.3,2.37,-0.419983416,0.098258706,-0.626036484,0.004912935,other,2.19,-0.11,0.09,-0.191749585,0.003631841,,,,,,1.05,6.53,515.1213216,672.04,61.83,0.129,1.27,6.525000036,62,17
DRY_P_1_OP_H4,DRY_P_1_H4,DRY_P,DRY_P_1,DRY_P_2,Makao,DRY,Control,P,1,2,OP,H4,1009,-3.303212,34.847736,7/22/2017,9/27/2017,67,Chl pyc,1.5,1,10,25,0,0,1,6,7.75,4.75,12.5,0,-0.518242123,,,,other,0,-0.2,,,,,,,,,,6.53,521.6463216,672.04,61.83,0.129,1.27,6.525000036,62,17
DRY_P_2_EX_H4,DRY_P_2_H4,DRY_P,DRY_P_2,DRY_P_3,Makao,DRY,Control,P,2,3,EX,H4,1006,-3.408426,34.850244,7/22/2017,9/27/2017,67,Chl pyc,0.5,0.4,5,10,0,0,1,4,4.42,16.88,21.3,0,-0.332504146,0,-2.216694306,0,other,0,-0.31,0,-2.417400179,0,,,,,,1.16,6.53,515.1213216,672.04,66.85,0.129,,6.525000036,62,18
DRY_P_2_OP_H4,DRY_P_2_H4,DRY_P,DRY_P_2,DRY_P_3,Makao,DRY,Control,P,2,3,OP,H4,1006,-3.408426,34.850244,7/22/2017,9/27/2017,67,Chl pyc,2,4.6,5,20,0,0,1,4,0.44,7.58,8.02,0,-0.332504146,,,,other,0,-0.31,,-3.919292427,,,,,,,0.91,6.53,521.6463216,672.04,66.85,0.129,,6.525000036,62,18
DRY_P_3_EX_H4,DRY_P_3_H4,DRY_P,DRY_P_3,DRY_P_1,Makao,DRY,Control,P,3,1,EX,H4,1001,-3.406316,34.850407,7/22/2017,9/27/2017,67,Chl pyc,0.5,0.9,4,8,0,0,1,3,1.43,14.18,15.61,0,-0.348258706,,-2.902155887,,other,0,-0.33,0,-6.608623549,,,,,,,0.95,6.53,555.1401128,672.04,58.83,0.146,1.55,6.525000036,62,19
DRY_P_3_OP_H4,DRY_P_3_H4,DRY_P,DRY_P_3,DRY_P_1,Makao,DRY,Control,P,3,1,OP,H4,1001,-3.406316,34.850407,7/22/2017,9/27/2017,67,Chl pyc,0.5,1,2,8,,,,,0.43,7.97,8.4,,,,,,other,,,,,,,,,,,1.02,6.53,561.6651128,672.04,58.83,0.146,1.55,6.525000036,62,19
DRY_P_4_EX_H4,DRY_P_4_H4,DRY_P,DRY_P_4,,Makao,DRY,Control,P,4,,EX,H4,1003,-3.406853,34.8516,7/22/2017,9/27/2017,67,Chl pyc,0.7,1.4,7,15,0,0,1,8,2.6,18.26,20.86,0,-0.237147595,,-3.387822791,,other,0,-0.2,0,-6.550580431,,,,,,,0.88,6.53,555.1401128,672.04,57.61,0.145,,6.525000036,62,20
DRY_P_4_OP_H4,DRY_P_4_H4,DRY_P,DRY_P_4,,Makao,DRY,Control,P,4,,OP,H4,1003,-3.406853,34.8516,7/22/2017,9/27/2017,67,Chl pyc,1,0.9,2,10,,,,,0.98,4.74,5.72,,,,,,other,,,,,,,,,,,,6.53,561.6651128,672.04,57.61,0.145,,6.525000036,62,20
SE_1_EX_H4,SE_1_H4,SE,SE_1,,Seronera,SE,Control,W,1,,EX,H4,1023,-2.437747,34.855162,7/26/2017,9/25/2017,61,Dig mac,4,7.6,25,35,5,10.2,20,50,18.05,33.3,51.35,61.24,1.426229508,0.643442623,1.035822708,0.536247723,other,30.83,0.48,0.32,-4.532483303,0.258538251,2.63,2.63,,2.63,0,0.91,167.09,1029.513083,855.62,53.59,0.113,,167.0886246,37,17
SE_1_EX2_H4,SE_1_H4,SE,SE_1,,Seronera,SE,Control,W,1,,EX2,H4,1023,-2.437747,34.855162,7/26/2017,9/25/2017,61,Dig mac,2.5,10.8,20,50,7,15,30,70,13.9,10.68,24.58,78.72,2.222222222,1.439435337,0.579408448,1.651183971,other,55.17,1.59,1.43,-2.931466302,0.842281421,1.09,1.09,,1.09,0,1.23,167.09,1196.601708,855.62,53.59,0.113,,167.0886246,37,17
SE_1_OP_H4,SE_1_H4,SE,SE_1,,Seronera,SE,Control,W,1,,OP,H4,1023,-2.437747,34.855162,7/26/2017,9/25/2017,61,Dig mac,2.2,6.8,20,30,2.5,7,25,40,9.69,20.23,29.92,47.11,0.782786885,,,,other,23.81,0.16,,,,2.17,2.17,,2.17,0,1.02,167.09,1363.690333,855.62,53.59,0.113,,167.0886246,37,17
SE_2_EX_H4,SE_2_H4,SE,SE_2,,Seronera,SE,Control,W,2,,EX,H4,1025,-2.437766,34.855394,7/26/2017,9/25/2017,61,Dig mac,4.2,17.8,10,45,5,10.8,12,70,7.72,15.37,23.09,82.75,2.231785064,1.805100182,-0.762555295,1.852504554,other,72.08,2.53,1.87,-5.133157465,1.579385246,1.44,1.44,,1.44,0,1.26,167.09,1029.513083,855.62,63.33,0.13,1.31,167.0886246,37,18
SE_2_EX2_H4,SE_2_H4,SE,SE_2,,Seronera,SE,Control,W,2,,EX2,H4,1025,-2.437766,34.855394,7/26/2017,9/25/2017,61,Dig mac,2.2,9,5,30,2.75,7.6,8,35,29.3,31.02,60.32,48.68,0.680327869,0.253642987,0.187874057,-0.009380692,other,40.1,1.07,0.42,-4.029211361,0.168665756,1.54,1.54,,1.54,0,1.05,167.09,1196.601708,855.62,63.33,0.13,1.31,167.0886246,37,18
SE_2_OP_H4,SE_2_H4,SE,SE_2,,Seronera,SE,Control,W,2,,OP,H4,1025,-2.437766,34.855394,7/26/2017,9/25/2017,61,Dig mac,3.5,4.8,12,40,3.5,6.2,17,40,17.15,16.59,33.74,43.11,0.426684882,,,,other,30.97,0.65,,,,1.36,1.36,,1.36,0,,167.09,1363.690333,855.62,63.33,0.13,1.31,167.0886246,37,18
SE_3_EX_H4,SE_3_H4,SE,SE_3,,Seronera,SE,Control,W,3,,EX,H4,1027,-2.437991,34.855418,7/26/2017,9/25/2017,61,Dig mac,4.4,12.2,20,65,5.5,13.4,25,60,12.5,5.92,18.42,88.07,2.68442623,2.939435337,1.379933212,2.117103825,other,53.18,1.41,1.71,0.942967351,0.726357013,1.65,1.65,,1.65,0,,167.09,1029.513083,855.62,64.45,0.129,,167.0886246,37,19
SE_3_EX2_H4,SE_3_H4,SE,SE_3,,Seronera,SE,Control,W,3,,EX2,H4,1027,-2.437991,34.855418,7/26/2017,9/25/2017,61,Dig mac,2.5,9.2,22,35,2.25,7.2,18,35,10.12,19.71,29.83,37.78,0.39435337,0.649362477,-0.388758782,0.312959927,other,19.16,-0.14,0.16,-0.843780135,0.027094718,1.79,1.79,,1.79,0,1.09,167.09,1196.601708,855.62,64.45,0.129,,167.0886246,37,19
SE_3_OP_H4,SE_3_H4,SE,SE_3,,Seronera,SE,Control,W,3,,OP,H4,1027,-2.437991,34.855418,7/26/2017,9/25/2017,61,Dig mac,3.5,1.4,7,25,3.5,3.2,10,27,6.81,22.31,29.12,23.52,-0.255009107,,,,other,15.66,-0.3,,,,1.3,1.3,,1.3,0,1.89,167.09,1363.690333,855.62,64.45,0.129,,167.0886246,37,19
SE_4_EX_H4,SE_4_H4,SE,SE_4,,Seronera,SE,Control,W,4,,EX,H4,1026,-2.438079,34.854989,7/26/2017,9/25/2017,61,Dig mac,3.2,9.2,15,30,4,8.6,20,40,16.55,24.26,40.81,37.26,1.078779599,0.33287796,0.60685203,0.201343352,other,18.93,0.55,0.21,-0.094002082,0.022108379,1.69,1.69,,1.69,0,0.98,167.09,1029.513083,855.62,65.67,0.143,1.5,167.0886246,37,19
SE_4_EX2_H4,SE_4_H4,SE,SE_4,,Seronera,SE,Control,W,4,,EX2,H4,1026,-2.438079,34.854989,7/26/2017,9/25/2017,61,Dig mac,2.5,8.4,15,25,5.75,7.8,20,40,5.67,19.72,25.39,51.27,1.716757741,0.970856102,2.201797386,0.456534608,other,23.55,0.76,0.42,0.957910487,0.064184882,1.33,1.33,,1.33,0,,167.09,1196.601708,855.62,65.67,0.143,1.5,167.0886246,37,19
SE_4_OP_H4,SE_4_H4,SE,SE_4,,Seronera,SE,Control,W,4,,OP,H4,1026,-2.438079,34.854989,7/26/2017,9/25/2017,61,Dig mac,2.5,8.8,15,30,2.5,5.4,12,35,6.8,6.77,13.57,29.95,0.745901639,,,,other,14.35,0.35,,,,1.65,1.65,,1.65,0,,167.09,1363.690333,855.62,65.67,0.143,1.5,167.0886246,37,19
WET_W_1_EX_H5,WET_W_1_H5,WET_W,WET_W_1,WET_W_3,Handajega,WET,Control,W,1,3,EX,H5,954,-2.272484,34.023326,10/01/2017,12/14/2017,74,The tri,4.4,14.4,15,40,5,63.2,18,60,10.26,46.51,56.77,55.45,0.366366366,0.992867868,-1.295045045,0.541291291,other,41.45,0.17,0.69,-1.624289124,0.264977477,,,,,,2.91,428.22,1672.379809,1279.26,64.67,0.102,1.39,428.2154918,25,7
WET_W_1_OP_H5,WET_W_1_H5,WET_W,WET_W_1,WET_W_3,Handajega,WET,Control,W,1,3,OP,H5,954,-2.272484,34.023326,10/01/2017,12/14/2017,74,The tri,3.5,8.6,10,30,4,55.2,20,65,8.78,36.91,45.69,29,-0.626501502,,,,other,23,-0.52,,,,1.02,1.02,,1.02,0,3.99,428.22,2100.595301,1279.26,64.67,0.102,1.39,428.2154918,25,7
WET_W_2_EX_H5,WET_W_2_H5,WET_W,WET_W_2,WET_W_4,Handajega,WET,Control,W,2,4,EX,H5,953,-2.2783,34.024459,10/01/2017,12/14/2017,74,The tri,2.7,3.6,15,30,3.5,30.2,15,55,7.72,20.03,27.75,21,-0.333333333,-0.788288288,-1.771381771,-1.064189189,other,9,-0.48,-0.83,-3.703703704,-0.621246246,1.3,1.3,,1.3,0,2.56,428.22,1672.379809,1279.26,62.05,0.113,,428.2154918,25,7
WET_W_2_OP_H5,WET_W_2_H5,WET_W,WET_W_2,WET_W_4,Handajega,WET,Control,W,2,4,OP,H5,953,-2.2783,34.024459,10/01/2017,12/14/2017,74,The tri,3.5,11.8,30,60,5.3,43,30,95,8.07,21.81,29.88,42,0.454954955,,,,other,31,0.34,,,,,,,,,3.01,428.22,2100.595301,1279.26,62.05,0.113,,428.2154918,25,7
WET_W_3_EX_H5,WET_W_3_H5,WET_W,WET_W_3,WET_W_1,Handajega,WET,Control,W,3,1,EX,H5,951,-2.277999,34.027678,10/01/2017,12/14/2017,74,The tri,7.7,21.4,10,55,10,55.2,20,85,10.83,28.21,39.04,46,-1.966591592,1.276276276,-5.355193429,1.174924925,other,27,-2.16,0.83,-6.383691384,0.611861862,0.88,0.88,,0.88,0,2.28,428.22,1678.07138,1279.26,59.67,0.108,1.45,428.2154918,25,8
WET_W_3_OP_H5,WET_W_3_H5,WET_W,WET_W_3,WET_W_1,Handajega,WET,Control,W,3,1,OP,H5,951,-2.277999,34.027678,10/01/2017,12/14/2017,74,The tri,3,4.6,12,40,4,23,40,65,13.75,84.64,98.39,12,-3.242867868,,,,other,5,-2.99,,,,2.45,2.45,,2.45,0,2.24,428.22,2106.286872,1279.26,59.67,0.108,1.45,428.2154918,25,8
WET_W_4_EX_H5,WET_W_4_H5,WET_W,WET_W_4,WET_W_2,Handajega,WET,Control,W,4,2,EX,H5,950,-2.278837,34.031884,10/01/2017,12/14/2017,74,The tri,3.6,11,34,45,9.5,51.6,55,92,51.26,7.37,58.63,62.29,1.026276276,1.287162162,-1.831587022,1.573078078,other,41.29,0.56,0.95,0.228025323,0.543442192,,,,,,3.08,428.22,1678.07138,1279.26,55.57,0.131,,428.2154918,25,8
WET_W_4_OP_H5,WET_W_4_H5,WET_W,WET_W_4,WET_W_2,Handajega,WET,Control,W,4,2,OP,H5,950,-2.278837,34.031884,10/01/2017,12/14/2017,74,The tri,3.8,8.4,22,27,5,49,50,55,8.57,26.38,34.95,28,-0.260885886,,,,other,16,-0.39,,,,0.98,0.98,,0.98,0,2.63,428.22,2106.286872,1279.26,55.57,0.131,,428.2154918,25,8
WET_P_1_EX_H5,WET_P_1_H5,WET_P,WET_P_1,WET_P_1,Mwantimba,WET,Control,P,1,1,EX,H5,957,-2.350052,34.049976,9/30/2017,12/13/2017,74,Chr ori,0,0.9,16,20,3,9.6,80,95,22.77,1.19,23.96,16,-0.72972973,0.3003003,-3.802223276,0.285285285,other,4,0.11,0.11,-0.763263263,0.018768769,1.36,1.36,,1.36,0,,512.07,1697.05528,1295.06,45,0.135,1.17,512.073647,25,6
WET_P_1_OP_H5,WET_P_1_H5,WET_P,WET_P_1,WET_P_1,Mwantimba,WET,Control,P,1,1,OP,H5,957,-2.350052,34.049976,9/30/2017,12/13/2017,74,Chr ori,0,1.4,21,26,1,1.8,85,95,34.5,0.94,35.44,8,-1.03003003,,,,other,1,0,,,,2.24,2.24,,2.24,0,,512.07,2209.128927,1295.06,45,0.135,1.17,512.073647,25,6
WET_P_2_EX_H5,WET_P_2_H5,WET_P,WET_P_2,WET_P_2,Mwantimba,WET,Control,P,2,2,EX,H5,959,-2.348488,34.05011,9/30/2017,12/13/2017,74,Chr ori,0,1.2,8,12,4.5,20.2,65,92,20.96,5.82,26.78,20,0.037162162,0.45045045,-2.03832093,0.474474474,other,11,0.37,0.34,0.487640418,0.102477477,1.23,1.23,,1.23,0,,512.07,1697.05528,1295.06,45.98,0.119,,512.073647,25,6
WET_P_2_OP_H5,WET_P_2_H5,WET_P,WET_P_2,WET_P_2,Mwantimba,WET,Control,P,2,2,OP,H5,959,-2.348488,34.05011,9/30/2017,12/13/2017,74,Chr ori,0,1,14,18,2.4,4.2,60,72,17.9,1.11,19.01,8,-0.413288288,,,,other,2,0.03,,,,2.03,2.03,,2.03,0,,512.07,2209.128927,1295.06,45.98,0.119,,512.073647,25,6
WET_P_3_EX_H5,WET_P_3_H5,WET_P,WET_P_3,WET_P_4,Mwantimba,WET,Control,P,3,4,EX,H5,1022,-2.367293,34.062509,9/30/2017,12/13/2017,74,Chr ori,1,1.3,44,55,2,4.8,85,97,13.18,5.38,18.56,21,0.234984985,0.154279279,-1.400544875,0.289132883,other,7,0.18,0.19,-0.437937938,0.026276276,1.72,1.72,,1.72,0,,512.07,1697.05528,1295.06,42.5,0.17,1.6,512.073647,25,7
WET_P_3_OP_H5,WET_P_3_H5,WET_P,WET_P_3,WET_P_4,Mwantimba,WET,Control,P,3,4,OP,H5,1022,-2.367293,34.062509,9/30/2017,12/13/2017,74,Chr ori,1.5,1.8,25,45,2,2.4,68,75,12.64,2.1,14.74,16.89,0.080705706,,,,other,2,0,,,,2.07,2.07,,2.07,0,,512.07,2209.128927,1295.06,42.5,0.17,1.6,512.073647,25,7
WET_P_4_EX_H5,WET_P_4_H5,WET_P,WET_P_4,WET_P_3,Mwantimba,WET,Control,P,4,3,EX,H5,1020,-2.36857,34.062586,9/30/2017,12/13/2017,74,Chr ori,1,1.2,18,26,3.5,27.1,55,85,13.92,7.26,21.18,56.25,0.983108108,1.548423423,-0.336844197,1.428772523,other,34.47,0.83,0.96,-0.352852853,0.354391892,,,,,,2.24,512.07,1613.239547,1295.06,57.26,0.154,,512.073647,25,7
WET_P_4_OP_H5,WET_P_4_H5,WET_P,WET_P_4,WET_P_3,Mwantimba,WET,Control,P,4,3,OP,H5,1020,-2.36857,34.062586,9/30/2017,12/13/2017,74,Chr ori,1,2.4,37,30,1.5,4.3,55,65,17.63,12.43,30.06,15,-0.565315315,,,,other,9,-0.13,,,,2.1,2.1,,2.1,0,2.03,512.07,2125.313194,1295.06,57.26,0.154,,512.073647,25,7
DRY_W_1_EX_H5,DRY_W_1_H5,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,Control,W,1,3,EX,H5,995,-3.299332,34.848458,9/28/2017,12/11/2017,74,Cyn dac,3.5,9.8,5,32,2.5,4.2,15,20,2.28,7.37,9.65,29.7,0.756756757,0.964714715,4.380630631,0.207957958,other,22,0.31,0.75,15.73423423,0.037537538,2.14,2.14,,2.14,0,2.66,151.07,1044.219247,754.84,12,0.294,2.34,151.0736463,44,8
DRY_W_1_EX2_H5,DRY_W_1_H5,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,Control,W,1,3,EX2,H5,995,-3.299332,34.848458,9/28/2017,12/11/2017,74,Cyn dac,2.5,2.2,9,12,3,10.3,15,60,5.32,13.62,18.94,13.96,0.165915916,0.373873874,-0.32032032,0.299399399,other,2,-0.12,0,-0.615448782,0.03003003,3.26,3.26,,3.26,0,2.28,151.07,1195.292893,754.84,12,0.294,2.34,151.0736463,44,8
DRY_W_1_OP_H5,DRY_W_1_H5,DRY_W,DRY_W_1,DRY_W_3,Maswa,DRY,Control,W,1,3,OP,H5,995,-3.299332,34.848458,9/28/2017,12/11/2017,74,Cyn dac,3,1.2,7,10,3.5,0.8,5,10,4.33,5.21,9.54,4,-0.207957958,,,,other,2,-0.12,,,,2.8,2.8,,2.8,0,,151.07,1346.366539,754.84,12,0.294,2.34,151.0736463,44,8
DRY_W_2_EX_H5,DRY_W_2_H5,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,Control,W,2,4,EX,H5,980,-3.303268,34.847796,9/28/2017,12/11/2017,74,Cyn dac,1.6,4.4,10,23,2,4.2,20,28,12.35,3.41,15.76,20.87,0.611861862,0.595720721,0.653555341,0.170555556,other,16.87,0.56,0.52,5.991929429,0.03039039,,,,,,,151.07,1044.219247,754.84,17.39,0.264,,151.0736463,44,9
DRY_W_2_EX2_H5,DRY_W_2_H5,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,Control,W,2,4,EX2,H5,980,-3.303268,34.847796,9/28/2017,12/11/2017,74,Cyn dac,1,2.4,10,13,1.5,3.9,12,45,3.87,4.05,7.92,8,0.128753754,0.112612613,-1.476997831,0.086336336,other,3,0.04,0,-1.582548458,0.016891892,3.22,3.22,,3.22,0,,151.07,1195.292893,754.84,17.39,0.264,,151.0736463,44,9
DRY_W_2_OP_H5,DRY_W_2_H5,DRY_W,DRY_W_2,DRY_W_4,Maswa,DRY,Control,W,2,4,OP,H5,980,-3.303268,34.847796,9/28/2017,12/11/2017,74,Cyn dac,1.5,2.4,5,15,1,1.8,8,26,2.52,2.05,4.57,5,0.016141141,,,,other,3,0.04,,,,1.96,1.96,,1.96,0,,151.07,1346.366539,754.84,17.39,0.264,,151.0736463,44,9
DRY_W_3_EX_H5,DRY_W_3_H5,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,Control,W,3,1,EX,H5,998,-3.295645,34.852435,9/28/2017,12/11/2017,74,Cyn dac,2,2,10,17,1,0.9,8,35,5.11,5.46,10.57,14.29,0.277777778,0.348723724,-2.777956528,0.168975225,other,3.81,0.02,0.07,-11.82015349,0.034861111,3.22,3.22,,3.22,0,,151.07,1042.181791,717.36,16.5,0.226,1.97,151.0736463,44,9
DRY_W_3_EX2_H5,DRY_W_3_H5,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,Control,W,3,1,EX2,H5,998,-3.295645,34.852435,9/28/2017,12/11/2017,74,Cyn dac,1,1.6,1,7,2,2.5,10,35,1.77,3.15,4.92,8,0.041666667,0.112612613,-3.452559703,0.086336336,other,6,0.1,0.15,-11.44894895,0.052552553,3.32,3.32,,3.32,0,,151.07,1193.255438,717.36,16.5,0.226,1.97,151.0736463,44,9
DRY_W_3_OP_H5,DRY_W_3_H5,DRY_W,DRY_W_3,DRY_W_1,Maswa,DRY,Control,W,3,1,OP,H5,998,-3.295645,34.852435,9/28/2017,12/11/2017,74,Cyn dac,1.8,1.4,10,10,2.5,1.9,5,10,3.6,3.29,6.89,5,-0.070945946,,,,other,2,-0.05,,,,4.16,4.16,,4.16,0,,151.07,1344.329084,717.36,16.5,0.226,1.97,151.0736463,44,9
DRY_W_4_EX_H5,DRY_W_4_H5,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,Control,W,4,2,EX,H5,1000,-3.296013,34.854327,9/28/2017,12/11/2017,74,Cyn dac,1.3,2.4,10,10,1,5.1,15,20,3.8,3.87,7.67,11,0.1753003,0.075075075,0.236775237,-0.052552553,other,8,0.13,0.23,3.533891034,0.003753754,4.41,4.41,,4.41,0,,214.85,1211.395419,717.36,36.4,0.218,,214.8469402,40,9
DRY_W_4_EX2_H5,DRY_W_4_H5,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,Control,W,4,2,EX2,H5,1000,-3.296013,34.854327,9/28/2017,12/11/2017,74,Cyn dac,1.8,3.4,8,12,1,5.2,20,45,3.92,6.29,10.21,5.31,-0.038288288,-0.138513514,-1.384846385,-0.045439189,other,1.31,-0.12,-0.03,-2.275418275,0.001032282,,,,,,,214.85,1426.24236,717.36,36.4,0.218,,214.8469402,40,9
DRY_W_4_OP_H5,DRY_W_4_H5,DRY_W,DRY_W_4,DRY_W_2,Maswa,DRY,Control,W,4,2,OP,H5,1000,-3.296013,34.854327,9/28/2017,12/11/2017,74,Cyn dac,1.5,7.6,10,14,1.5,2.6,25,40,1.72,4.61,6.33,9,0.100225225,,,,other,2,-0.1,,,,3.68,3.68,,3.68,0,,214.85,1641.0893,717.36,36.4,0.218,,214.8469402,40,9
