Experiment;Season;Plot;Site;Region;Landuse;Block;Blockcode;Samplecode;Treatment;Littertype;Teabag code;Initial weight including bag, cord and label (g);Initial weight tea only (g);Ashed subsample percentage controll initial tea only (%);Ashed initial corrected weight  tea only (g);Final weight including bag and cord, no label (g);Final weight  tea only (g);Final weight tea only (from ash protocol);Ashed final subsample percentage  (%);Ashed final corrected weight  tea only (g);Burial date;Recovery date;incubation time red and green tea (days);Massloss (g) Ash uncorrected;Massloss (g);rain.sum (mm);CLAY %;SILT %;SAND %;Soil.Class;OC %;N.D. tree (m);N.D.Mound (m);Mound type;Tree with ants;Moisture %;Temperature (C);Lat;Long;Sign of termite cheeting;Sign of hole(s);Sign of roots ;S;K
CG;Dry;219;Seronera;Intermediate;Seronera;3;Local3;Local3_CG3;Open;Green;G196;2.028;1.778;5.51;1.680;0.576;0.425;0.394;22.70;0.30;26.07.2017;26.09.2017;62;1.353;1.375;171.85;21.96;4.92;73.12;sandy clay loam;1.40;7.9;7.9;O;1;5.75;32.75;-2.439599019;34.83841896;NO;YES;YES;0.153379282;
CG;Dry;220;Seronera;Intermediate;Seronera;4;Local4;Local4_CG4;Open;Green;G39;2.067;1.817;5.51;1.717;0.745;0.595;0.496;39.16;0.30;26.07.2017;26.09.2017;62;1.222;1.415;171.85;15.96;6.92;77.12;sandy loam;0.61;15.2;12.2;O;1;5.3;33.65;-2.439694991;34.83857403;NO;NO;YES;0.150138582;
Main;Dry;1;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T1;Open;Rooibos;R811;2.226;1.976;2.28;1.931;1.829;1.679;1.722;3.92;1.65;22.07.2017;29.09.2017;69;0.298;0.276;6.90;12.57;0.97;86.47;loamy sand;1.02;26.4;41;M;1;3.8;26.90;-3.397861;34.837608;NO;YES;NO;;0.011635712
Main;Dry;2;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T2;Open;Rooibos;;;;2.28;;;;;;;;;;;;;12.57;0.97;86.47;loamy sand;2.02;22.4;39.8;M;1;;;-3.397879042;34.83753601;NO;NO;NO;;
Main;Dry;3;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T3;Open;Rooibos;R742;2.126;1.876;2.28;1.833;1.877;1.726;1.733;2.71;1.69;22.07.2017;29.09.2017;69;0.150;0.148;6.90;12.57;0.97;86.47;loamy sand;3.02;;;;;3.3;25.00;-3.397874;34.837579;YES;YES;NO;;0.018552397
Main;Dry;4;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T4;Open;Rooibos;R661;2.163;1.913;2.28;1.870;1.837;1.686;1.703;2.56;1.66;22.07.2017;29.09.2017;69;0.227;0.211;6.90;12.57;0.97;86.47;loamy sand;4.02;;;;;2.25;27.35;-3.39777804;34.83751204;NO;YES;NO;;0.036371754
Main;Dry;5;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T5;Open;Rooibos;R724;2.149;1.899;2.28;1.856;;;;;;22.07.2017;;;;;;12.57;0.97;86.47;loamy sand;5.02;28.4;36.4;M;1;3.2;26.70;-3.397802012;34.83751204;NO;NO;NO;;
Main;Dry;6;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T6;Open;Rooibos;R688;2.171;1.921;2.28;1.877;2.005;1.854;1.755;3.98;1.68;22.07.2017;29.09.2017;69;0.067;0.193;6.90;12.57;0.97;86.47;loamy sand;6.02;32.4;31;M;1;5.35;26.60;-3.39773898;34.83750198;NO;NO;NO;;0.004899951
Main;Dry;7;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T7;Open;Rooibos;R762;2.195;1.945;2.28;1.901;1.705;1.555;1.527;6.25;1.43;22.07.2017;29.09.2017;69;0.391;0.469;6.90;12.57;0.97;86.47;loamy sand;7.02;36;43.4;M;1;2.95;24.75;-3.397763036;34.83760097;NO;YES;NO;;
Main;Dry;8;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T8;Open;Rooibos;R727;2.163;1.913;2.28;1.870;0.000;;2.034;91.76;0.17;22.07.2017;29.09.2017;69;;1.702;6.90;12.57;0.97;86.47;loamy sand;8.02;36;38.4;M;;2.6;26.00;-3.397732023;34.83756199;NO;NO;NO;;
Main;Dry;9;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T1;Open;Rooibos;R785;2.255;2.005;2.28;1.959;3.781;3.631;3.549;96.08;0.14;22.07.2017;29.09.2017;69;-1.626;1.820;6.90;21.13;3.09;75.78;sandy clay loam;0.46;10.8;28.4;M;0;3.3;26.15;-3.397829002;34.83701197;YES;NO;NO;;
Main;Dry;10;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T2;Open;Rooibos;R747;2.155;1.905;2.28;1.862;;;;;;22.07.2017;;;;;;21.13;3.09;75.78;sandy clay loam;1.46;16.8;30;M;0;1.5;26.10;-3.397811987;34.83696898;NO;NO;NO;;
Main;Dry;11;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T3;Open;Rooibos;R748;2.183;1.933;2.28;1.889;0.984;0.833;0.615;89.95;0.06;22.07.2017;29.09.2017;69;1.100;1.827;6.90;21.13;3.09;75.78;sandy clay loam;2.46;11.4;24.4;M;0;5.3;26.45;-3.39779296;34.837103;YES;YES;NO;;
Main;Dry;12;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T4;Open;Rooibos;;;;2.28;;;;;;;;;;;;;21.13;3.09;75.78;sandy clay loam;3.46;;;;;;;-3.397905026;34.83712303;NO;NO;NO;;
Main;Dry;13;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T5;Open;Rooibos;R784;2.170;1.920;2.28;1.876;3.021;2.870;2.771;92.74;0.20;22.07.2017;29.09.2017;69;-0.950;1.675;6.90;21.13;3.09;75.78;sandy clay loam;4.46;11.4;31;M;0;4.8;26.10;-3.39790402;34.83702798;YES;YES;NO;;
Main;Dry;14;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T6;Open;Rooibos;R838;2.159;1.909;2.28;1.866;1.085;0.934;0.863;96.94;0.03;22.07.2017;29.09.2017;69;0.975;1.839;6.90;21.13;3.09;75.78;sandy clay loam;5.46;28.4;42.4;M;0;3.4;25.55;-3.397854986;34.83687401;YES;YES;NO;;
Main;Dry;15;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T7;Open;Rooibos;R793;2.205;1.955;2.28;1.911;0.246;0.095;0.000;0.00;0.00;22.07.2017;29.09.2017;69;1.860;1.911;6.90;21.13;3.09;75.78;sandy clay loam;6.46;15.8;30.4;M;0;3.1;28.00;-3.397806035;34.83702396;YES;YES;NO;;
Main;Dry;16;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T8;Open;Rooibos;R755;2.212;1.962;2.28;1.917;0.000;;0.000;0.00;0.00;22.07.2017;29.09.2017;69;;1.917;6.90;21.13;3.09;75.78;sandy clay loam;7.46;8;12.4;M;0;9.2;27.05;-3.397766976;34.83718104;YES;YES;NO;;
Main;Dry;17;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T1;Open;Rooibos;R826;2.166;1.916;2.28;1.872;1.909;1.758;1.772;3.21;1.72;20.07.2017;29.09.2017;71;0.158;0.157;6.90;54.08;21.26;24.65;clay;1.84;;;;;12.9;26.20;-3.385409033;34.81890103;NO;NO;NO;;
Main;Dry;18;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T2;Open;Rooibos;R732;2.219;1.969;2.28;1.924;1.987;1.837;1.853;2.48;1.81;20.07.2017;29.09.2017;71;0.132;0.117;6.90;54.08;21.26;24.65;clay;2.84;;;;;11.15;26.10;-3.385375002;34.81894;NO;YES;NO;;
Main;Dry;19;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T3;Open;Rooibos;R749;2.205;1.955;2.28;1.911;1.949;1.799;1.787;3.24;1.73;20.07.2017;29.09.2017;71;0.157;0.181;6.90;54.08;21.26;24.65;clay;3.84;;;;;15.75;25.70;-3.385358993;34.81899197;NO;NO;NO;;
Main;Dry;20;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T4;Open;Rooibos;R632;2.127;1.877;2.28;1.834;1.916;1.766;1.825;3.01;1.77;20.07.2017;29.09.2017;71;0.112;0.065;6.90;54.08;21.26;24.65;clay;4.84;;;;;16;26.30;-3.385396963;34.81897797;NO;NO;NO;;0.047312453
Main;Dry;21;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T5;Open;Rooibos;R630;2.130;1.880;2.28;1.837;1.964;1.813;1.714;2.85;1.66;20.07.2017;29.09.2017;71;0.067;0.172;6.90;54.08;21.26;24.65;clay;5.84;;;;;13.2;26.10;-3.385401992;34.81894604;NO;NO;NO;;0.002709043
Main;Dry;22;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T6;Open;Rooibos;R723;2.256;2.006;2.28;1.960;1.900;1.749;1.760;3.51;1.70;20.07.2017;29.09.2017;71;0.257;0.263;6.90;54.08;21.26;24.65;clay;6.84;;;;;19.05;25.75;-3.385447003;34.81894696;NO;YES;NO;;0.020012571
Main;Dry;23;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T7;Open;Rooibos;;;;2.28;;;;;;;;;;;;;54.08;21.26;24.65;clay;7.84;;;;;;;-3.385420013;34.81885602;NO;NO;NO;;
Main;Dry;24;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T8;Open;Rooibos;R225;2.214;1.964;2.28;1.919;1.957;1.807;1.796;2.49;1.75;20.07.2017;29.09.2017;71;0.158;0.169;6.90;54.08;21.26;24.65;clay;8.84;;;;;15.6;25.50;-3.385382965;34.81887798;NO;NO;NO;;
Main;Dry;25;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T1;Open;Rooibos;R43;2.276;2.026;2.28;1.980;2.017;1.866;1.891;3.42;1.83;20.07.2017;29.09.2017;71;0.160;0.154;6.90;51.96;18.92;29.12;clay;1.85;;;;;9.85;25.40;-3.384912992;34.81889902;NO;NO;NO;;
Main;Dry;26;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T2;Open;Rooibos;R602;2.190;1.940;2.28;1.896;1.985;1.834;1.903;2.28;1.86;20.07.2017;29.09.2017;71;0.106;0.036;6.90;51.96;18.92;29.12;clay;2.85;;;;;8.1;25.85;-3.384969;34.818908;NO;NO;NO;;
Main;Dry;27;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T3;Open;Rooibos;R666;2.150;1.900;2.28;1.857;1.991;1.840;1.741;3.39;1.68;20.07.2017;29.09.2017;71;0.060;0.175;6.90;51.96;18.92;29.12;clay;3.85;;;;;14.1;26.15;-3.384935036;34.81894302;NO;NO;NO;;0.003460246
Main;Dry;28;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T4;Open;Rooibos;R705;2.186;1.936;2.28;1.892;2.017;1.866;1.903;3.62;1.83;20.07.2017;29.09.2017;71;0.070;0.058;6.90;51.96;18.92;29.12;clay;4.85;;;;;9.1;25.70;-3.385007037;34.81888896;NO;NO;NO;;0.007367698
Main;Dry;29;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T5;Open;Rooibos;R305;2.283;2.033;2.28;1.987;2.072;1.921;1.920;2.75;1.87;20.07.2017;29.09.2017;71;0.112;0.120;6.90;51.96;18.92;29.12;clay;5.85;;;;;15.15;25.65;-3.384948028;34.81885401;NO;NO;NO;;
Main;Dry;30;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T6;Open;Rooibos;R667;2.195;1.945;2.28;1.901;2.016;1.865;1.853;2.08;1.81;20.07.2017;29.09.2017;71;0.080;0.086;6.90;51.96;18.92;29.12;clay;6.85;;;;;9.3;24.00;-3.38496496;34.81879097;NO;NO;NO;;
Main;Dry;31;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T7;Open;Rooibos;;;;2.28;;;;;;;;;;;;;51.96;18.92;29.12;clay;7.85;;;;;;;-3.384840991;34.818839;NO;NO;NO;;
Main;Dry;32;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T8;Open;Rooibos;R743;2.248;1.998;2.28;1.953;1.995;1.844;1.854;3.32;1.79;20.07.2017;29.09.2017;71;0.154;0.160;6.90;51.96;18.92;29.12;clay;8.85;;;;;11.85;25.45;-3.384901006;34.81897999;NO;NO;NO;;
Main;Dry;33;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T1;Open;Rooibos;R769;2.248;1.998;2.28;1.953;1.991;1.841;1.845;2.75;1.79;22.07.2017;27.09.2017;67;0.158;0.158;6.53;23.96;0.92;75.12;sandy clay loam;1.25;9.5;17.2;G;0;1.65;26.15;-3.409203999;34.85275101;NO;NO;NO;;
Main;Dry;34;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T2;Open;Rooibos;R753;2.240;1.990;2.28;1.945;1.976;1.826;1.726;2.21;1.69;22.07.2017;27.09.2017;67;0.165;0.257;6.53;23.96;0.92;75.12;sandy clay loam;1.25;6.5;14.2;G;0;3.25;26.90;-3.409235012;34.85278202;NO;NO;NO;;0.00805277
Main;Dry;35;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T3;Open;Rooibos;R776;2.199;1.949;2.28;1.905;1.945;1.794;1.791;3.33;1.73;22.07.2017;27.09.2017;67;0.155;0.173;6.53;23.96;0.92;75.12;sandy clay loam;1.25;0.7;10.6;G;0;3.35;26.95;-3.409177009;34.85281899;NO;NO;NO;;
Main;Dry;36;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T4;Open;Rooibos;R799;2.204;1.954;2.28;1.910;1.350;1.199;1.120;96.62;0.04;22.07.2017;27.09.2017;67;0.755;1.872;6.53;23.96;0.92;75.12;sandy clay loam;1.25;3.3;4.9;G;1;3;25.85;-3.40917198;34.85296098;YES;YES;NO;;
Main;Dry;37;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T5;Open;Rooibos;R722;2.207;1.957;2.28;1.913;0.133;-0.017;0.055;96.55;0.00;22.07.2017;27.09.2017;67;1.975;1.911;6.53;23.96;0.92;75.12;sandy clay loam;1.25;8.3;27.8;G;0;4.25;26.10;-3.409070978;34.85271203;YES;YES;NO;;
Main;Dry;38;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T6;Open;Rooibos;R796;2.236;1.986;2.28;1.941;1.908;1.757;1.738;4.81;1.65;22.07.2017;27.09.2017;67;0.229;0.287;6.53;23.96;0.92;75.12;sandy clay loam;1.25;2;20.4;O;0;2.85;26.70;-3.409280023;34.85261296;NO;NO;NO;;
Main;Dry;39;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T7;Open;Rooibos;;;;2.28;;;;;;;22.07.2017;;;;;;23.96;0.92;75.12;sandy clay loam;1.25;2.4;18;G;1;;;-3.40938597;34.85285503;NO;NO;NO;;
Main;Dry;40;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T8;Open;Rooibos;R782;2.241;1.991;2.28;1.946;1.992;1.841;1.836;3.55;1.77;22.07.2017;27.09.2017;67;0.150;0.175;6.53;23.96;0.92;75.12;sandy clay loam;1.25;8.7;19.3;G;0;4.6;26.20;-3.409153959;34.85275503;NO;NO;NO;;
Main;Dry;41;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T1;Open;Rooibos;R820;2.217;1.967;2.28;1.922;1.271;1.120;1.126;3.19;1.09;22.07.2017;27.09.2017;67;0.847;0.832;6.53;19.96;4.92;75.12;sandy loam;1.64;4;19.1;G;0;4.65;27.85;-3.408342004;34.85028304;NO;YES;NO;;
Main;Dry;42;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T2;Open;Rooibos;R806;2.239;1.989;2.28;1.944;0.148;-0.003;0.000;0.00;0.00;22.07.2017;27.09.2017;67;1.992;1.944;6.53;19.96;4.92;75.12;sandy loam;1.64;5.9;12.7;G;0;5.2;27.15;-3.408407969;34.85029503;YES;YES;NO;;
Main;Dry;43;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T3;Open;Rooibos;R758;2.220;1.970;2.28;1.925;1.682;1.531;1.407;92.06;0.11;22.07.2017;27.09.2017;67;0.439;1.814;6.53;19.96;4.92;75.12;sandy loam;1.64;5;26.3;G;0;2.45;26.10;-3.408236979;34.85019;YES;YES;NO;;
Main;Dry;44;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T4;Open;Rooibos;R783;2.199;1.949;2.28;1.905;1.897;1.747;1.825;3.66;1.76;22.07.2017;27.09.2017;67;0.203;0.146;6.53;19.96;4.92;75.12;sandy loam;1.64;2.6;39.2;G;0;3.85;26.50;-3.408152992;34.85016896;NO;NO;NO;;
Main;Dry;45;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T5;Open;Rooibos;R827;2.222;1.972;2.28;1.927;0.617;0.466;0.367;93.35;0.02;22.07.2017;27.09.2017;67;1.506;1.903;6.53;19.96;4.92;75.12;sandy loam;1.64;2.3;9.3;O;0;4.1;27.25;-3.408178976;34.85051698;YES;YES;NO;;
Main;Dry;46;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T6;Open;Rooibos;;;;2.28;;;;;;;;;;;;;19.96;4.92;75.12;sandy loam;1.64;;;;;;;-3.408473013;34.85040198;NO;NO;NO;;
Main;Dry;47;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T7;Open;Rooibos;R831;2.241;1.991;2.28;1.946;1.911;1.760;1.772;4.59;1.69;22.07.2017;27.09.2017;67;0.231;0.255;6.53;19.96;4.92;75.12;sandy loam;1.64;5.2;5.2;G;0;5.35;26.40;-3.408481982;34.85002404;NO;YES;NO;;
Main;Dry;48;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T8;Open;Rooibos;R828;2.233;1.983;2.28;1.938;1.760;1.609;1.632;2.03;1.60;22.07.2017;27.09.2017;67;0.374;0.339;6.53;19.96;4.92;75.12;sandy loam;1.64;7.3;27.2;M;0;3.95;25.95;-3.408199009;34.85025496;NO;NO;NO;;
Main;Dry;49;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T1;Open;Rooibos;R805;2.247;1.997;2.28;1.952;2.044;1.893;1.794;2.64;1.75;22.07.2017;27.09.2017;67;0.104;0.205;6.53;21.96;8.92;69.12;sandy clay loam;1.75;10.4;36;M;1;7.05;31.50;-3.406225992;34.85055998;NO;NO;NO;;0.007620408
Main;Dry;50;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T2;Open;Rooibos;R754;2.207;1.957;2.28;1.913;;;;;;22.07.2017;;;;;;21.96;8.92;69.12;sandy clay loam;1.75;10;22.5;M;1;6.4;27.60;-3.40626304;34.85056601;NO;NO;NO;;
Main;Dry;51;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T3;Open;Rooibos;R798;2.185;1.935;2.28;1.891;1.896;1.745;1.740;3.20;1.68;22.07.2017;27.09.2017;67;0.190;0.206;6.53;21.96;8.92;69.12;sandy clay loam;1.75;3;18;O;0;2.45;34.45;-3.406392038;34.85069602;NO;NO;NO;;
Main;Dry;52;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T4;Open;Rooibos;R833;2.218;1.968;2.28;1.923;1.979;1.829;1.871;3.00;1.81;22.07.2017;27.09.2017;67;0.140;0.109;6.53;21.96;8.92;69.12;sandy clay loam;1.75;13.4;67;M;1;5.75;30.75;-3.406157;34.850739;NO;NO;NO;;
Main;Dry;53;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T5;Open;Rooibos;R734;2.159;1.909;2.28;1.866;1.891;1.741;1.748;2.63;1.70;22.07.2017;27.09.2017;67;0.168;0.164;6.53;21.96;8.92;69.12;sandy clay loam;1.75;;;;;6.5;30.40;-3.406114;34.850596;NO;NO;NO;;
Main;Dry;54;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T6;Open;Rooibos;;;;2.28;;;;;;;;;;;;;21.96;8.92;69.12;sandy clay loam;1.75;;;;;;;-3.406058019;34.85046602;NO;NO;NO;;
Main;Dry;55;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T7;Open;Rooibos;R839;2.227;1.977;2.28;1.932;1.978;1.827;1.814;2.72;1.76;22.07.2017;27.09.2017;67;0.150;0.167;6.53;21.96;8.92;69.12;sandy clay loam;1.75;15.8;45;M;1;4.8;31.90;-3.406138988;34.85057498;YES;YES;NO;;
Main;Dry;56;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T8;Open;Rooibos;R760;2.232;1.982;2.28;1.937;1.982;1.832;1.838;2.89;1.78;22.07.2017;27.09.2017;67;0.151;0.152;6.53;21.96;8.92;69.12;sandy clay loam;1.75;15.4;30.8;M;0;8.3;30.05;-3.40629003;34.85044196;NO;NO;NO;;
Main;Dry;57;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T1;Open;Rooibos;R830;2.216;1.966;2.28;1.921;1.972;1.821;1.821;2.18;1.78;22.07.2017;27.09.2017;67;0.145;0.141;6.53;25.96;6.92;67.12;sandy clay loam;1.76;3.3;28.4;O;1;3.95;33.25;-3.406423973;34.85121301;NO;NO;NO;;
Main;Dry;58;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T2;Open;Rooibos;R725;2.193;1.943;2.28;1.899;1.400;1.249;1.230;3.53;1.19;22.07.2017;27.09.2017;67;0.694;0.712;6.53;25.96;6.92;67.12;sandy clay loam;1.76;1.4;54.4;O;0;5.7;32.35;-3.406502008;34.85105602;NO;YES;NO;;
Main;Dry;59;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T3;Open;Rooibos;R721;2.223;1.973;2.28;1.928;1.955;1.804;1.798;2.69;1.75;22.07.2017;27.09.2017;67;0.169;0.179;6.53;25.96;6.92;67.12;sandy clay loam;1.76;3.3;46;O;0;7.7;31.80;-3.406235967;34.85110799;NO;NO;NO;;
Main;Dry;60;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T4;Open;Rooibos;R763;2.259;2.009;2.28;1.963;1.980;1.829;1.834;2.83;1.78;22.07.2017;27.09.2017;67;0.180;0.181;6.53;25.96;6.92;67.12;sandy clay loam;1.76;2.4;10.2;O;0;5.65;32.65;-3.406281983;34.85137898;NO;NO;NO;;
Main;Dry;61;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T5;Open;Rooibos;R775;2.229;1.979;2.28;1.934;2.003;1.853;1.753;2.53;1.71;22.07.2017;27.09.2017;67;0.127;0.225;6.53;25.96;6.92;67.12;sandy clay loam;1.76;5.6;34.2;O;0;4.5;34.00;-3.406569986;34.85132399;NO;NO;NO;;0.006871505
Main;Dry;62;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T6;Open;Rooibos;;;;2.28;;;;;;;;;;;;;25.96;6.92;67.12;sandy clay loam;1.76;4.2;40.4;O;0;;;-3.406518018;34.85121402;NO;NO;NO;;
Main;Dry;63;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T7;Open;Rooibos;R733;2.181;1.931;2.28;1.887;1.903;1.752;1.781;2.06;1.74;22.07.2017;27.09.2017;67;0.179;0.143;6.53;25.96;6.92;67.12;sandy clay loam;1.76;4.9;45;O;0;4.75;31.30;-3.406334035;34.85117203;NO;NO;NO;;
Main;Dry;64;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T8;Open;Rooibos;R765;2.240;1.990;2.28;1.945;1.978;1.828;1.826;2.29;1.78;22.07.2017;27.09.2017;67;0.162;0.161;6.53;25.96;6.92;67.12;sandy clay loam;1.76;3;22.8;O;1;5.55;31.50;-3.406340992;34.85126004;NO;NO;NO;;
Main;Dry;65;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T1;Open;Rooibos;R731;2.248;1.998;2.28;1.953;2.035;1.885;1.785;2.12;1.75;21.07.2017;27.09.2017;68;0.114;0.205;6.90;47.96;22.92;29.12;clay;2.88;13.8;13.8;O;1;10.65;28.00;-3.299396038;34.84824096;NO;NO;NO;;0.00677687
Main;Dry;66;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T2;Open;Rooibos;R816;2.194;1.944;2.28;1.900;1.945;1.795;1.795;3.35;1.74;21.07.2017;27.09.2017;68;0.150;0.165;6.90;47.96;22.92;29.12;clay;3.88;8;19.8;O;1;10.1;23.60;-3.299309034;34.84840499;NO;NO;NO;;
Main;Dry;67;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T3;Open;Rooibos;;;;2.28;;;;;;;;;;;;;47.96;22.92;29.12;clay;4.88;5.5;5.5;O;1;;;-3.299434008;34.84851496;NO;NO;NO;;
Main;Dry;68;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T4;Open;Rooibos;R815;2.213;1.963;2.28;1.918;1.947;1.796;1.833;2.82;1.78;21.07.2017;27.09.2017;68;0.167;0.137;6.90;47.96;22.92;29.12;clay;5.88;9.7;23.4;O;1;7.75;26.85;-3.29911801;34.84824699;NO;NO;NO;;
Main;Dry;69;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T5;Open;Rooibos;R741;2.262;2.012;2.28;1.966;1.970;1.820;1.804;3.55;1.74;21.07.2017;28.09.2017;69;0.193;0.227;6.90;47.96;22.92;29.12;clay;6.88;14.4;24.4;O;1;7.95;26.55;-3.299318003;34.84823501;YES;NO;NO;;
Main;Dry;70;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T6;Open;Rooibos;R294;2.226;1.976;2.28;1.931;0.510;0.359;0.288;66.45;0.10;21.07.2017;28.09.2017;69;1.617;1.834;6.90;47.96;22.92;29.12;clay;7.88;15;28;O;0;8.8;27.20;-3.299381034;34.84831204;YES;YES;NO;;
Main;Dry;71;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T7;Open;Rooibos;R761;2.151;1.901;2.28;1.858;1.902;1.751;1.737;2.55;1.69;21.07.2017;28.09.2017;69;0.150;0.165;6.90;47.96;22.92;29.12;clay;8.88;15.5;32;O;1;9.95;27.60;-3.299242985;34.84790099;NO;NO;NO;;
Main;Dry;72;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T8;Open;Rooibos;R780;2.190;1.940;2.28;1.896;1.948;1.797;1.804;2.00;1.77;21.07.2017;28.09.2017;69;0.143;0.129;6.90;47.96;22.92;29.12;clay;9.88;2.6;44;O;1;9.5;26.35;-3.299654033;34.84815102;NO;NO;NO;;
Main;Dry;73;Maswa;Dry;Wild;2;Dry_W2;Dry_W2_T1;Open;Rooibos;R730;2.151;1.901;2.28;1.858;1.943;1.793;1.693;2.32;1.65;21.07.2017;28.09.2017;69;0.109;0.204;6.90;45.27;23.60;31.12;clay;2.05;9.1;10;M;1;9.55;28.35;-3.302586023;34.84804801;NO;NO;NO;;0.005104281
Main;Dry;74;Maswa;Dry;Wild;2;Dry_W2;Dry_W2_T2;Open;Rooibos;R825;2.142;1.892;2.28;1.849;1.893;1.742;1.753;2.77;1.70;21.07.2017;28.09.2017;69;0.150;0.145;6.90;45.27;23.60;31.12;clay;3.05;7.7;9.4;M;1;10.8;28.10;-3.302577976;34.84804197;NO;NO;NO;;
Main;Dry;75;Maswa;Dry;Wild;2;Dry_W2;Dry_W2_T3;Open;Rooibos;R840;2.301;2.051;2.28;2.004;2.041;1.890;1.882;3.25;1.82;21.07.2017;28.09.2017;69;0.161;0.184;6.90;45.27;23.60;31.12;clay;4.05;6.1;13.8;O;0;12.3;27.20;-3.302687025;34.84792697;NO;NO;NO;;
